basin,KGE
1105,0.6065184219912516
1106,0.7725294700680182
1109,0.4655641824251048
1295,0.5242528180425025
1343,0.33252410350228256
1363,0.5129160187813355
1369,0.5301401185700643
1378,0.6766969504893314
1395,0.18093211835061385
1414,0.4110420684303141
1427,0.29149288473214163
1431,0.40804246310375814
1441,0.3921751651959372
1443,0.40765431654667084
1485,0.5159337234937191
1520,0.7300609187051263
1522,0.5574694296686479
1552,0.7242205099496035
1585,0.33894955547896655
1605,0.5543805871804043
1619,0.6331956444776499
1620,0.5248533002458268
1624,0.786495021562685
1638,0.7110464327425252
1659,0.47503185672774606
1715,0.2141075975070671
1721,0.649491971541145
1723,0.7934866306734698
1725,0.5433274347892174
1726,0.8697458532153917
1728,0.6518198711566219
1729,0.2937378674210611
1734,0.725935132886051
1753,0.4795900060318161
1823,0.42109226838878633
1824,0.7271074752284716
1829,0.4623979188130626
2005,0.6864777772260524
2012,0.8724177642058583
2016,0.638373307069183
2025,0.4463452305414918
2028,0.5369344265263262
2029,0.19425588702979324
2031,0.8721613252175838
2036,0.8067965378536579
2041,0.4114765452298389
2046,0.7179358061913552
2047,0.14453087021738464
2050,0.6360185718656224
2055,0.5310578778536659
2056,0.31400488564579765
2057,0.7439468684949666
2074,0.18791095436524252
2081,0.645039367186121
2082,0.6233224772254274
2089,0.550945832163036
2098,0.5533507105204963
2101,0.47661655763783894
2104,0.6809704549594662
2113,0.5991091662201344
2114,-0.29569209463911283
2115,0.4671746581182572
2116,-0.06499635781352131
2121,0.4958815310508998
2125,0.24214871403734184
2126,-0.43274340837684155
2131,0.4842643668698249
2132,0.4530601825792949
2139,0.0863965624803994
2141,0.5433505887692156
2143,0.8239736471616242
2147,0.7909275377523632
2711,0.32258506000628473
2712,-0.04520980690643017
2713,0.6687204382053751
2717,0.2844943759529188
3001,0.691523176840146
3012,0.3972016714887401
3030,0.34809992138394574
3040,0.27950240926054015
3045,0.7311131341202308
3100,0.2861465854769468
3161,0.6760620969964186
3163,0.7026874770088312
3165,0.5366092116057526
3169,-0.4945021432897847
3175,0.4051116113476727
3180,0.5137571841652822
3186,-1.0356171014450517
3193,-0.1514639198432184
3198,0.17421010501312606
3200,0.8457759882724207
3213,0.5375325817904365
3217,0.08314040576538395
3218,0.4989862616982298
3220,-0.9691935395078208
3221,0.7937299528614299
3222,0.4562019471754756
3234,0.7050403084273237
3235,0.45713134912784636
3242,0.6507831264216547
3244,0.6832438474697433
3246,0.22007152483768655
3253,0.0018152944191570652
3268,0.5483428793829557
3276,0.30948060797328536
3279,0.18882051439356595
8018,0.3027307954966638
8028,0.24451635700335284
8060,-2.2797808534909203
8087,0.5974312171655708
8091,0.48366048033957265
8104,0.18189040652215316
8118,-0.5352413282161383
8120,0.1579339912858725
8134,0.4615576137534779
8149,0.42081971002024243
9003,0.4662171856932128
9020,0.43118901772094287
9021,0.6475914982420882
9030,0.28199149953737
9033,0.7361378430609045
9040,0.5097870888593192
9041,-0.007297485176967822
9061,0.3970524975102847
9063,0.5296355184118101
9064,0.5591479068623655
9069,0.6761921820285461
9073,0.5079186762930042
9074,0.234279295880779
9075,0.39500766201275495
9087,-1.7332305112149697
9089,0.057324640303946794
9093,0.1746240385301292
9095,0.5392681707452609
9120,-0.0739530400842956
9139,0.3945662511840964
9159,0.5497474283386649
9165,0.2996100222384296
9166,0.24873227450885138
9170,0.44078939642948345
9177,0.5581866084770306
9184,0.01692150630047018
9187,0.6182519592601998
9188,0.3690628045307941
9189,0.17894021951937988
9197,0.5994265279769492
9215,0.13779232825268972
9252,0.30843118574934625
9256,0.6154882809164617
9261,0.7277098184749565
9263,0.12405733516784245
9265,0.5131489084138126
9271,0.3305681833330868
9279,0.5809396859026899
9284,0.08423398364653423
9291,0.37353281270121685
9321,0.35354390659368673
9323,0.5997859989928775
9324,0.6907408404720912
9327,0.5778346343833999
