basin,KGE
1105,0.850607216887529
1106,0.9024999810952992
1109,0.878239625525461
1295,0.8388512238426368
1343,0.7888096883820126
1363,0.844893976842635
1369,0.8591273420935357
1378,0.9009999898911414
1395,0.776043777946378
1414,0.8400311092459656
1427,0.8949019321023381
1431,0.9188525763046879
1441,0.9296195195537418
1443,0.8899667705894513
1485,0.9484104461725432
1520,0.9138173908771908
1522,0.9508461441465332
1552,0.9322172141657156
1585,0.7454265489847365
1605,0.9622191454207902
1619,0.8872226525828902
1620,0.8389852412292829
1624,0.8924026795622226
1638,0.9709050531538339
1659,0.880770661053373
1715,0.9170697145695595
1721,0.8876269881807126
1723,0.965883794036119
1725,0.9005460513112886
1726,0.92680444660655
1728,0.9444450187357487
1729,0.8510952970809038
1734,0.8946258679356389
1753,0.9146500293233931
1823,0.7085681613491044
1824,0.9147537782269588
1829,0.934643006349179
2005,0.9106024570583118
2012,0.875719159567436
2016,0.897123338757216
2025,0.8126433065720169
2028,0.9345914249638375
2029,0.8244169201480456
2031,0.8353178220750467
2036,0.944174918441502
2041,0.8356233617747808
2046,0.8276735585010653
2047,0.7995588851678698
2050,0.8902200589274515
2055,0.931521663839427
2056,0.8386325160778043
2057,0.8355982496666922
2074,0.9376309062498129
2081,0.8985855458144922
2082,0.947835165424564
2089,0.9392223631239285
2098,0.9128704978382088
2101,0.8589701517731079
2104,0.9458342244297147
2113,0.8712115827589408
2114,0.6102001285231721
2115,0.8920495451180632
2116,0.8971005951058325
2121,0.9096542679023932
2125,0.7946879569661421
2126,0.7854064509742469
2131,0.9000547845042376
2132,0.8821267811188594
2139,0.8924914684720664
2141,0.9107772551534881
2143,0.8423939680986838
2147,0.9075505983688268
2711,0.9521443747431216
2712,0.7739886466470324
2713,0.9257685433954228
2717,0.8256270199362914
3001,0.8837712609823887
3012,0.7453428166067714
3030,0.7527815658817016
3040,0.9052585598425918
3045,0.9496490800904386
3100,0.8989603486428304
3161,0.8329330498905536
3163,0.8826355609944403
3165,0.9232391148550197
3169,0.6760967091561153
3175,0.6647306697701258
3180,0.9625671667238344
3186,0.7061057992508502
3193,0.7693818490139346
3198,0.8112473761812717
3200,0.9346022162571416
3213,0.7847811929954205
3217,0.8413604849696286
3218,0.8793000532451836
3220,0.587033313941286
3221,0.9041681919410159
3222,0.7498601348451888
3234,0.9458516174958826
3235,0.7536831544226897
3242,0.9177492946302217
3244,0.9181914058688029
3246,0.8495886466156792
3253,0.5814839181173075
3268,0.8552874684685841
3276,0.8322716387295115
3279,0.8125894053640471
8018,0.7828520979222238
8028,0.6965361184164913
8060,0.4151194555750938
8087,0.7996124980943229
8091,0.8224431094285176
8104,0.8976251648203085
8118,0.6473116745274605
8120,0.31383103905964993
8134,0.7608681322203376
8149,0.8685678140583409
9003,0.8958197512372189
9020,0.9031932967995115
9021,0.9018861208843969
9030,0.8405183516229057
9033,0.8048978470374878
9040,0.9027310852361442
9041,0.34889394240843163
9061,0.8568418842080615
9063,0.9001585436486603
9064,0.8786859367912959
9069,0.9222129531484942
9073,0.8564973902398394
9074,0.9342826582611511
9075,0.9129597144268348
9087,0.4991957475001392
9089,0.7530417779558505
9093,0.8870738352820327
9095,0.7969714806965613
9120,0.8948335192188105
9139,0.751027566918127
9159,0.9236093090990032
9165,0.9097919319425185
9166,0.9111070112126585
9170,0.829521184465483
9177,0.8540836984887178
9184,0.5894837255699718
9187,0.8473041451033554
9188,0.8513364594510353
9189,0.8743307754211556
9197,0.8204497809896085
9215,0.4768086231813875
9252,0.9373094787500845
9256,0.8428845874168861
9261,0.9504424436921982
9263,0.8692558594812618
9265,0.805967399671576
9271,0.8070479790575256
9279,0.857635943245104
9284,0.9142753310927202
9291,0.6294745317701111
9321,0.7707630374514988
9323,0.8901336718940307
9324,0.9166423287950246
9327,0.8055736643789656
