date,storage,type
2014-02-06,1.67,2
2014-02-07,1.66,2
2014-02-08,1.67,2
2014-02-09,1.66,2
2014-02-10,1.65,2
2014-02-11,1.64,2
2014-02-12,1.65,2
2014-02-13,1.65,2
2014-02-14,1.65,2
2014-02-15,1.63,2
2014-02-16,1.63,2
2014-02-17,1.63,2
2014-02-18,1.62,2
2014-02-19,1.61,2
2014-02-20,1.61,2
2014-02-21,1.61,2
2014-02-22,1.6,2
2014-02-23,1.6,2
2014-02-24,1.6,2
2014-02-25,1.59,2
2014-02-26,1.59,2
2014-02-27,1.59,2
2014-02-28,1.6,2
2014-03-01,1.6,2
2014-03-02,1.61,2
2014-03-03,1.66,2
2014-03-04,1.65,2
2014-03-05,1.61,2
2014-03-06,1.59,2
2014-03-07,1.57,2
2014-03-08,1.57,2
2014-03-09,1.57,2
2014-03-10,1.57,2
2014-03-11,1.57,2
2014-03-12,1.57,2
2014-03-13,1.57,2
2014-03-14,1.56,2
2014-03-15,1.56,2
2014-03-16,1.57,2
2014-03-17,1.57,2
2014-03-18,1.57,2
2014-03-19,1.57,2
2014-03-20,1.58,2
2014-03-21,1.57,2
2014-03-22,1.58,2
2014-03-23,1.58,2
2014-03-24,1.58,2
2014-03-25,1.59,2
2014-03-26,1.59,2
2014-03-27,1.6,2
2014-03-28,1.6,2
2014-03-29,1.59,2
2014-03-30,1.59,2
2014-03-31,1.58,2
2014-04-01,1.57,2
2014-04-02,1.56,2
2014-04-03,1.55,2
2014-04-04,1.54,2
2014-04-05,1.55,2
2014-04-06,1.56,2
2014-04-07,1.56,2
2014-04-08,1.56,2
2014-04-09,1.56,2
2014-04-10,1.56,2
2014-04-11,1.56,2
2014-04-12,1.56,2
2014-04-13,1.56,2
2014-04-14,1.56,2
2014-04-15,1.55,2
2014-04-16,1.55,2
2014-04-17,1.54,2
2014-04-18,1.54,2
2014-04-19,1.54,2
2014-04-20,1.54,2
2014-04-21,1.55,2
2014-04-22,1.57,2
2014-04-23,1.58,2
2014-04-24,1.6,2
2014-04-25,1.61,2
2014-04-26,1.63,2
2014-04-27,1.64,2
2014-04-28,1.64,2
2014-04-29,1.65,2
2014-04-30,1.65,2
2014-05-01,1.65,2
2014-05-02,1.64,2
2014-05-03,1.64,2
2014-05-04,1.63,2
2014-05-05,1.62,2
2014-05-06,1.61,2
2014-05-07,1.59,2
2014-05-08,1.58,2
2014-05-09,1.57,2
2014-05-10,1.55,2
2014-05-11,1.54,2
2014-05-12,1.53,2
2014-05-13,1.53,2
