date,storage,outflow,type
2015-02-24,45.36,7.4,1
2015-02-25,44.97,7.3,1
2015-02-26,44.53,7.3,1
2015-02-27,44.14,7.3,1
2015-02-28,43.75,7.3,1
2015-03-01,43.33,7.3,1
2015-03-02,42.91,7.25,1
2015-03-03,42.73,4.68,1
2015-03-04,42.59,4.66,1
2015-03-05,42.41,4.65,1
2015-03-06,42.26,4.65,1
2015-03-07,42.08,4.66,1
2015-03-08,41.93,4.55,1
2015-03-09,41.75,4.55,1
2015-03-10,41.54,4.56,1
2015-03-11,41.33,4.55,1
2015-03-12,41.12,4.55,1
2015-03-13,41.21,1.66,1
2015-03-14,41.3,1.66,1
2015-03-15,41.33,1.66,1
2015-03-16,41.36,1.66,1
2015-03-17,41.42,1.63,1
2015-03-18,41.42,1.66,1
2015-03-19,41.57,1.66,1
2015-03-20,41.66,1.66,1
2015-03-21,41.75,1.66,1
2015-03-22,41.84,1.66,1
2015-03-23,41.9,1.66,1
2015-03-24,42.08,1.66,1
2015-03-25,42.23,1.66,1
2015-03-26,42.35,1.66,1
2015-03-27,42.47,1.66,1
2015-03-28,42.56,1.67,1
2015-03-29,42.64,1.66,1
2015-03-30,42.7,1.67,1
2015-03-31,42.79,1.67,1
2015-04-01,42.82,1.66,1
2015-04-02,42.88,1.66,1
2015-04-03,42.91,1.67,1
2015-04-04,42.97,1.66,1
2015-04-05,43.0,1.67,1
2015-04-06,43.0,1.66,1
2015-04-07,43.03,1.66,1
2015-04-08,43.06,1.66,1
2015-04-09,43.12,1.81,1
2015-04-10,43.15,1.83,1
2015-04-11,43.24,1.66,1
2015-04-12,43.3,1.67,1
2015-04-13,43.36,1.67,1
2015-04-14,43.39,1.66,1
2015-04-15,43.39,1.67,1
2015-04-16,43.45,1.66,1
2015-04-17,43.45,1.67,1
2015-04-18,43.48,1.67,1
2015-04-19,43.51,1.67,1
2015-04-20,43.51,1.67,1
2015-04-21,43.45,1.67,1
2015-04-22,43.45,1.67,1
2015-04-23,43.48,1.67,1
2015-04-24,43.48,1.67,1
2015-04-25,43.48,1.63,1
2015-04-26,43.54,1.64,1
2015-04-27,43.93,1.66,1
2015-04-28,44.32,1.68,1
2015-04-29,44.44,1.66,1
2015-04-30,44.53,1.66,1
2015-05-01,44.59,1.66,1
2015-05-02,44.68,1.67,1
2015-05-03,44.74,1.67,1
2015-05-04,44.76,1.67,1
2015-05-05,44.88,1.67,1
2015-05-06,44.97,1.67,1
2015-05-07,45.0,1.64,1
2015-05-08,45.09,1.64,1
2015-05-09,45.15,0.83,1
2015-05-10,45.21,0.88,1
2015-05-11,45.36,0.88,1
2015-05-12,45.42,0.88,1
2015-05-13,45.48,0.89,1
2015-05-14,45.54,0.88,1
2015-05-15,45.57,0.88,1
2015-05-16,45.66,0.88,1
2015-05-17,45.72,0.88,1
2015-05-18,45.75,0.88,1
2015-05-19,45.78,0.88,1
2015-05-20,45.69,1.04,1
2015-05-21,45.66,0.88,1
2015-05-22,45.75,0.46,1
2015-05-23,45.81,0.46,1
2015-05-24,45.87,0.46,1
2015-05-25,45.96,0.46,1
2015-05-26,46.02,0.46,1
2015-05-27,46.05,0.46,1
2015-05-28,46.08,0.46,1
2015-05-29,46.11,0.46,1
2015-05-30,46.14,0.46,1
2015-05-31,46.2,0.46,1
2015-06-01,46.23,0.46,1
2015-06-02,46.26,0.46,1
2015-06-03,46.26,0.46,1
2015-06-04,46.23,0.46,1
2015-06-05,46.2,0.46,1
2015-06-06,46.26,0.46,1
2015-06-07,46.29,0.46,1
2015-06-08,46.32,0.46,1
2015-06-09,46.32,0.53,1
2015-06-10,46.35,0.53,1
2015-06-11,46.38,0.54,1
2015-06-12,46.38,0.47,1
2015-06-13,46.38,0.47,1
2015-06-14,46.44,0.47,1
2015-06-15,46.47,0.47,1
2015-06-16,46.5,0.47,1
2015-06-17,46.5,0.47,1
2015-06-18,46.5,0.47,1
2015-06-19,46.47,0.54,1
2015-06-20,46.5,0.57,1
2015-06-21,46.5,0.57,1
2015-06-22,46.5,0.54,1
2015-06-23,46.53,0.47,1
2015-06-24,46.53,0.47,1
2015-06-25,46.5,0.47,1
2015-06-26,46.5,0.47,1
2015-06-27,46.47,0.47,1
2015-06-28,46.47,0.47,1
2015-06-29,46.44,0.47,1
2015-06-30,46.41,0.47,1
2015-07-01,46.38,0.47,1
2015-07-02,46.35,0.47,1
2015-07-03,46.29,0.69,1
2015-07-04,46.23,0.69,1
2015-07-05,46.26,0.47,1
2015-07-06,46.2,0.69,1
2015-07-07,46.17,0.47,1
2015-07-08,46.11,0.69,1
2015-07-09,46.05,0.69,1
2015-07-10,45.99,0.69,1
2015-07-11,45.93,0.69,1
2015-07-12,45.87,0.69,1
2015-07-13,45.84,0.46,1
2015-07-14,45.69,2.22,1
2015-07-15,45.48,2.42,1
2015-07-16,45.3,2.22,1
2015-07-17,45.06,2.77,1
2015-07-18,44.82,2.77,1
2015-07-19,44.62,2.42,1
2015-07-20,44.41,2.42,1
2015-07-21,44.08,3.81,1
2015-07-22,43.75,3.8,1
2015-07-23,43.51,2.77,1
2015-07-24,43.51,2.18,1
2015-07-25,43.39,2.16,1
2015-07-26,43.21,2.18,1
2015-07-27,43.03,2.18,1
2015-07-28,42.79,2.77,1
2015-07-29,42.53,3.11,1
2015-07-30,42.32,2.42,1
2015-07-31,42.08,2.77,1
2015-08-01,41.9,2.15,1
2015-08-02,41.72,2.15,1
2015-08-03,41.54,2.15,1
2015-08-04,41.33,2.42,1
2015-08-05,41.12,2.42,1
2015-08-06,41.03,1.7,1
2015-08-07,40.88,1.72,1
2015-08-08,40.7,2.07,1
2015-08-09,40.52,2.07,1
2015-08-10,40.37,1.84,1
2015-08-11,40.25,1.68,1
2015-08-12,40.13,1.67,1
2015-08-13,39.99,1.67,1
2015-08-14,39.83,1.89,1
2015-08-15,39.69,1.67,1
2015-08-16,39.55,1.67,1
2015-08-17,39.43,1.66,1
2015-08-18,39.31,1.66,1
2015-08-19,39.17,1.68,1
2015-08-20,39.06,1.67,1
2015-08-21,38.94,1.66,1
2015-08-22,38.82,1.64,1
2015-08-23,38.68,1.64,1
2015-08-24,38.52,1.9,1
2015-08-25,38.38,1.64,1
2015-08-26,38.29,1.62,1
2015-08-27,38.15,1.62,1
2015-08-28,38.01,1.62,1
2015-08-29,37.89,1.62,1
2015-08-30,37.77,1.6,1
2015-08-31,37.68,1.6,1
2015-09-01,37.54,1.62,1
2015-09-02,37.42,1.59,1
2015-09-03,37.31,1.59,1
2015-09-04,37.17,1.62,1
2015-09-05,37.05,1.54,1
2015-09-06,36.93,1.56,1
2015-09-07,36.79,1.62,1
2015-09-08,36.68,1.57,1
2015-09-09,36.54,1.62,1
2015-09-10,36.42,1.59,1
2015-09-11,36.3,1.59,1
2015-09-12,36.19,1.59,1
2015-09-13,36.05,1.63,1
2015-09-14,35.91,1.63,1
2015-09-15,35.79,1.59,1
2015-09-16,35.67,1.56,1
2015-09-17,35.67,0.82,1
2015-09-18,35.65,0.82,1
2015-09-19,35.63,0.82,1
2015-09-20,35.56,0.82,1
2015-09-21,35.49,0.81,1
2015-09-22,35.42,0.81,1
2015-09-23,35.37,0.8,1
2015-09-24,35.32,0.8,1
2015-09-25,35.25,0.81,1
2015-09-26,35.18,0.81,1
2015-09-27,35.11,0.81,1
2015-09-28,35.07,0.78,1
2015-09-29,35.02,0.79,1
2015-09-30,34.97,0.78,1
2015-10-01,34.93,0.78,1
2015-10-02,34.86,0.81,1
2015-10-03,34.81,0.8,1
2015-10-04,34.76,0.8,1
2015-10-05,34.74,0.8,1
2015-10-06,35.11,0.8,1
2015-10-07,35.32,0.8,1
2015-10-08,35.35,0.8,1
2015-10-09,35.35,0.8,1
2015-10-10,35.32,0.8,1
2015-10-11,35.3,0.83,1
2015-10-12,35.7,0.83,1
2015-10-13,38.99,0.83,1
2015-10-14,39.52,0.82,1
2015-10-15,39.73,0.82,1
2015-10-16,39.9,0.82,1
2015-10-17,39.97,0.84,1
2015-10-18,40.27,0.84,1
2015-10-19,41.63,0.84,1
2015-10-20,42.56,0.84,1
2015-10-21,42.97,0.87,1
2015-10-22,43.27,0.87,1
2015-10-23,43.72,0.87,1
2015-10-24,43.96,0.87,1
2015-10-25,44.17,0.9,1
2015-10-26,44.47,0.87,1
2015-10-27,44.88,0.87,1
2015-10-28,45.93,0.87,1
2015-10-29,46.53,0.87,1
2015-10-30,47.09,0.87,1
2015-10-31,47.54,0.87,1
2015-11-01,48.41,0.87,1
2015-11-02,49.06,0.9,1
2015-11-03,53.72,0.93,1
2015-11-04,56.87,0.93,1
2015-11-05,60.6,0.93,1
2015-11-06,62.59,0.95,1
2015-11-07,63.38,7.96,1
2015-11-08,63.8,7.96,1
2015-11-09,64.06,7.96,1
2015-11-10,64.14,7.97,1
2015-11-11,64.14,7.97,1
2015-11-12,64.02,7.97,1
2015-11-13,63.83,7.95,1
2015-11-14,63.57,7.94,1
2015-11-15,63.35,7.94,1
2015-11-16,63.12,7.94,1
2015-11-17,62.82,7.93,1
2015-11-18,62.55,7.52,1
2015-11-19,62.22,7.52,1
2015-11-20,61.95,7.53,1
2015-11-21,61.73,7.53,1
2015-11-22,61.39,7.53,1
2015-11-23,60.97,7.53,1
2015-11-24,60.64,7.55,1
2015-11-25,60.18,7.55,1
2015-11-26,59.73,7.53,1
2015-11-27,59.32,7.53,1
2015-11-28,58.9,7.41,1
2015-11-29,58.45,7.47,1
2015-11-30,58.0,7.55,1
2015-12-01,57.77,5.69,1
2015-12-02,57.47,6.1,1
2015-12-03,57.02,6.1,1
2015-12-04,56.68,6.1,1
2015-12-05,56.31,6.1,1
2015-12-06,55.89,6.08,1
2015-12-07,55.59,6.08,1
2015-12-08,55.22,6.08,1
2015-12-09,54.92,6.0,1
2015-12-10,54.62,6.09,1
2015-12-11,54.29,6.09,1
2015-12-12,53.93,6.06,1
2015-12-13,53.63,6.0,1
2015-12-14,53.36,9.99,1
2015-12-15,53.57,1.91,1
2015-12-16,53.87,1.91,1
2015-12-17,54.02,1.91,1
2015-12-18,54.17,1.91,1
2015-12-19,54.29,1.91,1
2015-12-20,54.38,1.91,1
2015-12-21,54.5,1.91,1
2015-12-22,54.59,1.94,1
2015-12-23,54.65,1.96,1
2015-12-24,54.77,1.96,1
2015-12-25,54.83,1.96,1
2015-12-26,54.89,1.94,1
2015-12-27,54.95,1.94,1
2015-12-28,55.04,2.0,1
2015-12-29,56.19,1.98,1
2015-12-30,56.95,1.96,1
2015-12-31,57.7,2.0,1
2016-01-01,58.49,2.0,1
2016-01-02,60.94,2.01,1
2016-01-03,62.25,2.0,1
2016-01-04,63.53,2.0,1
2016-01-05,65.9,2.04,1
2016-01-06,66.17,15.9,1
2016-01-07,66.17,15.9,1
2016-01-08,66.58,15.9,1
2016-01-09,72.98,19.77,1
2016-01-10,77.19,2.16,1
2016-01-11,84.52,2.29,1
2016-01-12,90.02,2.29,1
2016-01-13,92.89,2.29,1
2016-01-14,94.39,10.21,1
2016-01-15,95.52,10.2,1
2016-01-16,96.08,12.52,1
2016-01-17,96.41,12.6,1
2016-01-18,96.65,12.6,1
2016-01-19,95.85,24.31,1
2016-01-20,95.85,12.5,1
2016-01-21,95.24,24.12,1
2016-01-22,94.25,24.12,1
2016-01-23,93.17,23.56,1
2016-01-24,92.0,23.96,1
2016-01-25,90.82,23.59,1
2016-01-26,89.6,23.61,1
2016-01-27,88.38,23.81,1
2016-01-28,87.06,23.74,1
2016-01-29,85.79,23.76,1
2016-01-30,84.48,23.51,1
2016-01-31,83.07,22.8,1
2016-02-01,81.61,22.74,1
2016-02-02,80.15,22.75,1
2016-02-03,78.6,22.91,1
2016-02-04,77.05,22.85,1
2016-02-05,76.3,13.19,1
2016-02-06,75.5,14.5,1
2016-02-07,74.8,14.76,1
2016-02-08,74.15,14.57,1
2016-02-09,73.43,15.22,1
2016-02-10,72.76,15.06,1
2016-02-11,72.15,15.22,1
2016-02-12,71.55,15.2,1
2016-02-13,71.14,15.24,1
2016-02-14,70.8,14.88,1
2016-02-15,70.31,14.88,1
2016-02-16,70.31,8.26,1
2016-02-17,70.23,8.24,1
2016-02-18,70.23,6.23,1
2016-02-19,70.35,6.15,1
2016-02-20,70.61,1.94,1
2016-02-21,71.1,1.96,1
2016-02-22,71.48,1.9,1
2016-02-23,71.81,1.93,1
2016-02-24,72.15,1.94,1
2016-02-25,72.53,1.94,1
2016-02-26,72.87,1.94,1
2016-02-27,73.73,1.94,1
2016-02-28,74.28,1.94,1
2016-02-29,74.8,1.94,1
2016-03-01,75.22,1.98,1
2016-03-02,75.69,1.98,1
2016-03-03,76.11,1.98,1
2016-03-04,76.35,4.81,1
2016-03-05,76.44,4.88,1
2016-03-06,76.54,4.87,1
2016-03-07,76.63,4.91,1
2016-03-08,76.77,3.81,1
2016-03-09,76.91,3.81,1
2016-03-10,77.05,3.8,1
2016-03-11,77.19,3.8,1
2016-03-12,77.24,3.8,1
2016-03-13,77.33,3.78,1
2016-03-14,77.43,3.8,1
2016-03-15,77.47,3.8,1
2016-03-16,77.52,3.8,1
2016-03-17,77.57,3.8,1
2016-03-18,77.52,5.3,1
2016-03-19,77.38,5.3,1
2016-03-20,77.33,5.29,1
2016-03-21,77.24,5.3,1
2016-03-22,77.24,5.29,1
2016-03-23,77.19,5.31,1
2016-03-24,77.1,5.34,1
2016-03-25,77.01,5.28,1
2016-03-26,76.82,5.29,1
2016-03-27,76.77,5.09,1
2016-03-28,76.72,5.09,1
2016-03-29,76.63,5.09,1
2016-03-30,76.58,5.09,1
2016-03-31,76.54,5.31,1
2016-04-01,76.49,5.31,1
2016-04-02,76.35,5.28,1
2016-04-03,76.25,5.3,1
2016-04-04,76.25,5.3,1
2016-04-05,76.82,5.3,1
2016-04-06,76.96,5.3,1
2016-04-07,77.01,5.3,1
2016-04-08,77.05,5.3,1
2016-04-09,77.01,5.3,1
2016-04-10,77.01,5.3,1
2016-04-11,77.19,5.31,1
2016-04-12,77.99,5.31,1
2016-04-13,79.35,5.29,1
2016-04-14,80.44,5.35,1
2016-04-15,82.6,5.41,1
2016-04-16,85.79,5.53,1
2016-04-17,92.56,5.54,1
2016-04-18,94.96,5.52,1
2016-04-19,96.79,5.67,1
2016-04-20,102.65,48.3,1
2016-04-21,101.06,86.0,1
2016-04-22,97.87,86.0,1
2016-04-23,97.92,25.54,1
2016-04-24,98.15,25.68,1
2016-04-25,98.01,26.28,1
2016-04-26,98.76,9.75,1
2016-04-27,99.42,9.84,1
2016-04-28,99.98,9.84,1
2016-04-29,100.35,9.84,1
2016-04-30,100.26,15.34,1
2016-05-01,100.03,15.19,1
2016-05-02,99.7,15.08,1
2016-05-03,99.32,15.1,1
2016-05-04,98.9,15.1,1
2016-05-05,98.43,15.2,1
2016-05-06,98.06,15.12,1
2016-05-07,97.12,25.91,1
2016-05-08,99.74,25.91,1
2016-05-09,106.12,45.22,1
2016-05-10,106.68,87.56,1
2016-05-11,111.24,101.1,1
2016-05-12,112.36,118.0,1
2016-05-13,109.71,87.75,1
2016-05-14,109.59,45.69,1
2016-05-15,108.82,45.73,1
2016-05-16,107.53,45.19,1
2016-05-17,106.03,44.33,1
2016-05-18,105.6,24.49,1
2016-05-19,105.28,24.49,1
2016-05-20,104.76,24.48,1
2016-05-21,104.15,24.48,1
2016-05-22,103.4,24.49,1
2016-05-23,102.6,23.98,1
2016-05-24,101.67,24.14,1
2016-05-25,101.53,12.38,1
2016-05-26,101.38,12.34,1
2016-05-27,100.96,15.47,1
2016-05-28,100.49,15.66,1
2016-05-29,100.45,15.64,1
2016-05-30,100.12,15.5,1
2016-05-31,99.65,15.5,1
2016-06-01,99.13,15.5,1
2016-06-02,98.53,15.5,1
2016-06-03,97.92,15.47,1
2016-06-04,97.26,15.44,1
2016-06-05,96.51,15.43,1
2016-06-06,95.8,15.43,1
2016-06-07,95.0,15.69,1
2016-06-08,94.72,8.5,1
2016-06-09,94.77,4.0,1
2016-06-10,94.49,10.25,1
2016-06-11,93.55,16.27,1
2016-06-12,92.61,15.79,1
2016-06-13,91.62,15.83,1
2016-06-14,91.24,8.4,1
2016-06-15,91.01,8.54,1
2016-06-16,89.97,16.66,1
2016-06-17,88.85,16.68,1
2016-06-18,88.24,10.36,1
2016-06-19,87.63,10.47,1
2016-06-20,87.01,10.34,1
2016-06-21,86.4,10.34,1
2016-06-22,85.75,10.3,1
2016-06-23,85.09,10.3,1
2016-06-24,84.38,10.25,1
2016-06-25,83.68,10.25,1
2016-06-26,83.02,10.24,1
2016-06-27,82.22,10.25,1
2016-06-28,81.47,10.25,1
2016-06-29,81.42,2.0,1
2016-06-30,81.38,2.0,1
2016-07-01,81.33,2.0,1
2016-07-02,81.33,2.0,1
2016-07-03,81.28,2.0,1
2016-07-04,81.23,2.06,1
2016-07-05,81.19,2.01,1
2016-07-06,81.14,2.03,1
2016-07-07,81.05,2.03,1
2016-07-08,81.0,2.03,1
2016-07-09,80.62,6.22,1
2016-07-10,80.15,6.33,1
2016-07-11,79.64,6.2,1
2016-07-12,79.17,6.2,1
2016-07-13,78.65,6.2,1
2016-07-14,78.13,6.2,1
2016-07-15,77.62,6.2,1
2016-07-16,77.1,6.2,1
2016-07-17,76.54,6.53,1
2016-07-18,76.07,6.2,1
2016-07-19,75.5,6.53,1
2016-07-20,74.98,6.2,1
2016-07-21,74.42,6.53,1
2016-07-22,73.92,6.2,1
2016-07-23,73.47,6.2,1
2016-07-24,73.02,6.2,1
2016-07-25,72.57,6.0,1
2016-07-26,72.12,6.0,1
2016-07-27,71.96,1.75,1
2016-07-28,71.85,1.76,1
2016-07-29,71.74,1.75,1
2016-07-30,71.63,1.77,1
2016-07-31,71.51,1.76,1
2016-08-01,71.4,1.76,1
2016-08-02,71.29,1.72,1
2016-08-03,71.14,1.75,1
2016-08-04,71.1,0.57,1
2016-08-05,71.02,0.88,1
2016-08-06,70.99,0.73,1
2016-08-07,70.91,0.88,1
2016-08-08,70.87,0.73,1
2016-08-09,70.8,0.88,1
2016-08-10,70.72,0.87,1
2016-08-11,70.65,0.87,1
2016-08-12,70.61,0.63,1
2016-08-13,70.53,0.87,1
2016-08-14,70.5,0.63,1
2016-08-15,70.46,0.63,1
2016-08-16,70.38,0.88,1
2016-08-17,70.31,0.87,1
2016-08-18,70.27,0.63,1
2016-08-19,70.23,0.63,1
2016-08-20,70.16,0.63,1
2016-08-21,70.12,0.63,1
2016-08-22,70.05,0.87,1
2016-08-23,69.63,5.2,1
2016-08-24,69.18,5.23,1
2016-08-25,68.73,5.23,1
2016-08-26,68.31,5.2,1
2016-08-27,67.9,5.24,1
2016-08-28,67.45,5.24,1
2016-08-29,67.0,5.22,1
2016-08-30,66.51,5.67,1
2016-08-31,66.06,5.22,1
2016-09-01,65.6,5.23,1
2016-09-02,65.15,5.23,1
2016-09-03,64.7,5.22,1
2016-09-04,64.25,5.23,1
2016-09-05,63.76,5.66,1
2016-09-06,63.31,5.23,1
2016-09-07,62.86,5.23,1
2016-09-08,62.37,5.66,1
2016-09-09,61.88,5.66,1
2016-09-10,61.43,5.23,1
2016-09-11,60.97,5.23,1
2016-09-12,60.48,5.66,1
2016-09-13,60.0,5.66,1
2016-09-14,59.62,5.15,1
2016-09-15,59.13,5.66,1
2016-09-16,58.64,5.66,1
2016-09-17,58.15,5.67,1
2016-09-18,57.66,5.66,1
2016-09-19,57.21,5.23,1
2016-09-20,56.72,5.66,1
2016-09-21,56.23,5.66,1
2016-09-22,55.74,5.67,1
2016-09-23,55.28,5.39,1
2016-09-24,54.89,5.05,1
2016-09-25,54.5,5.05,1
2016-09-26,54.11,5.05,1
2016-09-27,53.69,5.05,1
2016-09-28,53.31,5.05,1
2016-09-29,52.92,5.05,1
2016-09-30,52.5,5.05,1
2016-10-01,52.11,5.0,1
2016-10-02,51.722,5.0,1
2016-10-03,51.304,5.0,1
2016-10-04,50.886,4.98,1
2016-10-05,50.707,2.08,1
2016-10-06,50.528,2.08,1
2016-10-07,50.408,1.84,1
2016-10-08,50.259,1.84,1
2016-10-09,50.11,1.84,1
2016-10-10,49.96,1.84,1
2016-10-11,49.841,1.84,1
2016-10-12,49.721,1.83,1
2016-10-13,49.632,1.83,1
2016-10-14,49.512,1.83,1
2016-10-15,49.363,1.81,1
2016-10-16,49.244,1.81,1
2016-10-17,49.124,1.81,1
2016-10-18,49.094,1.78,1
2016-10-19,49.035,1.78,1
2016-10-20,49.005,1.78,1
2016-10-21,48.945,1.78,1
2016-10-22,48.826,1.78,1
2016-10-23,48.826,1.78,1
2016-10-24,48.975,1.78,1
2016-10-25,49.124,7.0,1
2016-10-26,48.646,9.35,1
2016-10-27,47.989,9.29,1
2016-10-28,47.273,9.05,1
2016-10-29,46.496,9.13,1
2016-10-30,45.69,9.42,1
2016-10-31,44.914,8.99,1
2016-11-01,44.078,9.68,1
2016-11-02,43.271,9.34,1
2016-11-03,42.346,10.71,1
2016-11-04,41.45,10.37,1
2016-11-05,40.883,7.09,1
2016-11-06,40.584,7.0,1
2016-11-07,40.155,7.0,1
2016-11-08,39.711,7.0,1
2016-11-09,39.268,7.0,1
2016-11-10,38.777,7.0,1
2016-11-11,38.31,7.0,1
2016-11-12,37.82,6.98,1
2016-11-13,37.33,6.98,1
2016-11-14,36.816,6.98,1
2016-11-15,36.28,6.94,1
2016-11-16,35.766,6.9,1
2016-11-17,35.229,6.88,1
2016-11-18,34.716,6.88,1
2016-11-19,34.179,6.85,1
2016-11-20,33.665,6.83,1
2016-11-21,33.875,6.81,1
2016-11-22,34.132,6.81,1
2016-11-23,33.898,6.7,1
2016-11-24,33.572,6.67,1
2016-11-25,33.385,6.67,1
2016-11-26,39.174,7.06,1
2016-11-27,44.615,7.31,1
2016-11-28,46.646,7.4,1
2016-11-29,47.452,7.5,1
2016-11-30,47.84,7.5,1
2016-12-01,48.049,7.5,1
2016-12-02,48.139,7.5,1
2016-12-03,48.228,7.65,1
2016-12-04,49.333,7.6,1
2016-12-05,51.632,7.91,1
2016-12-06,52.259,7.72,1
2016-12-07,52.618,7.72,1
2016-12-08,52.827,7.72,1
2016-12-09,52.946,7.72,1
2016-12-10,52.409,14.78,1
2016-12-11,51.782,14.73,1
2016-12-12,51.095,14.73,1
2016-12-13,50.378,14.7,1
2016-12-14,49.512,16.22,1
2016-12-15,49.094,16.2,1
2016-12-16,48.557,16.35,1
2016-12-17,48.407,16.38,1
2016-12-18,48.258,16.09,1
2016-12-19,48.079,16.06,1
2016-12-20,47.87,11.88,1
2016-12-21,47.571,11.88,1
2016-12-22,47.243,11.97,1
2016-12-23,47.064,11.92,1
2016-12-24,46.496,12.0,1
2016-12-25,45.959,12.0,1
2016-12-26,45.451,11.76,1
2016-12-27,44.914,11.9,1
2016-12-28,44.317,11.81,1
2016-12-29,43.719,11.49,1
2016-12-30,43.092,11.63,1
