date,storage,type
2014-09-25,1.24,1
2014-09-26,1.24,1
2014-09-27,1.2,1
2014-09-28,1.15,1
2014-09-29,1.36,1
2014-09-30,1.17,1
2014-10-01,1.11,1
2014-10-02,1.08,1
2014-10-03,1.09,1
2014-10-04,0.95,1
2014-10-05,0.96,1
2014-10-06,1.09,1
2014-10-07,0.78,1
2014-10-08,0.71,1
2014-10-09,0.71,1
2014-10-10,0.94,1
2014-10-11,1.26,1
2014-10-12,1.37,1
2014-10-13,1.74,1
2014-10-14,1.82,1
2014-10-15,1.88,1
2014-10-16,1.92,1
2014-10-17,2.12,1
2014-10-18,1.87,1
2014-10-19,1.82,1
2014-10-20,1.8,1
2014-10-21,1.68,1
2014-10-22,1.61,1
2014-10-23,1.62,1
2014-10-24,1.61,1
2014-10-25,1.51,1
2014-10-26,1.37,1
2014-10-27,1.45,1
2014-10-28,1.29,1
2014-10-29,1.16,1
2014-10-30,1.07,1
2014-10-31,0.91,1
2014-11-01,0.79,1
2014-11-02,0.61,1
2014-11-03,0.68,1
2014-11-04,0.62,1
2014-11-05,0.6,1
2014-11-06,0.68,1
2014-11-07,,1
2014-11-08,0.62,1
2014-11-09,0.67,1
2014-11-10,0.72,1
2014-11-11,0.71,1
2014-11-12,0.69,1
2014-11-13,0.65,1
2014-11-14,0.63,1
2014-11-15,0.96,1
2014-11-16,1.23,1
2014-11-17,1.45,1
2014-11-18,1.4,1
2014-11-19,1.4,1
2014-11-20,1.49,1
2014-11-21,1.44,1
2014-11-22,,1
2014-11-23,,1
2014-11-24,,1
2014-11-25,,1
2014-11-26,,1
2014-11-27,,1
2014-11-28,,1
2014-11-29,2.02,1
2014-11-30,2.07,1
2014-12-01,2.32,1
2014-12-02,2.59,1
2014-12-03,2.82,1
2014-12-04,2.75,1
2014-12-05,2.67,1
2014-12-06,2.62,1
2014-12-07,2.55,1
2014-12-08,2.51,1
2014-12-09,2.47,1
2014-12-10,2.52,1
2014-12-11,2.46,1
2014-12-12,2.46,1
2014-12-13,2.43,1
2014-12-14,2.43,1
2014-12-15,2.39,1
2014-12-16,2.27,1
2014-12-17,2.19,1
2014-12-18,2.26,1
2014-12-19,2.26,1
2014-12-20,2.2,1
2014-12-21,2.18,1
2014-12-22,2.16,1
2014-12-23,2.17,1
2014-12-24,2.23,1
2014-12-25,,1
2014-12-26,2.22,1
2014-12-27,2.07,1
2014-12-28,2.03,1
2014-12-29,2.05,1
2014-12-30,2.03,1
2014-12-31,1.97,1
2015-01-01,,1
2015-01-02,,1
2015-01-03,,1
2015-01-04,,1
2015-01-05,,1
2015-01-06,1.73,1
2015-01-07,1.71,1
2015-01-08,1.63,1
2015-01-09,1.63,1
2015-01-10,,1
2015-01-11,,1
2015-01-12,1.55,1
2015-01-13,,1
2015-01-14,,1
2015-01-15,1.5,1
2015-01-16,1.49,1
2015-01-17,1.48,1
2015-01-18,,1
2015-01-19,1.52,1
2015-01-20,1.43,1
2015-01-21,1.29,1
2015-01-22,1.2,1
2015-01-23,,1
2015-01-24,1.18,1
2015-01-25,1.15,1
2015-01-26,1.28,1
2015-01-27,1.11,1
2015-01-28,1.06,1
2015-01-29,1.06,1
2015-01-30,1.01,1
2015-01-31,1.06,1
2015-02-01,0.97,1
2015-02-02,0.9,1
2015-02-03,0.87,1
2015-02-04,0.93,1
2015-02-05,1.01,1
2015-02-06,0.96,1
2015-02-07,0.96,1
2015-02-08,0.85,1
2015-02-09,0.77,1
2015-02-10,0.62,1
2015-02-11,0.59,1
2015-02-12,0.61,1
2015-02-13,0.79,1
2015-02-14,0.78,1
2015-02-15,0.7,1
2015-02-16,0.94,1
2015-02-17,0.76,1
2015-02-18,0.69,1
2015-02-19,0.74,1
2015-02-20,0.63,1
2015-02-21,,1
2015-02-22,0.74,1
2015-02-23,0.94,1
2015-02-24,,1
2015-02-25,0.85,1
2015-02-26,0.84,1
2015-02-27,0.98,1
2015-02-28,1.18,1
2015-03-01,1.31,1
2015-03-02,1.41,1
2015-03-03,1.48,1
2015-03-04,1.49,1
2015-03-05,1.63,1
2015-03-06,1.78,1
2015-03-07,1.85,1
2015-03-08,1.77,1
2015-03-09,1.87,1
2015-03-10,1.94,1
2015-03-11,1.9,1
2015-03-12,1.85,1
2015-03-13,1.88,1
2015-03-14,1.9,1
2015-03-15,1.93,1
2015-03-16,1.96,1
2015-03-17,1.96,1
2015-03-18,1.99,1
2015-03-19,1.93,1
2015-03-20,,1
2015-03-21,1.83,1
2015-03-22,1.8,1
2015-03-23,1.78,1
2015-03-24,1.74,1
2015-03-25,1.69,1
2015-03-26,1.73,1
2015-03-27,1.69,1
2015-03-28,1.7,1
2015-03-29,1.72,1
2015-03-30,1.66,1
2015-03-31,1.63,1
2015-04-01,1.66,1
2015-04-02,1.79,1
2015-04-03,1.87,1
2015-04-04,1.95,1
2015-04-05,2.04,1
2015-04-06,2.14,1
2015-04-07,2.03,1
2015-04-08,1.95,1
2015-04-09,2.05,1
2015-04-10,1.9,1
2015-04-11,1.57,1
2015-04-12,1.25,1
2015-04-13,1.12,1
2015-04-14,0.99,1
2015-04-15,0.92,1
2015-04-16,0.86,1
2015-04-17,0.87,1
2015-04-18,0.87,1
2015-04-19,0.87,1
2015-04-20,0.87,1
2015-04-21,0.87,1
2015-04-22,0.87,1
2015-04-23,0.87,1
2015-04-24,,1
2015-04-25,1.09,1
2015-04-26,1.36,1
2015-04-27,1.55,1
2015-04-28,1.78,1
2015-04-29,1.85,1
2015-04-30,1.52,1
2015-05-01,1.31,1
2015-05-02,1.58,1
2015-05-03,1.81,1
2015-05-04,,1
2015-05-05,2.55,1
2015-05-06,2.84,1
2015-05-07,2.87,1
2015-05-08,2.94,1
2015-05-09,3.25,1
2015-05-10,3.31,1
2015-05-11,3.55,1
2015-05-12,3.63,1
2015-05-13,3.7,1
2015-05-14,3.7,1
2015-05-15,3.84,1
2015-05-16,3.95,1
2015-05-17,4.19,1
2015-05-18,4.4,1
2015-05-19,4.3,1
2015-05-20,4.33,1
2015-05-21,4.37,1
2015-05-22,4.29,1
2015-05-23,4.31,1
2015-05-24,4.18,1
2015-05-25,3.96,1
2015-05-26,3.98,1
2015-05-27,4.04,1
2015-05-28,,1
2015-05-29,,1
2015-05-30,,1
2015-05-31,,1
2015-06-01,4.17,1
2015-06-02,4.12,1
2015-06-03,,1
2015-06-04,,1
2015-06-05,4.15,1
2015-06-06,4.1,1
2015-06-07,4.14,1
2015-06-08,4.16,1
2015-06-09,4.39,1
2015-06-10,4.39,1
2015-06-11,4.42,1
2015-06-12,4.47,1
2015-06-13,4.53,1
2015-06-14,,1
2015-06-15,4.88,1
2015-06-16,4.84,1
2015-06-17,4.85,1
2015-06-18,4.89,1
2015-06-19,4.86,1
2015-06-20,4.81,1
2015-06-21,4.82,1
2015-06-22,4.91,1
2015-06-23,,1
2015-06-24,4.9,1
2015-06-25,4.65,1
2015-06-26,4.76,1
2015-06-27,4.77,1
2015-06-28,4.89,1
2015-06-29,4.93,1
2015-06-30,4.85,1
2015-07-01,4.78,1
2015-07-02,,1
2015-07-03,,1
2015-07-04,4.74,1
2015-07-05,4.74,1
2015-07-06,4.74,1
2015-07-07,4.74,1
2015-07-08,4.74,1
2015-07-09,,1
2015-07-10,4.54,1
2015-07-11,4.37,1
2015-07-12,4.44,1
2015-07-13,4.41,1
2015-07-14,4.36,1
2015-07-15,4.33,1
2015-07-16,4.26,1
2015-07-17,4.2,1
2015-07-18,4.18,1
2015-07-19,4.26,1
2015-07-20,4.19,1
2015-07-21,4.24,1
2015-07-22,4.23,1
2015-07-23,4.31,1
2015-07-24,4.17,1
2015-07-25,4.1,1
2015-07-26,3.99,1
2015-07-27,3.96,1
2015-07-28,3.91,1
2015-07-29,3.82,1
2015-07-30,3.73,1
2015-07-31,3.72,1
2015-08-01,3.91,1
2015-08-02,3.68,1
2015-08-03,3.65,1
2015-08-04,3.64,1
2015-08-05,3.63,1
2015-08-06,3.63,1
2015-08-07,3.62,1
2015-08-08,3.6,1
2015-08-09,3.63,1
2015-08-10,3.63,1
2015-08-11,3.63,1
2015-08-12,3.62,1
2015-08-13,3.61,1
2015-08-14,3.62,1
2015-08-15,3.45,1
2015-08-16,3.31,1
2015-08-17,3.31,1
2015-08-18,3.33,1
2015-08-19,3.26,1
2015-08-20,3.19,1
2015-08-21,3.13,1
2015-08-22,3.05,1
2015-08-23,3.06,1
2015-08-24,3.26,1
2015-08-25,2.98,1
2015-08-26,2.96,1
2015-08-27,2.93,1
2015-08-28,2.93,1
2015-08-29,2.86,1
2015-08-30,2.8,1
2015-08-31,2.82,1
2015-09-01,2.83,1
2015-09-02,2.77,1
2015-09-03,2.77,1
2015-09-04,2.66,1
2015-09-05,2.66,1
2015-09-06,2.58,1
2015-09-07,2.71,1
2015-09-08,2.71,1
2015-09-09,2.69,1
2015-09-10,2.67,1
2015-09-11,2.66,1
2015-09-12,2.61,1
2015-09-13,2.49,1
2015-09-14,2.6,1
2015-09-15,2.38,1
2015-09-16,2.33,1
2015-09-17,2.75,1
2015-09-18,3.05,1
2015-09-19,3.11,1
2015-09-20,3.13,1
2015-09-21,3.19,1
2015-09-22,3.15,1
2015-09-23,3.0,1
2015-09-24,2.95,1
2015-09-25,2.9,1
2015-09-26,2.89,1
2015-09-27,2.83,1
2015-09-28,2.91,1
2015-09-29,2.85,1
2015-09-30,2.79,1
2015-10-01,2.75,1
2015-10-02,2.62,1
2015-10-03,2.56,1
2015-10-04,2.56,1
2015-10-05,2.71,1
2015-10-06,2.83,1
2015-10-07,3.02,1
2015-10-08,3.09,1
2015-10-09,3.12,1
2015-10-10,3.13,1
2015-10-11,3.18,1
2015-10-12,3.28,1
2015-10-13,3.29,1
2015-10-14,3.2,1
2015-10-15,3.16,1
2015-10-16,3.15,1
2015-10-17,3.03,1
2015-10-18,2.86,1
2015-10-19,2.88,1
2015-10-20,2.85,1
2015-10-21,2.8,1
2015-10-22,2.79,1
2015-10-23,2.77,1
2015-10-24,2.7,1
2015-10-25,2.61,1
2015-10-26,2.59,1
2015-10-27,2.58,1
2015-10-28,2.59,1
2015-10-29,2.61,1
2015-10-30,2.62,1
2015-10-31,2.64,1
2015-11-01,2.65,1
2015-11-02,2.66,1
2015-11-03,2.68,1
2015-11-04,2.72,1
2015-11-05,2.86,1
2015-11-06,2.99,1
2015-11-07,3.12,1
2015-11-08,3.14,1
2015-11-09,3.22,1
2015-11-10,3.25,1
2015-11-11,3.25,1
2015-11-12,3.21,1
2015-11-13,3.09,1
2015-11-14,3.04,1
2015-11-15,3.09,1
2015-11-16,3.08,1
2015-11-17,2.92,1
2015-11-18,2.78,1
2015-11-19,2.8,1
2015-11-20,2.83,1
2015-11-21,2.82,1
2015-11-22,2.76,1
2015-11-23,2.74,1
2015-11-24,2.65,1
2015-11-25,2.5,1
2015-11-26,2.49,1
2015-11-27,2.61,1
2015-11-28,2.74,1
2015-11-29,2.84,1
2015-11-30,2.79,1
2015-12-01,2.72,1
2015-12-02,2.72,1
2015-12-03,2.62,1
2015-12-04,2.62,1
2015-12-05,2.56,1
2015-12-06,2.45,1
2015-12-07,2.47,1
2015-12-08,2.54,1
2015-12-09,2.5,1
2015-12-10,2.37,1
2015-12-11,2.37,1
2015-12-12,2.24,1
2015-12-13,2.18,1
2015-12-14,2.12,1
2015-12-15,2.28,1
2015-12-16,2.42,1
2015-12-17,2.42,1
2015-12-18,2.42,1
2015-12-19,2.42,1
2015-12-20,2.42,1
2015-12-21,2.42,1
2015-12-22,2.42,1
2015-12-23,1.82,1
2015-12-24,1.75,1
2015-12-25,1.77,1
2015-12-26,1.76,1
2015-12-27,1.71,1
2015-12-28,1.64,1
2015-12-29,1.62,1
2015-12-30,1.6,1
2015-12-31,1.55,1
2016-01-01,1.59,1
2016-01-02,1.59,1
