date,storage,type
2017-03-08,134.75,1
2017-03-09,134.75,1
2017-03-10,134.75,1
2017-03-11,134.86,1
2017-03-12,134.86,1
2017-03-13,134.86,1
2017-03-14,134.86,1
2017-03-15,134.86,1
2017-03-16,134.96,1
2017-03-17,134.96,1
2017-03-18,134.96,1
2017-03-19,134.86,1
2017-03-20,134.86,1
2017-03-21,134.96,1
2017-03-22,134.86,1
2017-03-23,134.86,1
2017-03-24,134.86,1
2017-03-25,134.96,1
2017-03-26,135.6,1
2017-03-27,135.6,1
2017-03-28,135.6,1
2017-03-29,135.6,1
2017-03-30,135.5,1
2017-03-31,135.5,1
2017-04-01,135.5,1
2017-04-02,135.5,1
2017-04-03,135.39,1
2017-04-04,135.39,1
2017-04-05,135.39,1
2017-04-06,135.5,1
2017-04-07,135.39,1
2017-04-08,135.39,1
2017-04-09,135.39,1
2017-04-10,135.39,1
2017-04-11,135.28,1
2017-04-12,135.28,1
2017-04-13,135.18,1
2017-04-14,135.18,1
2017-04-15,135.18,1
2017-04-16,135.07,1
2017-04-17,135.07,1
2017-04-18,135.07,1
2017-04-19,134.96,1
2017-04-20,134.96,1
2017-04-21,134.86,1
2017-04-22,134.86,1
2017-04-23,134.86,1
2017-04-24,134.96,1
2017-04-25,134.86,1
2017-04-26,134.96,1
2017-04-27,134.86,1
2017-04-28,134.86,1
2017-04-29,134.96,1
2017-04-30,134.96,1
2017-05-01,134.96,1
2017-05-02,134.96,1
2017-05-03,134.96,1
2017-05-04,134.96,1
2017-05-05,134.96,1
2017-05-06,134.86,1
2017-05-07,134.75,1
2017-05-08,134.75,1
2017-05-09,134.75,1
2017-05-10,134.75,1
2017-05-11,134.64,1
2017-05-12,134.86,1
2017-05-13,134.86,1
2017-05-14,134.96,1
2017-05-15,135.18,1
2017-05-16,135.28,1
2017-05-17,135.28,1
2017-05-18,135.28,1
2017-05-19,135.28,1
2017-05-20,135.28,1
2017-05-21,135.18,1
2017-05-22,135.18,1
2017-05-23,135.18,1
2017-05-24,135.18,1
2017-05-25,135.18,1
2017-05-26,135.07,1
2017-05-27,134.96,1
2017-05-28,134.86,1
2017-05-29,134.75,1
2017-05-30,134.75,1
2017-05-31,134.75,1
2017-06-01,134.75,1
2017-06-02,134.64,1
2017-06-03,134.86,1
2017-06-04,135.18,1
2017-06-05,135.28,1
2017-06-06,135.28,1
2017-06-07,135.28,1
2017-06-08,135.39,1
2017-06-09,135.5,1
2017-06-10,135.39,1
2017-06-11,135.18,1
2017-06-12,135.07,1
2017-06-13,135.18,1
2017-06-14,134.96,1
2017-06-15,134.96,1
2017-06-16,135.07,1
2017-06-17,135.18,1
2017-06-18,135.28,1
2017-06-19,135.39,1
2017-06-20,135.5,1
2017-06-21,134.96,1
2017-06-22,134.43,1
2017-06-23,133.79,1
2017-06-24,132.95,1
2017-06-25,132.52,1
2017-06-26,131.47,1
2017-06-27,131.16,1
2017-06-28,130.53,1
2017-06-29,130.95,1
2017-06-30,131.16,1
2017-07-01,131.16,1
2017-07-02,130.53,1
2017-07-03,130.01,1
2017-07-04,129.38,1
2017-07-05,128.66,1
2017-07-06,128.14,1
2017-07-07,127.32,1
2017-07-08,126.5,1
2017-07-09,126.19,1
2017-07-10,125.78,1
2017-07-11,125.27,1
2017-07-12,124.67,1
2017-07-13,124.06,1
2017-07-14,123.35,1
2017-07-15,122.55,1
2017-07-16,121.85,1
2017-07-17,121.15,1
2017-07-18,120.36,1
2017-07-19,119.67,1
2017-07-20,118.88,1
2017-07-21,118.09,1
2017-07-22,117.41,1
2017-07-23,116.83,1
2017-07-24,116.05,1
2017-07-25,115.47,1
2017-07-26,114.9,1
2017-07-27,114.13,1
2017-07-28,113.56,1
2017-07-29,112.89,1
2017-07-30,112.23,1
2017-07-31,111.57,1
2017-08-01,110.91,1
2017-08-02,110.17,1
2017-08-03,109.51,1
2017-08-04,108.77,1
2017-08-05,108.13,1
2017-08-06,107.39,1
2017-08-07,106.84,1
2017-08-08,106.02,1
2017-08-09,105.39,1
2017-08-10,104.85,1
2017-08-11,104.22,1
2017-08-12,103.59,1
2017-08-13,102.97,1
2017-08-14,102.52,1
2017-08-15,101.99,1
2017-08-16,101.46,1
2017-08-17,100.85,1
2017-08-18,100.32,1
2017-08-19,99.62,1
2017-08-20,99.02,1
2017-08-21,98.5,1
2017-08-22,97.9,1
2017-08-23,97.21,1
2017-08-24,96.61,1
2017-08-25,96.1,1
2017-08-26,95.6,1
2017-08-27,95.09,1
2017-08-28,94.59,1
2017-08-29,94.17,1
2017-08-30,93.59,1
2017-08-31,93.25,1
2017-09-01,92.76,1
2017-09-02,92.34,1
2017-09-03,91.93,1
2017-09-04,91.52,1
2017-09-05,91.2,1
2017-09-06,90.79,1
2017-09-07,90.38,1
2017-09-08,89.98,1
2017-09-09,89.57,1
2017-09-10,89.17,1
2017-09-11,88.77,1
