date,storage,type
1999-12-04,3.89,1
1999-12-05,3.89,1
1999-12-06,3.89,1
1999-12-07,3.88,1
1999-12-08,3.88,1
1999-12-09,3.87,1
1999-12-10,3.85,1
1999-12-11,3.86,1
1999-12-20,3.89,1
1999-12-21,3.84,1
1999-12-22,3.9,1
1999-12-23,3.91,1
1999-12-24,3.88,1
1999-12-25,3.87,1
1999-12-26,3.84,1
1999-12-27,3.85,1
2000-01-05,3.99,1
2000-01-06,4.14,1
2000-01-07,4.31,1
2000-01-08,4.52,1
2000-01-09,4.57,1
2000-01-10,4.55,1
2000-01-11,4.53,1
2000-01-12,4.55,1
2000-01-13,4.39,1
2000-01-14,4.38,1
2000-02-01,3.74,1
2000-02-02,3.74,1
2000-02-03,3.73,1
2000-02-04,3.72,1
2000-02-05,3.75,1
2000-02-06,3.75,1
2000-02-07,3.74,1
2000-02-08,3.73,1
2000-02-09,3.72,1
2000-02-10,3.69,1
2000-02-11,3.68,1
2000-02-12,3.67,1
2000-02-13,3.67,1
2000-02-14,3.65,1
2000-02-15,3.62,1
2000-02-16,3.57,1
2000-02-18,3.41,1
2000-02-19,3.38,1
2000-02-20,3.35,1
2000-02-21,3.35,1
2000-02-22,3.35,1
2000-02-23,3.33,1
2000-02-24,3.38,1
2000-02-25,3.38,1
2000-02-26,3.43,1
2000-02-27,3.51,1
2000-02-28,3.74,1
2000-02-29,4.07,1
2000-03-01,4.22,1
2000-03-02,4.31,1
2000-03-03,4.45,1
2000-03-04,4.54,1
2000-03-05,4.65,1
2000-03-06,4.75,1
2000-03-07,4.86,1
2000-03-08,4.96,1
2000-03-09,5.08,1
2000-03-10,5.07,1
2000-03-11,5.03,1
2000-03-12,5.12,1
2000-03-13,5.18,1
2000-03-14,5.24,1
2000-03-15,5.21,1
2000-03-16,5.15,1
2000-03-17,5.08,1
2000-03-18,5.12,1
2000-03-19,5.13,1
2000-03-20,5.15,1
2000-03-21,5.13,1
2000-03-22,5.09,1
2000-03-23,4.98,1
2000-03-24,4.9,1
2000-03-25,4.88,1
2000-03-26,4.88,1
2000-03-27,4.88,1
2000-03-28,4.88,1
2000-03-29,4.88,1
2000-03-30,4.85,1
2000-03-31,4.85,1
2000-04-01,4.84,1
2000-04-02,4.81,1
2000-04-03,4.79,1
2000-04-04,4.78,1
2000-04-05,4.76,1
2000-04-06,4.79,1
2000-04-07,4.8,1
2000-04-08,4.77,1
2000-04-09,4.75,1
2000-04-10,4.72,1
2000-04-11,4.98,1
2000-04-12,5.12,1
2000-04-13,5.19,1
2000-04-14,5.24,1
2000-04-15,5.27,1
2000-04-16,5.3,1
2000-04-17,5.45,1
2000-04-18,5.47,1
2000-04-19,5.46,1
2000-04-20,5.46,1
2000-04-21,5.48,1
2000-04-22,5.52,1
2000-04-23,5.57,1
2000-04-24,5.59,1
2000-04-25,5.6,1
2000-04-26,5.58,1
2000-04-27,5.59,1
2000-04-28,5.6,1
2000-04-29,5.59,1
2000-04-30,5.59,1
2000-05-01,5.58,1
2000-05-02,5.58,1
2000-05-03,5.56,1
2000-05-04,5.49,1
2000-05-05,5.44,1
2000-05-06,5.36,1
2000-05-07,5.28,1
2000-05-08,5.23,1
2000-05-09,5.17,1
2000-05-10,5.17,1
2000-05-11,5.27,1
2000-05-12,5.44,1
2000-05-13,5.54,1
2000-05-14,5.72,1
2000-05-15,5.63,1
2000-05-16,5.63,1
2000-05-17,5.6,1
2000-05-18,5.6,1
2000-05-19,5.63,1
2000-05-20,5.53,1
2000-05-21,5.47,1
2000-05-22,5.42,1
2000-05-23,5.37,1
2000-05-24,5.3,1
2000-05-25,5.21,1
2000-05-26,5.13,1
2000-05-27,5.06,1
2000-05-28,5.05,1
2000-05-29,4.96,1
2000-05-30,4.99,1
2000-05-31,5.02,1
2000-06-01,5.12,1
2000-06-02,5.16,1
2000-06-03,5.21,1
2000-06-04,5.27,1
2000-06-05,5.33,1
2000-06-06,5.4,1
2000-06-07,5.43,1
2000-06-08,5.45,1
2000-06-09,5.39,1
2000-06-10,5.4,1
2000-06-11,5.48,1
2000-06-12,5.48,1
2000-06-13,5.57,1
2000-06-14,5.55,1
2000-06-15,5.52,1
2000-06-16,5.43,1
2000-06-17,5.33,1
2000-06-18,5.22,1
2000-06-19,5.13,1
2000-06-20,5.06,1
2000-06-21,4.89,1
2000-06-22,4.79,1
2000-06-23,5.68,1
2000-06-24,4.62,1
2000-06-25,4.6,1
2000-06-26,4.58,1
2000-06-27,4.58,1
2000-06-28,4.57,1
2000-06-29,4.33,1
2000-06-30,4.42,1
2000-07-01,4.38,1
2000-07-02,4.36,1
