date,storage,type
2014-09-26,1.39,1
2014-09-27,1.78,1
2014-09-28,1.8,1
2014-09-29,2.2,1
2014-09-30,2.21,1
2014-10-01,2.22,1
2014-10-02,1.75,1
2014-10-03,1.8,1
2014-10-04,2.01,1
2014-10-05,2.02,1
2014-10-06,1.2,1
2014-10-07,1.22,1
2014-10-08,1.03,1
2014-10-09,0.78,1
2014-10-10,0.65,1
2014-10-11,2.05,1
2014-10-12,2.25,1
2014-10-13,0.64,1
2014-10-14,1.93,1
2014-10-15,1.78,1
2014-10-16,0.94,1
2014-10-17,0.79,1
2014-10-18,1.75,1
2014-10-19,1.41,1
2014-10-20,2.46,1
2014-10-21,2.72,1
2014-10-22,2.86,1
2014-10-23,2.36,1
2014-10-24,1.77,1
2014-10-25,2.07,1
2014-10-26,2.14,1
2014-10-27,1.06,1
2014-10-28,1.83,1
2014-10-29,2.32,1
2014-10-30,1.95,1
2014-10-31,1.87,1
2014-11-01,1.71,1
2014-11-02,1.95,1
2014-11-03,1.62,1
2014-11-04,1.16,1
2014-11-05,2.57,1
2014-11-06,2.11,1
2014-11-07,1.86,1
2014-11-08,2.42,1
2014-11-09,1.75,1
2014-11-10,1.87,1
2014-11-11,2.73,1
2014-11-12,2.9,1
2014-11-13,2.68,1
2014-11-14,3.35,1
2014-11-15,3.7,1
2014-11-16,3.01,1
2014-11-17,2.67,1
2014-11-18,3.46,1
2014-11-19,2.61,1
2014-11-20,2.39,1
2014-11-21,3.08,1
2014-11-22,3.09,1
2014-11-23,3.78,1
2014-11-24,2.11,1
2014-11-25,2.32,1
2014-11-26,1.76,1
2014-11-27,2.59,1
2014-11-28,2.6,1
2014-11-29,3.82,1
2014-11-30,3.93,1
2014-12-01,2.47,1
2014-12-02,2.92,1
2014-12-03,2.93,1
2014-12-04,3.14,1
2014-12-05,3.85,1
2014-12-06,2.74,1
2014-12-07,3.78,1
2014-12-08,3.74,1
2014-12-09,3.83,1
2014-12-10,3.19,1
2014-12-11,2.91,1
2014-12-12,3.29,1
2014-12-13,4.53,1
2014-12-14,4.15,1
2014-12-15,3.56,1
2014-12-16,3.5,1
2014-12-17,3.64,1
2014-12-18,3.74,1
2014-12-19,3.26,1
2014-12-20,2.3,1
2014-12-21,3.36,1
2014-12-22,3.79,1
2014-12-23,3.78,1
2014-12-24,3.99,1
2014-12-25,4.61,1
2014-12-26,3.78,1
2014-12-27,4.36,1
2014-12-28,4.29,1
2014-12-29,4.24,1
2014-12-30,3.91,1
2014-12-31,3.97,1
2015-01-01,4.61,1
2015-01-02,3.28,1
2015-01-03,4.51,1
2015-01-04,4.4,1
2015-01-05,4.15,1
2015-01-06,4.31,1
2015-01-07,3.3,1
2015-01-08,3.69,1
2015-01-09,2.93,1
2015-01-10,4.31,1
2015-01-11,4.41,1
2015-01-12,3.9,1
2015-01-13,4.11,1
2015-01-14,4.18,1
2015-01-15,4.21,1
2015-01-16,3.17,1
2015-01-17,4.01,1
2015-01-18,4.07,1
2015-01-19,3.09,1
2015-01-20,2.88,1
2015-01-21,3.88,1
2015-01-22,4.09,1
2015-01-23,3.68,1
2015-01-24,2.88,1
2015-01-25,3.52,1
2015-01-26,2.54,1
2015-01-27,3.34,1
2015-01-28,3.57,1
2015-01-29,2.93,1
2015-01-30,3.09,1
2015-01-31,3.74,1
2015-02-01,3.72,1
2015-02-02,2.07,1
2015-02-03,3.05,1
2015-02-04,2.84,1
2015-02-05,2.57,1
2015-02-06,2.43,1
2015-02-07,3.66,1
2015-02-08,3.18,1
2015-02-09,2.21,1
2015-02-10,2.92,1
2015-02-11,3.54,1
2015-02-12,3.34,1
2015-02-13,3.26,1
2015-02-14,2.67,1
2015-02-15,2.41,1
2015-02-16,1.84,1
2015-02-17,1.99,1
2015-02-18,1.77,1
2015-02-19,2.23,1
2015-02-20,2.63,1
2015-02-21,2.92,1
2015-02-22,3.59,1
2015-02-23,2.58,1
2015-02-24,2.13,1
2015-02-25,2.78,1
2015-02-26,3.49,1
2015-02-27,3.68,1
2015-02-28,2.78,1
2015-03-01,0.95,1
2015-03-02,0.95,1
2015-03-03,1.89,1
2015-03-04,2.79,1
2015-03-05,2.58,1
2015-03-06,1.78,1
2015-03-07,2.76,1
2015-03-08,3.47,1
2015-03-09,3.1,1
2015-03-10,2.28,1
2015-03-11,2.29,1
2015-03-12,2.11,1
2015-03-13,1.98,1
2015-03-14,1.75,1
2015-03-15,2.16,1
2015-03-16,3.62,1
2015-03-17,3.42,1
2015-03-18,2.82,1
2015-03-19,3.68,1
2015-03-20,3.24,1
2015-03-21,2.0,1
2015-03-22,2.38,1
2015-03-23,2.13,1
2015-03-24,3.62,1
2015-03-25,3.21,1
2015-03-26,2.16,1
2015-03-27,1.8,1
2015-03-28,2.03,1
2015-03-29,2.2,1
2015-03-30,2.19,1
2015-03-31,1.77,1
2015-04-01,2.21,1
2015-04-02,2.85,1
2015-04-03,1.9,1
2015-04-04,3.48,1
2015-04-05,2.82,1
2015-04-06,2.29,1
2015-04-07,2.18,1
2015-04-08,2.32,1
2015-04-09,2.32,1
2015-04-10,3.2,1
2015-04-11,2.84,1
2015-04-12,3.28,1
2015-04-13,2.16,1
2015-04-14,2.39,1
2015-04-15,2.69,1
2015-04-16,3.52,1
2015-04-17,3.08,1
2015-04-18,2.55,1
2015-04-19,1.5,1
2015-04-20,2.25,1
2015-04-21,2.75,1
2015-04-22,2.39,1
2015-04-23,3.8,1
2015-04-24,3.76,1
2015-04-25,3.9,1
2015-04-26,3.82,1
2015-04-27,3.43,1
2015-04-28,2.88,1
2015-04-29,3.19,1
2015-04-30,2.64,1
2015-05-01,3.48,1
2015-05-02,3.38,1
2015-05-03,3.97,1
2015-05-04,3.49,1
2015-05-05,3.76,1
2015-05-06,3.92,1
2015-05-07,3.76,1
2015-05-08,3.18,1
2015-05-09,3.68,1
2015-05-10,3.16,1
2015-05-11,2.9,1
2015-05-12,2.81,1
2015-05-13,3.5,1
2015-05-14,4.33,1
2015-05-15,4.36,1
2015-05-16,3.88,1
2015-05-17,3.95,1
2015-05-18,3.2,1
2015-05-19,4.01,1
2015-05-20,2.87,1
2015-05-21,2.65,1
2015-05-22,1.93,1
2015-05-23,3.3,1
