gauge_id,elv_mean,elv_std,gradient_mean,gradient_std,upArea_max,chanbnkf_mean,chanbw_mean,changrad_mean,chanlength_sum,chanman_mean,cropcoef_mean,cropcoef_std,dom_sum,ene_sum,ind_sum,liv_sum,tstor_sum,tstor_count,area_sum,area_count,lai_mean,ksat1_mean,ksat2_mean,ksat3_mean,lambda1_mean,lambda2_mean,lambda3_mean,genua1_mean,genua2_mean,genua3_mean,soildepth1_mean,soildepth2_mean,soildepth3_mean,thetas1_mean,thetas2_mean,thetas3_mean,thetar1_mean,thetar2_mean,thetar3_mean,forest_mean,irrigated_mean,other_mean,rice_mean,water_mean,sealed_mean
3278,452.2584533691406,53.04791259765625,0.017295606434345245,0.012407013215124607,175291856.0,1.2041168212890625,0.0,0.0161056537181139,16388.78125,0.0395483635365963,0.9115778803825378,0.05874595046043396,390.32867431640625,0.0,212.4644775390625,4318.3291015625,0.0,0.0,0.0,0.0,1.1883282661437988,251.6710205078125,149.10452270507812,123.69276428222656,0.32049456238746643,0.3248276710510254,0.37192612886428833,0.02093803510069847,0.03206200152635574,0.020331036299467087,49.23802185058594,1268.87744140625,11349.7216796875,0.4458702504634857,0.3934558629989624,0.39007362723350525,0.04100000485777855,0.04100000485777855,0.04100000485777855,0.1534392237663269,0.0014965630834922194,0.8313211798667908,0.0,0.0015511437086388469,0.012191887944936752
3169,373.8649597167969,61.912193298339844,0.01112663559615612,0.009866890497505665,1964999552.0,1.8510633707046509,14.971614837646484,0.004984341096132994,206516.84375,0.03412207216024399,0.9035996198654175,0.05262128636240959,6202.6728515625,0.0,6348.443359375,45831.1640625,0.0,0.0,0.0,0.0,1.1439927816390991,263.3956604003906,131.12628173828125,103.95781707763672,0.312726229429245,0.3016974627971649,0.3437400162220001,0.02075563371181488,0.025984782725572586,0.016143344342708588,49.15361022949219,1263.573486328125,8321.8564453125,0.43459585309028625,0.38735026121139526,0.38550207018852234,0.04100000485777855,0.04100000485777855,0.04100000485777855,0.13570062816143036,0.006515041459351778,0.8473716378211975,0.0,0.002223653020337224,0.008189109154045582
3253,340.37823486328125,51.07189178466797,0.009772960096597672,0.005614635534584522,1964999552.0,1.4272832870483398,0.6617646813392639,0.006471729371696711,26996.017578125,0.03593282774090767,0.8889344334602356,0.045438945293426514,344.375,0.0,0.0,6045.67919921875,0.0,0.0,0.0,0.0,1.0492033958435059,272.1915283203125,132.8948974609375,104.96766662597656,0.32025498151779175,0.30720171332359314,0.3453564941883087,0.021801773458719254,0.02663610316812992,0.016311336308717728,49.748775482177734,1260.9842529296875,9391.1552734375,0.44047659635543823,0.39215022325515747,0.38568681478500366,0.04100000485777855,0.04100000485777855,0.04100000485777855,0.04576853662729263,0.0,0.9492069482803345,0.0,0.0007372669642791152,0.004287214018404484
3246,409.17974853515625,41.6234016418457,0.0108496630564332,0.010404521599411964,295417632.0,1.5326650142669678,0.0,0.002034098142758012,24081.40625,0.03466557338833809,0.8981481194496155,0.04351856932044029,270.8187255859375,0.0,265.9029541015625,6070.25048828125,0.0,0.0,0.0,0.0,1.1839224100112915,262.72613525390625,126.26421356201172,99.0863037109375,0.3088260889053345,0.2961686849594116,0.33709555864334106,0.02019742876291275,0.02447354979813099,0.015174954198300838,49.11869430541992,1267.31005859375,8281.3466796875,0.4328785836696625,0.38780468702316284,0.3857581913471222,0.04100000113248825,0.04100000113248825,0.04100000113248825,0.14954102039337158,0.007262732833623886,0.8328328728675842,0.0,0.004696403164416552,0.005667014513164759
3163,463.7271423339844,177.39630126953125,0.027571292594075203,0.02938087284564972,968117760.0,1.7814290523529053,0.0,0.008810322731733322,106556.4453125,0.03451327607035637,0.9350482225418091,0.026432426646351814,875.7872314453125,0.0,0.0,24841.15625,0.0,0.0,0.0,0.0,1.3224596977233887,244.15249633789062,146.02163696289062,122.53323364257812,0.33302658796310425,0.32984650135040283,0.37179407477378845,0.02041299268603325,0.03155578672885895,0.019955160096287727,49.81971740722656,1291.2664794921875,8426.2998046875,0.4702025353908539,0.40451669692993164,0.39344191551208496,0.04100000485777855,0.04100000485777855,0.04100000485777855,0.2933684289455414,0.0006291779573075473,0.7030259370803833,0.0,0.00028765565366484225,0.0026887941639870405
3144,756.0409545898438,380.7620544433594,0.07126673310995102,0.07321255654096603,385841408.0,1.5393468141555786,0.0,0.011937031522393227,31922.05078125,0.03677259385585785,0.9020320773124695,0.04994974285364151,1538.203857421875,0.0,0.0,7011.1083984375,0.0,0.0,0.0,0.0,1.418291687965393,205.31695556640625,119.21784210205078,107.42601776123047,0.30899977684020996,0.29875221848487854,0.35505831241607666,0.016559746116399765,0.02492375113070011,0.01662919670343399,46.848175048828125,1196.5343017578125,10514.28515625,0.45927125215530396,0.3898186683654785,0.40046101808547974,0.04100000485777855,0.04100000485777855,0.04100000485777855,0.31182870268821716,0.04839424788951874,0.6251348257064819,0.0,0.0034791859798133373,0.01116308756172657
3242,779.8528442382812,206.65834045410156,0.07347863167524338,0.054392583668231964,188728592.0,1.2357882261276245,0.0,0.022914426401257515,20609.53515625,0.04152261093258858,0.9483858942985535,0.03379945456981659,451.7779846191406,0.0,576.86474609375,3538.73681640625,0.0,0.0,0.0,0.0,1.665057897567749,180.2809295654297,99.908447265625,85.73514556884766,0.33945539593696594,0.32139599323272705,0.3574569821357727,0.016219481825828552,0.02599017508327961,0.016231276094913483,49.48528289794922,1260.0286865234375,8812.7841796875,0.5137971043586731,0.4249759018421173,0.4089752733707428,0.04100000858306885,0.04100000858306885,0.04100000858306885,0.4275802969932556,0.002984684659168124,0.5621254444122314,0.0,0.00014963220746722072,0.007159959990531206
3235,853.8613891601562,222.81787109375,0.0836927518248558,0.04684801399707794,117814544.0,1.2214058637619019,0.0,0.024280203506350517,9840.7783203125,0.0410897359251976,0.9521788954734802,0.014671205542981625,53.95552062988281,0.0,0.0,2415.165283203125,0.0,0.0,0.0,0.0,1.5328586101531982,173.63075256347656,94.16452026367188,77.67493438720703,0.33669379353523254,0.3213386833667755,0.35559603571891785,0.015246180817484856,0.024890700355172157,0.01541343703866005,49.854209899902344,1280.0208740234375,10164.611328125,0.5182351469993591,0.4330785870552063,0.41581451892852783,0.04100000485777855,0.04100000485777855,0.04100000485777855,0.40095755457878113,0.0,0.5961267352104187,0.0,0.00011079890828114003,0.0028049557004123926
3200,1079.868408203125,401.9787902832031,0.0730791836977005,0.06253969669342041,1061758848.0,1.509774923324585,0.5357142686843872,0.022467054426670074,36995.6953125,0.04089827835559845,0.9149884581565857,0.0377938486635685,2015.63818359375,0.0,0.0,2277.155029296875,0.0,0.0,0.0,0.0,1.3862093687057495,186.60995483398438,97.79034423828125,78.75074005126953,0.3304801285266876,0.3069135248661041,0.3416054844856262,0.01594860851764679,0.023032577708363533,0.014202571474015713,49.1821403503418,1256.6417236328125,10672.1220703125,0.5061331391334534,0.4186220169067383,0.40668994188308716,0.04100000485777855,0.04100000485777855,0.04100000485777855,0.33433079719543457,0.00011754051229218021,0.649311900138855,0.0,0.0014569673221558332,0.014782769605517387
3218,949.2708740234375,206.8136749267578,0.05866042524576187,0.03400954231619835,115044240.0,1.134939432144165,0.0,0.027629857882857323,7003.5439453125,0.04534497484564781,0.9253864288330078,0.03356194868683815,463.7582092285156,0.0,0.0,719.0322875976562,0.0,0.0,0.0,0.0,1.5198878049850464,181.28692626953125,88.63928985595703,70.19219970703125,0.34520667791366577,0.30962762236595154,0.34549322724342346,0.0170824583619833,0.023037990555167198,0.014270578511059284,49.31080627441406,1284.064208984375,11602.087890625,0.5187579989433289,0.42548510432243347,0.41375818848609924,0.04100000113248825,0.04100000113248825,0.04100000113248825,0.40999162197113037,0.0,0.5762245655059814,0.0,0.0,0.013783806003630161
