basin,train,validation,test
1105,0.886,,
1106,0.885,,
1109,0.907,,
1295,0.862,,
1343,0.729,,
1363,0.776,,
1369,0.872,,
1378,0.903,,
1395,0.778,,
1414,0.831,,
1427,0.869,,
1431,0.834,,
1441,0.922,,
1443,0.934,,
1485,0.895,,
1520,0.886,,
1522,0.913,,
1552,0.940,,
1585,0.698,,
1605,0.946,,
1619,0.896,,
1620,0.814,,
1624,0.960,,
1638,0.949,,
1659,0.910,,
1715,0.857,,
1721,0.915,,
1723,0.943,,
1725,0.900,,
1726,0.977,,
1728,0.934,,
1729,0.881,,
1734,0.903,,
1753,0.907,,
1823,0.722,,
1824,0.772,,
1829,0.905,,
2005,0.907,,
2012,0.896,,
2016,0.880,,
2025,0.870,,
2028,0.827,,
2029,0.883,,
2031,0.906,,
2036,0.949,,
2041,0.826,,
2046,0.890,,
2047,0.863,,
2050,0.795,,
2055,0.821,,
2056,0.915,,
2057,0.865,,
2074,0.917,,
2081,0.902,,
2082,0.842,,
2089,0.902,,
2098,0.870,,
2101,0.811,,
2104,0.902,,
2113,0.933,,
2114,0.656,,
2115,0.930,,
2116,0.863,,
2121,0.915,,
2125,0.759,,
2126,0.596,,
2131,0.885,,
2132,0.903,,
2139,0.941,,
2141,0.937,,
2143,0.787,,
2147,0.873,,
2711,0.941,,
2712,0.740,,
2713,0.840,,
2717,0.825,,
3001,0.835,,
3012,0.752,,
3030,0.789,,
3040,0.865,,
3045,0.855,,
3100,0.757,,
3161,0.846,,
3163,0.814,,
3165,0.881,,
3169,0.661,,
3175,0.674,,
3180,0.824,,
3186,0.609,,
3193,0.579,,
3198,0.746,,
3200,0.931,,
3213,0.762,,
3217,0.809,,
3218,0.916,,
3220,0.398,,
3221,0.806,,
3222,0.802,,
3234,0.907,,
3235,0.798,,
3242,0.881,,
3244,0.736,,
3246,0.545,,
3253,0.347,,
3268,0.881,,
3276,0.677,,
3279,0.685,,
8018,0.838,,
8028,0.560,,
8060,0.060,,
8087,0.678,,
8091,0.790,,
8104,0.830,,
8118,0.284,,
8120,0.380,,
8134,0.771,,
8149,0.844,,
9003,0.901,,
9020,0.864,,
9021,0.855,,
9030,0.731,,
9033,0.791,,
9040,0.868,,
9041,0.296,,
9061,0.857,,
9063,0.885,,
9064,0.881,,
9069,0.911,,
9073,0.714,,
9074,0.830,,
9075,0.917,,
9087,0.653,,
9089,0.760,,
9093,0.885,,
9095,0.780,,
9120,0.906,,
9139,0.824,,
9159,0.902,,
9165,0.878,,
9166,0.886,,
9170,0.830,,
9177,0.796,,
9184,0.631,,
9187,0.767,,
9188,0.818,,
9189,0.895,,
9197,0.842,,
9215,0.317,,
9252,0.876,,
9256,0.811,,
9261,0.926,,
9263,0.889,,
9265,0.799,,
9271,0.750,,
9279,0.839,,
9284,0.912,,
9291,0.657,,
9321,0.770,,
9323,0.933,,
9324,0.924,,
9327,0.746,,
1265,,-0.075,
1268,,0.618,
1365,,0.075,
1512,,0.135,
1540,,0.656,
1544,,0.693,
2000,,0.706,
2015,,0.875,
2017,,0.516,
2030,,0.614,
2048,,0.522,
2095,,0.783,
2138,,0.805,
2150,,0.382,
2163,,0.585,
2714,,0.682,
3005,,0.695,
3014,,0.685,
3049,,0.042,
3051,,-0.665,
3052,,0.568,
3103,,0.516,
3168,,0.725,
3184,,0.245,
3212,,0.727,
3231,,0.684,
3233,,-5.716,
3250,,-0.233,
3251,,-4.741,
3256,,0.685,
3261,,0.800,
3278,,-0.028,
8029,,0.127,
8090,,0.289,
8092,,-0.055,
8126,,0.790,
8140,,-3.320,
9011,,0.896,
9038,,0.387,
9051,,0.085,
9062,,0.732,
9068,,0.911,
9070,,0.659,
9071,,0.792,
9079,,0.809,
9092,,0.789,
9203,,0.303,
9254,,0.211,
9270,,0.490,
9281,,0.602,
9282,,0.717,
9317,,-1.903,
9322,,0.457,
1080,,,0.473
1103,,,0.578
1163,,,0.801
1302,,,0.794
1353,,,0.684
1404,,,0.837
1424,,,0.631
1433,,,0.656
1438,,,0.668
1464,,,0.707
1542,,,0.517
1546,,,0.924
1578,,,0.870
1622,,,0.649
1647,,,0.056
1765,,,0.885
2013,,,0.602
2026,,,0.685
2043,,,0.775
2049,,,0.711
2053,,,0.898
2054,,,0.785
2060,,,-0.314
2061,,,0.545
2062,,,0.830
2105,,,0.562
2144,,,0.373
2145,,,-0.575
2156,,,0.025
2716,,,-0.151
2818,,,0.663
3062,,,0.589
3144,,,-0.122
3146,,,0.866
3174,,,0.735
3182,,,0.811
3211,,,0.513
3255,,,-3.016
3269,,,-3.160
8027,,,-0.265
8103,,,0.463
8148,,,-0.526
9002,,,0.826
9004,,,0.673
9023,,,0.615
9044,,,0.370
9067,,,0.893
9088,,,0.356
9158,,,0.364
9255,,,-4.314
9283,,,0.782
9287,,,0.242
9328,,,-0.044
