indroea,lugar,comentario,serv,suprest,suprcnc,hoja_id,alti,altimax,naa,naam,naai,num_cuenca,muni_id,xutm,yutm,xutm30,yutm30,long,lat,longwgs84,latwgs84,observ1,xetrs89,yetrs89,cod_saih,demarcacion
1619,BEGONTE                            ,,1,843,887,72,395.0,905.0,51,51,26,1387,27007,606634,4778362,118722,4788209,-74119,430859,-74124,430855,DATOS DE 2008-09 PROVISIONALES PENDIENTES DE REVISION. DATOS MODIFICADOS 1999-00 (ANUARIO 13-14)    ,118611,4788003,A008,MINHO
1620,GONDAY                             ,,1,192,206,72,386.0,,14,13,0,1389,27039,610318,4769335,121755,4778926,-73842,430405,-73848,430400,LOS DATOS DE 2007-08 SON PROVISIONALES PENDIENTES DE REVISION                                       ,121644,4778720,A009,MINHO
1621,LUGO                               ,INT 2009                                                              ,0,2303,17026,72,362.0,1029.0,83,94,1,1390,27028,617210,4762241,128133,4771346,-73343,430011,-73348,430007,,128022,4771140,,MINHO
1622,LUGO                               ,,1,2210,17026,72,378.0,,13,13,0,1390,27028,615201,4764737,126304,4773983,-73510,430133,-73515,430129,,126193,4773777,N001,MINHO
1624,"PARAMO, EL                         ",,1,831,831,97,355.0,,14,13,0,1401,27043,620399,4747858,130291,4756750,-73134,425223,-73139,425219,LOS DATOS DE 2007-08 Y 2008-09 SON PROVISIONALES PENDIENTES DE REVISION                             ,130180,4756544,A015,MINHO
1625,SARRIA                             ,,1,160,309,124,438.0,,13,13,0,1396,27057,630046,4737351,139178,4745567,-72437,424637,-72443,424633,LOS DATOS DE 2008-09 Y 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                             ,139067,4745361,N002,MINHO
1626,SARRIA                             ,INT 2009                                                              ,0,129,309,124,443.0,1463.0,40,40,30,1396,27057,632315,4735195,141291,4743252,-72259,424526,-72304,424521,,141180,4743046,,MINHO
1628,PUEBLA DE SAN JULIAN               ,,1,307,309,98,376.0,,13,13,0,1398,27043,627324,4746606,137119,4755005,-72629,425138,-72635,425134,LOS DATOS DE 2008-09 SON PROVISIONALES PENDIENTES DE REVISION                                       ,137008,4754799,A014,MINHO
1629,"PEARES, LOS                        ",INT 1960                                                              ,0,4578,17026,188,120.0,2188.0,10,10,0,1410,27041,605011,4702543,111695,4712571,-74322,422803,-74327,422758,"DATOS MODIFICADOS DE 1951-52 A 1954-55, 1956-57, 1957-58, 1959-60 (ANUARIO 13-14)                   ",111584,4712364,,MINHO
1631,ORENSE                             ,,1,12958,17026,187,95.0,,11,11,0,1471,32054,592726,4688980,98459,4699886,-75227,422049,-75233,422044,DATOS 2013-14 NO EXISTE RELACION DIRECTA Y UNIVOCA ENTRE VARIABLES DE ALTURA Y CAUDAL               ,98348,4699679,N010,MINHO
1637,ARENTEIRO                          ,INT 1972                                                              ,0,347,671,187,110.0,1055.0,5,5,0,1478,32013,570214,4694424,76343,4706920,-80849,422353,-80854,422349,,76231,4706713,,MINHO
1638,CARBALLINO                         ,,1,133,184,187,378.0,,14,13,0,1479,32019,575683,4698887,82126,4710994,-80447,422616,-80453,422612,LOS DATOS DE 2007-08 SON PROVISIONALES PENDIENTES DE REVISION                                       ,82014,4710787,A037,MINHO
1639,LEIRO                              ,,1,575,671,187,83.0,,13,13,0,1480,32040,572673,4691749,78612,4704072,-80702,422226,-80708,422222,LOS DATOS DE 2008-09 Y 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                             ,78500,4703865,N012,MINHO
1640,RIBADAVIA                          ,,1,671,671,187,79.0,,14,13,0,1480,32069,570847,4682567,76137,4695023,-80826,421729,-80832,421725,                                                                                                    ,76025,4694816,N013,MINHO
1641,P. FILGUEIRA                       ,INT 1967                                                              ,0,14943,17026,224,57.0,,43,53,1,1487,36014,566928,4674018,71616,4686753,-81121,421253,-81126,421249,,71504,4686546,,MINHO
1642,SALVATIERRA DE MIÑO                ,,1,15678,17026,262,24.0,,13,13,0,1495,36050,542082,4659057,45719,4673545,-82928,420454,-82934,420450,,45607,4673338,N015,MINHO
1644,MONDARIZ                           ,,1,155,411,224,68.0,,13,13,0,1496,36030,544872,4676448,49735,4690739,-82722,421417,-82728,421413,LOS DATOS DE 2008-09 Y 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                             ,49623,4690532,N016,MINHO
1645,PUENTEAREAS                        ,2013-14 NO EXISTE RELACION DIRECTA Y UNIVOCA ENTRE VARIABLES H-Q      ,1,286,411,224,20.0,1156.0,51,51,0,1498,36042,540490,4670199,44912,4684800,-83035,421056,-83040,421051,DATOS DE 2008-09 PENDIENTES DE REVISION. DATOS MODIFICADOS 1973-74 Y 1981-82 (ANUARIO 13-14)        ,44800,4684593,A043,MINHO
1646,PORRIÑO                            ,,1,58,156,261,31.0,,13,13,0,1502,36039,531148,4668115,35422,4683374,-83723,420950,-83728,420945,LOS DATOS DE 2008-09 Y 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                             ,35310,4683167,N018,MINHO
1647,TUY                                ,,1,150,156,261,10.0,744.0,37,36,5,1502,36055,530224,4657437,33745,4672760,-83805,420404,-83810,420359,,33633,4672553,A044,MINHO
1659,ARNOYA                             ,,1,739,746,225,80.0,,14,13,0,1486,32003,571282,4678299,76271,4690725,-80809,421510,-80815,421506,LOS DATOS DE 2007-08 A 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                             ,76159,4690518,A041,MINHO
1705,MATARROSA                          ,INT 1967                                                              ,0,644,7983,127,697.0,,12,12,0,1414,24169,702312,4736935,211301,4740009,-63140,424527,-63145,424523,,211191,4739803,,MINHO
1715,BOEZA                              ,,1,106,867,127,827.0,,14,13,0,1415,24071,721935,4729595,230361,4731290,-61728,424110,-61733,424106,LOS DATOS DE 2007-08 SON PROVISIONALES PENDIENTES DE REVISION                                       ,230251,4731084,A019,MINHO
1718,BOEZA                              ,INT 1967                                                              ,0,855,867,158,506.0,,15,15,0,1421,24115,699028,4712604,206297,4715959,-63435,423222,-63440,423218,DATOS MODIFICADOS DE 1961-62 A 1963-64 (ANUARIO 13-14)                                              ,206187,4715753,,MINHO
1719,PONFERRADA                         ,,1,835,7983,158,496.0,,13,13,0,1414,24115,697820,4714057,205194,4717495,-63526,423310,-63531,423306,LOS DATOS DE 2008-09 Y 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                             ,205084,4717289,N003,MINHO
1720,CAMPONARAYA                        ,,1,77,129,158,492.0,,13,12,0,1923,24034,691700,4716866,199285,4720732,-63951,423447,-63956,423443,LOS DATOS DE 2008-09 Y 2009-10  SON PROVISIONALES PENDIENTES DE REVISION                            ,199175,4720526,N005,MINHO
1721,CACABELOS                          ,,1,544,1200,158,474.0,,14,14,0,1425,24030,686592,4719091,194344,4723315,-64332,423603,-64337,423559,,194233,4723109,N004,MINHO
1722,BARCENA DE LA ABADIA               ,INT 2009                                                              ,0,187,1200,126,705.0,1990.0,15,15,13,1423,24070,694396,4741065,203694,4744694,-63723,424748,-63728,424744,,203584,4744488,A351,MINHO
1723,FABERO                             ,,1,216,1200,126,644.0,,14,13,0,1423,24196,692564,4736808,201563,4740575,-63849,424532,-63854,424528,LOS DATOS DE 2007-08 Y 2008-09 SON PROVISIONALES PENDIENTES DE REVISION                             ,201453,4740369,A022,MINHO
1724,QUILOS                             ,,1,482,1200,158,505.0,1990.0,48,48,24,1425,24209,686048,4724211,194164,4728464,-64350,423850,-64355,423846,,194054,4728258,A024,MINHO
1725,VEGUELLINA                         ,DATOS 2013-14 NO EXISTE RELACION DIRECTA Y UNIVOCA ENTRE VARIABLES H-Q,1,118,501,126,689.0,,13,13,0,1426,24209,682003,4730994,190608,4735523,-64640,424233,-64645,424229,LOS DATOS DE 2009-10 SON PROVISIONALES PENDIENTES DE REVISION.                                      ,190498,4735317,A142,MINHO
1726,VILLAFRANCA DEL BIERZO             ,DATOS 2013-14 NO EXISTE RELACION DIRECTA Y UNIVOCA ENTRE VARIABLES H-Q,1,434,501,158,491.0,,14,13,0,1428,24209,679178,4719576,186977,4724325,-64857,423625,-64902,423621,LOS DATOS DE 2007-08 Y 2008-09 SON PROVISIONALES PENDIENTES DE REVISION                             ,186866,4724119,A026,MINHO
1727,TORAL DE LOS VADOS                 ,INT 2009                                                              ,0,492,522,158,422.0,1987.0,45,45,24,1428,24206,681797,4712849,189115,4717424,-64709,423245,-64715,423241,,189004,4717218,A352,MINHO
1728,REQUEJO                            ,,1,3100,7983,158,413.0,,13,13,0,1430,24041,678907,4708759,185940,4713546,-64921,423035,-64926,423031,LOS DATOS DE 2008-09 SON PROVISIONALES PENDIENTES DE REVISION                                       ,185829,4713340,N007,MINHO
1729,OENCIA                             ,,1,113,193,157,575.0,,13,13,0,1431,24103,667936,4711256,175164,4716815,-65718,423205,-65724,423201,LOS DATOS DE 2008-09 Y 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                             ,175053,4716609,N008,MINHO
1734,PUENTE DE DOMINGO FLOREZ           ,,1,558,561,191,365.0,2135.0,94,104,29,1433,24122,680281,4698355,186576,4703062,-64832,422457,-64838,422453,DATOS MODIFICADOS 1944-45 (ANUARIO 13-14)                                                           ,186465,4702856,A029,MINHO
1739,BARCO DE VALDEORRAS                ,DATOS 2013-14 NO EXISTE RELACION DIRECTA Y UNIVOCA ENTRE VARIABLES H-Q,1,4268,7983,190,315.0,,56,56,1,1436,32009,667731,4698264,174039,4703858,-65741,422504,-65746,422500,LOS DATOS DE 2008-09 Y 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                             ,173928,4703651,A030,MINHO
1742,PORTO                              ,,1,71,1562,266,1220.0,,13,13,0,1437,49162,673894,4670611,178243,4675814,-65342,421003,-65347,420959,LOS DATOS DE 2008-09 Y 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                             ,178132,4675607,N009,MINHO
1747,BAO (LAS ERMITAS)                  ,INT 1993                                                              ,0,794,1562,228,468.0,2124.0,41,41,3,1441,32015,653572,4683985,158893,4690600,-70814,421732,-70819,421728,DATOS MODIFICADOS 1961-62 (ANUARIO 13-14)                                                           ,158782,4690393,,MINHO
1748,"PEDRAZAS, LAS (GUISTOLAS)          ",INT 1986                                                              ,0,216,255,189,700.0,1778.0,34,34,2,1452,32063,638265,4688759,143942,4696448,-71918,422017,-71923,422013,,143831,4696241,,MINHO
1749,MONTEFURADO                        ,INT 1993                                                              ,0,1559,1562,189,260.0,2124.0,40,40,0,1453,27050,646760,4694209,152811,4701291,-71302,422308,-71307,422304,,152700,4701085,,MINHO
1751,SEQUEIROS                          ,INT 1993                                                              ,0,6243,7983,189,235.0,2188.0,42,42,0,1454,27052,643825,4702264,150450,4709543,-71503,422731,-71508,422727,,150339,4709337,,MINHO
1753,PARADA                             ,,1,369,370,189,242.0,,14,13,0,1457,27050,636012,4702606,142670,4710438,-72045,422747,-72050,422743,LOS DATOS DE 2007-08 Y 2008-09 SON PROVISIONALES PENDIENTES DE REVISION                             ,142559,4710232,A031,MINHO
1754,"PONTE, LA                          ",INT 2008                                                              ,0,337,370,156,290.0,1643.0,49,49,0,1457,27047,636330,4707985,143369,4715788,-72026,423041,-72031,423037,,143258,4715582,,MINHO
1763,INCIO (PUENTE DE PENA)             ,,1,35,736,156,538.0,,14,14,1,1463,27024,635556,4722912,143655,4730753,-72047,423846,-72053,423841,LOS DATOS DE 2007-08 Y 2008-09 SON PROVISIONALES PENDIENTES DE REVISION                             ,143544,4730547,A032,MINHO
1765,RIVAS ALTAS                        ,,1,353,734,156,305.0,1186.0,95,101,31,1465,27031,625038,4712750,132427,4721349,-72837,423323,-72842,423318,"PROVISIONALES 2008-09. DATOS MODIFICADOS 43-45,47-49,50-51,54-56,57-59,60-61(ANUARIO13-14)          ",132316,4721143,A033,MINHO
1768,SAN ESTEBAN                        ,INT 1993                                                              ,0,7216,7983,188,125.0,2188.0,44,44,3,1462,27059,611055,4696975,117340,4706579,-73901,422459,-73906,422455,DATOS MODIFICADOS 1950-51 y 1963-64 (ANUARIO 13-14)                                                 ,117229,4706372,,MINHO
1769,SAN PEDRO                          ,INT 1993                                                              ,0,7982,7983,188,120.0,2188.0,72,81,1,1466,32052,605774,4700010,112278,4709985,-74250,422640,-74255,422636,"DATOS MODIFICADOS 1913-16,1917-20,1921-22,1926-27,1942-50,1951-55,1956-59,1960-61 (ANUARIO 13-14)   ",112167,4709778,,MINHO
1805,PUENTE LINARES                     ,,1,684,2387,263,601.0,1397.0,40,39,1,1511,32006,592556,4652929,95749,4663869,-75255,420120,-75301,420116,LOS DATOS DE 2007-08 SON PROVISIONALES PENDIENTES DE REVISION                                       ,95637,4663662,A046,MINHO
1806,PUENTEAREAS (NIVEL)                ,,1,58,58,262,39.0,,13,13,0,1499,36042,541078,4667856,45335,4682415,-83010,420940,-83015,420935,LOS DATOS DE 2008-09 Y 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                             ,45223,4682208,N017,MINHO
1809,BUBACES                            ,,1,36,56,301,388.0,,13,13,0,1922,32042,574265,4635361,76233,4647592,-80619,415157,-80624,415153,LOS DATOS DE 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                                       ,76121,4647385,N019,MINHO
1821,REGUEIRO                           ,,1,25,25,262,53.0,,10,9,0,1492,32056,566382,4667402,70604,4680177,-81148,420919,-81153,420914,ESTACION AFECTADA POR EMBALSE DE FRIEIRA. DATOS  2016-17 SON PROVISIONALES                          ,70492,4679970,N021,MINHO
1822,REDEMUIÑOS                         ,,1,91,139,48,429.0,,10,10,0,1377,27001,622117,4795939,135451,4804655,-72940,431820,-72945,431816,,135340,4804450,N022,MINHO
1823,BOUZA DO VISO                      ,,1,400,411,262,15.0,,10,10,0,1500,36050,540906,4661676,44727,4676247,-83019,420619,-83024,420615,,44615,4676040,N023,MINHO
1824,GUNTIN                             ,,1,166,268,97,409.0,,10,10,0,1403,27023,605827,4749027,115816,4758958,-74215,425309,-74220,425305,,115705,4758752,N024,MINHO
1825,GOYAN                              ,,1,16519,17026,299,4.0,,6,6,0,1503,36054,519966,4642670,22454,4658712,-84533,415606,-84538,415602,,22342,4658504,N025,MINHO
1826,TUY                                ,,1,16269,17026,261,10.0,,6,6,0,1503,36055,529702,4655041,33048,4670389,-83828,420246,-83833,420242,,32936,4670182,N026,MINHO
1827,RIBADAVIA                          ,,1,672,672,225,72.0,,6,6,0,1480,32069,570907,4681985,76154,4694436,-80824,421710,-80829,421706,,76042,4694229,N027,MINHO
1828,"PEROJA, LA                         ",,1,12685,17026,188,116.0,,6,6,0,1467,32052,604093,4700848,110667,4710933,-74403,422708,-74408,422704,,110556,4710726,N028,MINHO
1829,PUENTE FREIJO                      ,,1,533,746,225,316.0,,10,10,0,1484,32020,585153,4672847,89751,4684297,-75807,421209,-75812,421204,,89640,4684090,N029,MINHO
1830,BAÑOS DE MOLGAS                    ,,1,264,746,226,503.0,,6,6,0,1482,32007,609459,4677636,114381,4687377,-74024,421433,-74029,421429,,114270,4687170,N030,MINHO
1831,GINZO DE LIMIA                     ,,1,293,2387,264,620.0,,10,10,0,1509,32032,604690,4657503,108196,4667587,-74405,420343,-74410,420339,,108085,4667380,N031,MINHO
1832,NEIRA DE REY                       ,,1,115,831,98,535.0,,10,9,0,1393,27901,646079,4753659,156354,4760711,-71237,425515,-71242,425511,,156243,4760505,N032,MINHO
1833,FRAGA                              ,,1,97,145,47,415.0,,10,10,0,1384,27065,602687,4791579,115052,4801736,-74435,431609,-74410,431605,,114940,4801530,N033,MINHO
1834,INSUA                              ,,1,82,887,47,412.0,,10,10,0,1383,27065,606553,4793687,119742,4803526,-74112,431716,-74117,431712,,119630,4803320,N034,MINHO
1835,"REGADAS, LAS                       ",,1,91,1184,262,48.0,,6,6,0,1494,36001,558324,4663547,62278,4676885,-81740,420716,-81745,420712,,62166,4676678,N035,MINHO
1836,ALMAGARINOS                        ,,1,40,266,127,920.0,,10,10,0,1418,24083,727849,4732309,236454,4733578,-61305,424231,-61310,424227,LOS DATOS DE 2016-17 SON PROVISIONALES PENDIENTES DE REVISION                                       ,236344,4733372,N036,MINHO
1837,MATARROSA DEL SIL                  ,,1,642,7983,126,697.0,,10,10,0,1414,24169,702277,4737173,211283,4740249,-63141,424535,-63146,424531,,211173,4740043,N037,MINHO
1903,MOLINASECA                         ,INT 1961                                                              ,0,123,125,158,30.0,,4,4,0,1420,24100,701820,4713996,209182,4717150,-63231,423304,-63236,423300,,209072,4716944,,MINHO
1904,CACABELOS                          ,INT 1963                                                              ,0,533,1200,158,472.0,,6,6,0,1425,24030,686437,4719067,194187,4723302,-64339,423603,-64344,423559,,194076,4723096,,MINHO
1906,QUERENO                            ,INT 1959                                                              ,0,3407,7983,191,472.0,,1,1,0,1432,24122,679831,4699919,186237,4704655,-64850,422548,-64855,422544,,186126,4704449,,MINHO
1907,FRIEIRA                            ,INT 1963                                                              ,0,176,190,158,472.0,,2,2,0,1431,24059,676471,4711264,183685,4716219,-65105,423158,-65110,423154,,183574,4716013,,MINHO
1908,POMBRIEGO                          ,INT 1962                                                              ,0,494,561,191,495.0,,4,4,0,1433,24016,689355,4699357,195705,4703421,-64154,422522,-64200,422518,,195594,4703215,,MINHO
1909,LOVIOS (BUSCALQUE)                 ,INT 1978. HASTA EL AÑO 1978 EL INDICATIVO ERA 1809                    ,0,1302,2387,301,250.0,1397.0,5,5,0,1513,32042,569190,4637022,71276,4649608,-80958,415253,-81003,415249,,71164,4649401,,MINHO
1910,VILLABLINO                         ,INT 1959                                                              ,0,218,7983,101,1000.0,,1,1,0,1412,24202,717920,4756519,228271,4758440,-61947,425546,-61952,425542,,228161,4758234,,MINHO
1911,PALACIOS                           ,INT 1959                                                              ,0,433,7983,101,856.0,,1,1,0,1414,24109,708505,4749470,218358,4752101,-62651,425207,-62656,425203,,218248,4751895,,MINHO
1928,PUENTE BELESAR                     ,INT 1924. HASTA EL AÑO 1924 EL INDICATIVO ERA 1628                    ,0,4369,17026,155,232.0,,10,10,0,1408,27058,605575,4718898,113419,4728872,-74246,423652,-74251,423648,"DATOS MODIFICADOS DE 1917-18 A 1919-20, 1922-23 Y 1923-24 (ANUARIO 13-14)                           ",113308,4728666,,MINHO
1931,ORENSE                             ,INT 1970. HASTA EL AÑO 1970 EL INDICATIVO ERA 1631                    ,0,12810,17026,187,95.0,2188.0,49,59,0,1471,32054,594699,4690345,100527,4701111,-75100,422132,-75106,422128,,100416,4700904,,MINHO
1942,SANTA EULALIA                      ,INT 1993. HASTA EL AÑO 1993 EL INDICATIVO ERA 1742                    ,0,326,329,190,382.0,2124.0,41,41,3,1450,32060,654441,4689313,160136,4695859,-70731,422024,-70736,422020,,160025,4695652,,MINHO
7001,FUENSANTA (DESEMBALSE)             ,OBTENCION DE DATOS DIARIOS SEGUN DIA HIDROLOGICO (8 A 8)              ,1,1218,14936,866,530.0,2058.0,98,107,16,7018,2086,569173,4249782,569160,4250280,-21228,382334,-21233,382330,LOS DATOS DE 2013-14 SON PROVISIONALES PENDIENTES DE REVISION                                       ,569049,4250073,04A03A1,SEGURA
7002,ESTRECHO DEL AIRE                  ,INT 1949                                                              ,0,319,596,888,900.0,,27,36,6,7021,2055,564276,4228248,564300,4228250,-21557,381157,-21602,381153,,564188,4228043,,SEGURA
7003,TALAVE (DESEMBALSE)                ,OBTENCION DE DATOS DIARIOS SEGUN DIA HIDROLOGICO (8 A 8)              ,1,754,2395,843,475.0,1797.0,96,105,12,7031,2037,599694,4262768,600055,4262470,-15124,383025,-15128,383021,,599945,4262263,03R02A1,SEGURA
7004,AZARAQUE                           ,OBTENCION DE DATOS DIARIOS SEGUN DIA HIDROLOGICO (8 A 8)              ,1,1116,2395,868,350.0,1797.0,55,62,10,7031,2037,617351,4251942,617090,4251905,-13922,382426,-13926,382422,                                                                                                    ,616980,4251698,03A04A1,SEGURA
7005,TALUVIA                            ,INT 1968                                                              ,0,638,2395,842,520.0,,37,47,23,7031,2044,592956,4263531,592956,4263531,-15602,383053,-15606,383049,,592845,4263324,,SEGURA
7006,ALMADENES                          ,OBTENCION DE DATOS DIARIOS SEGUN DIA HIDROLOGICO (8 A 8)              ,1,7111,14936,890,210.0,2081.0,91,101,36,7040,30019,626257,4233485,626400,4233400,-13326,381423,-13331,381419,DATOS DE 2013-14 SON PROVISIONALES PENDIENTES DE REVISION                                           ,626289,4233192,02A01A1,SEGURA
7007,ALFONSO XIII (DESEMBALSE)          ,INT 2015                                                              ,0,834,835,890,270.0,1949.0,56,63,11,7039,30013,622775,4232000,622790,4232000,-13550,381337,-13555,381333,LOS DATOS DE 2012-13 SON PROVISIONALES PENDIENTES DE REVISION                                       ,622679,4231792,02E03E1,SEGURA
7008,TOVARICO                           ,INT 1949                                                              ,0,178,596,909,1030.0,,10,20,5,7019,2055,562309,4223821,562360,4223820,-21720,380934,-21724,380930,,562248,4223613,,SEGURA
7009,MINAS                              ,INT 1957                                                              ,0,5134,14936,890,315.0,,33,43,15,7034,30028,616390,4241449,616390,4241449,-14007,381847,-14012,381842,,616279,4241242,,SEGURA
7010,ROGATIVA                           ,INT 1949                                                              ,0,77,107,888,990.0,,10,21,3,7020,30028,567952,4225624,567952,4225624,-21327,381031,-21331,381027,,567840,4225417,,SEGURA
7011,"ESPERANZA, LA                      ",INT 1947                                                              ,0,322,337,890,285.0,,24,35,4,7035,30028,611839,4235625,611840,4235625,-14318,381540,-14322,381536,,611729,4235418,,SEGURA
7012,CALASPARRA                         ,INT 2006                                                              ,0,5713,14936,890,258.0,2081.0,53,62,13,7036,30013,614520,4234043,614500,4234000,-14129,381447,-14133,381443,                                                                                                    ,614389,4233793,,SEGURA
7013,CENAJO (DESEMBALSE)                ,OBTENCION DE DATOS DIARIOS SEGUN DIA HIDROLOGICO (8 A 8)              ,1,2593,14936,868,350.0,2081.0,76,87,12,7026,30028,607600,4247497,607600,4247600,-14606,382207,-14610,382203,LOS DATOS DE 2012-13 SON PROVISIONALES PENDIENTES DE REVISION                                       ,607489,4247393,04A02A1,SEGURA
7014,ARGOS (CALASPARRA)                 ,,1,506,518,890,260.0,,28,39,5,7037,30013,615327,4233499,615350,4233500,-14056,381429,-14100,381425,,615239,4233293,02A05A1,SEGURA
7015,YESTE                              ,INT 1947                                                              ,0,698,14936,888,614.0,,6,17,3,7016,2086,558583,4241523,558620,4241520,-21947,381909,-21952,381905,,558509,4241313,,SEGURA
7016,CIEZA                              ,OBTENCION DE DATOS DIARIOS SEGUN DIA HIDROLOGICO (8 A 8)              ,1,8026,14936,891,165.0,2081.0,97,108,41,7044,30019,637424,4233573,637456,4233556,-12547,381420,-12551,381416,LOS DATOS DE 2015-16 SON PROVISIONALES PENDIENTES DE REVISION                                       ,637345,4233348,02R01A1,SEGURA
7017,ABARAN                             ,INT 2005                                                              ,0,8514,14936,891,146.0,2081.0,61,71,18,7046,30002,641342,4229501,641300,4229500,-12309,381206,-12313,381202,                                                                                                    ,641189,4229292,,SEGURA
7018,ARCHENA                            ,OBTENCION DE DATOS DIARIOS SEGUN DIA HIDROLOGICO (8 A 8)              ,1,8754,14936,912,87.0,2081.0,97,107,33,7048,30009,648851,4221643,648774,4221692,-11806,380747,-11810,380743,LOS DATOS DE 2012-13 SON PROVISIONALES PENDIENTES DE REVISION                                       ,648663,4221484,02R02A1,SEGURA
7019,"CIERVA, LA (DESEMBALSE)            ",INT 1995                                                              ,0,156,647,912,315.0,1406.0,70,79,4,7049,30029,632850,4213780,632800,4213740,-12908,380341,-12913,380337,,632689,4213532,01E01A1,SEGURA
7020,BAÑOS DE MULA                      ,INT 1943                                                              ,0,647,647,912,205.0,,20,28,1,7053,30029,638254,4211617,638337,4211609,-12528,380228,-12532,380224,,638226,4211401,,SEGURA
7021,MURCIA                             ,INT 1951                                                              ,0,9833,14936,934,42.0,,30,40,9,7054,30030,665241,4205690,665240,4205550,-10707,375859,-10711,375855,,665129,4205342,,SEGURA
7022,VALDEINFIERNO (DESEMBALSE)         ,INT 1971                                                              ,0,441,899,952,640.0,1339.0,22,31,6,7059,30024,591251,4184901,591251,4184901,-15748,374823,-15753,374818,,591140,4184693,05E02E1,SEGURA
7023,PARETON DE TOTANA (HACIA EL RIO)   ,INT 2008                                                              ,0,2563,3390,954,205.0,,30,40,6,7064,30039,635958,4176521,635958,4176521,-12726,374331,-12731,374326,,635847,4176313,01O06A1,SEGURA
7024,CAMARILLAS (CAÑON TOTAL)           ,INT 1960                                                              ,0,2390,2395,868,315.0,1797.0,35,45,12,7033,2037,617902,4244276,617890,4244200,-13903,382018,-13908,382013,,617779,4243993,,SEGURA
7025,PASO DE LOS CARROS (REGUERON)      ,INT 1944                                                              ,0,3223,3390,933,70.0,,20,16,2,7066,30030,656529,4200340,656470,4200340,-11308,375611,-11312,375607,,656359,4200132,,SEGURA
7028,ORIHUELA                           ,INT 1993                                                              ,0,13603,14936,913,21.0,2081.0,65,75,10,7069,3099,679374,4217611,679760,4217600,-5717,380516,-5721,380512,,679649,4217392,,SEGURA
7029,ROJALES                            ,INT 2011. OBTENCION DE DATOS DIARIOS SEGUN DIA HIDROLOGICO (8 A 8)    ,0,14894,14936,914,12.0,1800.0,77,87,37,7071,3113,699923,4218370,699923,4218370,-4313,380525,-4318,380521,                                                                                                    ,699812,4218162,07A04A1,SEGURA
7030,GUARDAMAR (PRESA DE S. ANTONIO)    ,OBTENCION DE DATOS DIARIOS SEGUN DIA HIDROLOGICO (8 A 8)              ,1,14925,14936,914,10.0,2081.0,87,96,24,7071,3076,705172,4218885,705172,4218885,-3937,380538,-3942,380534,,705061,4218677,07R01A1,SEGURA
7031,MOLINO DE OSORIO                   ,INT 1931                                                              ,0,835,899,952,475.0,,2,9,0,7061,30024,598710,4181158,598740,4181190,-15245,374618,-15249,374614,,598629,4180982,,SEGURA
7032,VELEZ                              ,INT 1948                                                              ,0,626,631,952,472.0,,7,17,6,7057,30024,600452,4176534,600452,4176534,-15136,374348,-15140,374344,,600341,4176326,,SEGURA
7033,PUENTES(DESEMBALSE A RIO Y ACEQUIA),INT 1948                                                              ,0,1389,3390,953,410.0,2043.0,10,20,0,7062,30024,604099,4177372,604099,4177372,-14907,374414,-14911,374409,,603988,4177164,05E03A1/X1,SEGURA
7035,ESTRECHO DE ARGAMASA               ,INT 1963                                                              ,0,176,298,866,608.0,,23,33,17,7017,2086,560348,4251827,560360,4251830,-21832,382443,-21836,382439,,560249,4251623,,SEGURA
7036,GILICO                             ,INT 1948                                                              ,0,734,835,890,315.0,,9,19,6,7039,30013,618563,4226514,618590,4226500,-13847,381041,-13851,381037,,618479,4226292,,SEGURA
7037,CAÑAVEROSA                         ,INT 1986                                                              ,0,5705,14936,890,270.0,2081.0,29,39,16,7036,30013,613080,4236347,613080,4236310,-14227,381603,-14231,381558,,612969,4236103,,SEGURA
7038,ALCAIDE                            ,INT 1931                                                              ,0,384,899,952,720.0,1339.0,1,10,0,7059,4098,587765,4186876,587765,4186876,-20010,374928,-20014,374924,,587653,4186668,,SEGURA
7039,RAMBLA DEL MORO                    ,INT 1931                                                              ,0,271,312,891,325.0,,1,2,0,7998,30002,648391,4242397,648391,4242416,-11809,381900,-11814,381856,,648280,4242208,,SEGURA
7040,LIBRILLA                           ,INT 1992                                                              ,0,52,54,933,170.0,1532.0,51,52,25,7065,30023,644083,4193961,644120,4193980,-12142,375252,-12146,375248,,644009,4193772,EA-040,SEGURA
7041,TAIBILLA (ARROYO TERCERO)          ,INT 1949                                                              ,0,28,982,888,995.0,1428.0,9,19,6,7999,2055,567640,4225800,568020,4225780,-21340,381037,-21344,381033,,567908,4225573,,SEGURA
7042,RAMBLA DE PEREA (MULA)             ,INT 1971                                                              ,0,44,55,912,405.0,,30,40,21,7052,30029,631591,4215901,631590,4215900,-12959,380450,-13003,380446,,631479,4215692,,SEGURA
