indroea,lugar,comentario,serv,suprest,suprcnc,hoja_id,alti,altimax,naa,naam,naai,num_cuenca,muni_id,xutm,yutm,xutm30,yutm30,long,lat,longwgs84,latwgs84,observ1,xetrs89,yetrs89,cod_saih,demarcacion
2162,TARDAJOS DE DUERO                  ,,1,1717,97620,350,977.0,2315.0,27,27,14,2023,42149,550619,4612776,550619,4612776,-22331,413952,-22336,413948,,550511,4612568,,DUERO
2163,ALMAZAN                            ,,1,2959,97620,407,935.0,,24,24,12,2029,42020,540984,4594543,540984,4594543,-23032,413003,-23037,412959,,540875,4594335,,DUERO
2164,TARDESILLAS                        ,,1,375,2409,350,1015.0,,4,4,0,2016,42094,545490,4631159,545490,4631159,-22708,414949,-22713,414945,,545382,4630951,,DUERO
2500,SALIDA EMB CASTRO DE LAS COGOTAS   ,,1,856,5275,506,1000.0,,7,7,0,2214,5049,357008,4509978,357008,4509978,-44135,404339,-44140,404335,,356899,4509771,,DUERO
2501,ZAMARRA                            ,,1,166,178,526,670.0,,8,8,0,2369,37378,716280,4485642,207759,4488227,-62653,402933,-62658,402929,,207650,4488020,,DUERO
2502,ROBLEDA                            ,,1,263,2409,550,780.0,,7,7,0,2362,37269,697461,4470876,187969,4474765,-64028,402152,-64033,402148,LOS DATOS DE 2014-15 SON PROVISIONALES PENDIENTES DE REVISION                                       ,187860,4474558,,DUERO
2503,SALIDA EMBALSE DE IRUEÑA           ,,1,468,2409,550,710.0,,8,8,0,2364,37303,705833,4480172,196959,4483477,-63423,402646,-63428,402641,,196850,4483270,,DUERO
2505,SAELICES EL CHICO                  ,,1,1609,2409,525,590.0,,8,8,0,2372,37272,697859,4502733,190534,4506544,-63936,403904,-63941,403860,,190425,4506336,,DUERO
2507,LERMA                              ,INT 2016                                                              ,0,1700,5380,276,815.0,,3,3,0,2165,9194,437286,4653668,437286,4653668,-34527,420155,-34532,420150,,437178,4653461,,DUERO
2508,PINEDA DE LA SIERRA                ,,1,59,2659,239,1160.0,,8,8,0,2170,9266,474963,4675062,474963,4675062,-31812,421336,-31817,421332,,474856,4674854,,DUERO
2510,CASCANTES                          ,,1,406,1174,129,920.0,,8,8,0,2275,24061,284400,4737700,284400,4737700,-53805,424539,-53810,424535,,284291,4737494,,DUERO
2511,CARDAÑO DE ARRIBA                  ,,1,45,64,106,1300.0,,8,8,0,2195,34199,356476,4755243,356476,4755243,-44532,425608,-44537,425604,,356368,4755037,,DUERO
2512,TRIOLLO                            ,,1,118,3407,106,1295.0,,8,8,0,2195,34185,363416,4754527,363416,4754527,-44025,425549,-44030,425545,,363308,4754321,,DUERO
2514,SALIDA DEL EMBALSE DE CASARES      ,,1,26,98,103,1250.0,,7,7,0,2274,24901,274750,4756250,274750,4756250,-54536,425529,-54541,425525,,274641,4756045,,DUERO
2516,VALDERAS                           ,,1,1819,2015,271,718.0,,8,8,0,2283,24181,296447,4661975,296447,4661975,-52739,420458,-52744,420454,,296338,4661768,,DUERO
2517,AGUILAFUENTE                       ,,1,576,2525,430,820.0,,8,8,0,2112,40004,408536,4569931,408536,4569931,-40531,411630,-40536,411626,,408427,4569724,,DUERO
2518,MEGECES                            ,,1,2250,2525,400,720.0,,8,8,0,2116,47087,368771,4586345,368771,4586345,-43413,412502,-43418,412458,,368662,4586138,,DUERO
2519,BOISAN                             ,,1,145,302,192,1060.0,,8,8,0,2301,24090,723370,4695094,229350,4696764,-61714,422231,-61719,422227,,229240,4696558,,DUERO
2520,VELILLA DE LA VALDUERNA            ,,1,248,302,231,915.0,,8,8,0,2301,24044,735228,4689970,240820,4690815,-60843,421933,-60848,421928,,240710,4690609,,DUERO
2522,VADOCONDES                         ,,1,7323,97620,375,795.0,,8,8,0,2067,9400,452348,4610651,452348,4610651,-33420,413844,-33425,413839,,452240,4610443,,DUERO
2524,SAUCELLE-DUERO                     ,,1,75163,97620,449,133.0,,6,6,0,2357,37160,683337,4544704,178900,4549444,-64909,410156,-64914,410152,,178790,4549236,,DUERO
2525,VALSAIN                            ,,1,80,2968,483,1120.0,,8,8,0,2217,40181,414000,4527277,414000,4527277,-40115,405329,-40120,405325,,413891,4527070,,DUERO
2526,SALIDA EMBALSE PONTON ALTO         ,,1,165,2968,483,1056.0,,8,8,0,2217,40155,411722,4530759,411722,4530759,-40254,405521,-40259,405517,,411613,4530552,,DUERO
2527,COCA-ERESMA                        ,,1,2528,2968,428,740.0,,8,8,0,2229,40057,369381,4569386,369381,4569386,-43333,411553,-43338,411548,,369272,4569179,,DUERO
2528,TORRE DE ESGUEVA                   ,,1,677,998,344,782.0,,8,8,0,2209,47169,400567,4624311,400567,4624311,-41146,414549,-41151,414545,,400459,4624104,,DUERO
2529,LIEGOS                             ,,1,120,16081,80,1120.0,,8,8,0,2260,24001,330922,4766270,330922,4766270,-50431,430146,-50436,430142,,330814,4766065,,DUERO
2530,BRETO                              ,,1,14420,16081,308,685.0,,8,8,0,2318,49025,270600,4639498,270600,4639498,-54551,415224,-54556,415220,,270490,4639291,,DUERO
2532,SENA DE LUNA                       ,,1,317,755,102,1120.0,,8,8,0,2285,24164,258000,4757400,258000,4757400,-55756,425548,-55801,425544,LOS DATOS DE 2014-15 SON PROVISIONALES PENDIENTES DE REVISION                                       ,257891,4757195,,DUERO
2535,VEGACERNEJA                        ,,1,79,87,80,1110.0,,8,8,0,2966,24025,336512,4767660,336512,4767660,-50025,430236,-50030,430232,,336404,4767455,,DUERO
2536,SAN SALVADOR DE CANTAMUDA          ,,1,144,15828,107,1095.0,,8,8,0,2124,34904,378729,4757714,378729,4757714,-42913,425742,-42917,425738,,378621,4757508,,DUERO
2538,LANGUILLA                          ,,1,364,1082,404,950.0,,7,7,0,2096,40109,464550,4588800,464550,4588800,-32528,412657,-32532,412653,,464443,4588593,,DUERO
2539,VENTANILLA                         ,,1,34,90,106,1050.0,,8,8,0,2129,34056,370930,4750107,370930,4750107,-43450,425331,-43455,425327,,370822,4749901,,DUERO
2541,CAMARZANA DE TERA                  ,,1,1418,2409,307,750.0,,6,6,0,2315,49033,745208,4652802,248160,4653028,-60224,415918,-60229,415914,,248050,4652821,,DUERO
2542,GETINO                             ,,1,117,482,103,1100.0,,8,8,0,2276,24037,291837,4757752,291837,4757752,-53305,425636,-53310,425632,,291728,4757547,,DUERO
2545,ENCINAS DE ABAJO                   ,,1,3807,7257,479,788.0,,6,6,0,2340,37121,291194,4534483,291194,4534483,-52848,405603,-52853,405559,,291084,4534276,,DUERO
2546,LEDESMA                            ,,1,5263,7257,451,735.0,,7,7,0,2340,37170,248422,4553710,248422,4553710,-55943,410542,-55948,410538,,248312,4553503,,DUERO
2547,QUINTANILLA DEL CASTILLO           ,,1,39,1383,128,1010.0,,8,8,0,2292,24123,737837,4728804,246170,4729372,-60551,424027,-60556,424023,,246060,4729166,,DUERO
2548,BENEGILES                          ,,1,3187,3558,369,645.0,,8,8,0,2256,49022,280850,4611500,280850,4611500,-53750,413728,-53755,413724,,280740,4611293,,DUERO
2549,BURGOS-VENA                        ,,1,151,177,200,870.0,,8,8,0,2177,9059,442717,4688455,442717,4688455,-34144,422044,-34148,422040,,442609,4688248,,DUERO
2550,BOCA DE HUERGANO                   ,,1,197,289,105,1010.0,,8,8,0,2261,24020,343271,4759595,343271,4759595,-45519,425820,-45524,425816,,343163,4759389,,DUERO
2552,SALIDA EMBALSE DE LINARES          ,,1,759,1082,375,912.0,,8,8,0,2098,40115,453840,4597950,453840,4597950,-33312,413152,-33317,413148,,453732,4597743,,DUERO
2710,VILLALOBAR                         ,,1,3980,16081,194,757.0,2408.0,23,23,11,2280,24028,289744,4697148,289744,4697148,-53316,422351,-53321,422347,,289634,4696942,,DUERO
2711,BENAMARIEL-2                       ,,1,3980,16081,194,757.0,2408.0,21,21,9,2280,24212,288912,4693889,288912,4693889,-53348,422204,-53353,422200,,288802,4693683,,DUERO
2712,ALCONADA                           ,,1,439,1117,479,830.0,,14,14,2,2333,37012,301038,4532025,301038,4532025,-52150,405448,-52145,405452,,300928,4531818,,DUERO
2713,SANTIAGO DE LA VALDUERNA           ,,1,290,302,231,786.0,,14,14,2,2301,24010,258896,4688464,258896,4688464,-55536,421833,-55531,421837,,258786,4688258,,DUERO
2714,LASTRAS DE CUELLAR                 ,INT 2013                                                              ,0,631,2525,430,838.0,2209.0,10,10,5,2112,40110,403618,4571889,403618,4571889,-40904,411731,-40909,411727,,403509,4571682,,DUERO
2716,CAMARZANA-REGATO                   ,,1,257,269,307,730.0,,13,13,1,2969,49033,747097,4654107,250140,4654204,-60100,415958,-60105,415954,LOS DATOS DE 2014-15 SON PROVISIONALES PENDIENTES DE REVISION                                       ,250030,4653997,,DUERO
2717,VILLAVEZA DE VALVERDE              ,,1,186,204,308,710.0,,14,14,2,2316,49272,263925,4648150,263925,4648150,-55058,415653,-55053,415657,,263815,4647943,,DUERO
2718,GENESTACIO                         ,,1,285,307,232,744.0,,13,13,1,2306,24124,264789,4675597,264789,4675597,-55055,421147,-55100,421143,,264679,4675390,,DUERO
2719,BRIME DE URZ                       ,,1,243,294,269,720.0,,11,11,0,2995,49028,262337,4658357,262337,4658357,-55217,420226,-55222,420222,,262227,4658150,,DUERO
2818,RABAL                              ,,1,719,3310,303,366.0,,51,50,14,2388,32053,630019,4634370,131881,4642697,-72602,415059,-72607,415055,,131770,4642490,,DUERO
2900,"MUEDRA, LA                         ",INT 1918                                                              ,0,546,97620,350,1060.0,2315.0,5,5,0,2009,42215,524755,4636455,524755,4636455,-24206,415244,-24211,415240,,524647,4636247,,DUERO
2903,MUELAS                             ,INT 1931                                                              ,0,16020,16081,368,730.0,2408.0,2,2,0,2322,49135,250440,4601935,250440,4601935,-55928,413146,-55933,413142,,250330,4601728,,DUERO
2908,ZUZONES                            ,INT 1920                                                              ,0,7313,97620,376,836.0,2315.0,7,7,0,2067,9421,461115,4607400,461115,4607400,-32800,413660,-32805,413656,,461007,4607192,,DUERO
2969,ALMUZARA                           ,INT 1945                                                              ,0,275,482,130,953.0,2043.0,2,2,0,2276,24098,295560,4742000,295560,4742000,-53000,424809,-53005,424805,,295451,4741794,,DUERO
9001,MIRANDA DE EBRO                    ,,1,5481,85001,202,459.0,2175.0,99,109,51,9053,9219,503750,4726339,503750,4726339,-25715,424120,-25720,424116,DATOS MODIFICADOS 1996-97 A 2018-19 (ANUARIO 19-20)                                                 ,503643,4726131,A001,EBRO
9002,CASTEJON                           ,,1,25194,85001,242,265.0,2886.0,87,89,58,9241,31070,607902,4670804,607902,4670804,-14136,421052,-14141,421048,DATOS MODIFICADOS DE 1996-97 A 2006-07 (ANUARIO 15-16)                                              ,607794,4670595,A002,EBRO
9003,ANDOSILLA                          ,,1,1445,1461,205,304.0,1438.0,96,107,43,9152,31015,586644,4692055,586644,4692055,-15652,422231,-15656,422227,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,586537,4691846,A003,EBRO
9004,FUNES                              ,,1,2759,2759,244,284.0,1494.0,95,105,27,9231,31107,598895,4685633,598895,4685633,-14760,421857,-14804,421853,DATOS MODIFICADOS DE 1980-81 A 2018-19 (ANUARIO 19-20)                                              ,598788,4685424,A004,EBRO
9005,CAPARROSO                          ,,1,5469,8521,206,302.0,2886.0,98,108,41,9210,31065,611264,4688981,611264,4688981,-13857,422040,-13902,422036,DATOS MODIFICADOS DE 1965-66 A 1984-85 RESPECTO A PUBLICADOS                                        ,611157,4688772,A005,EBRO
9006,MARAÑON                            ,,1,87,1461,171,630.0,2886.0,73,73,56,9146,31162,545265,4719840,545265,4719840,-22653,423744,-22657,423740,DATOS MODIFICADOS 2014-15 (ANUARIO 15-16)                                                           ,545158,4719632,A006,EBRO
9007,CETINA                             ,INT 2005                                                              ,0,1600,9718,436,670.0,1370.0,81,88,45,9260,50081,586579,4572511,586579,4572511,-15757,411755,-15802,411751,LOS DATOS DE 2008-09 SON PROVISIONALES PENDIENTES DE REVISION                                       ,586470,4572302,,EBRO
9008,NUEVALOS                           ,,1,732,1544,437,699.0,1441.0,88,99,34,9265,50192,601319,4561596,601319,4561596,-14730,411155,-14735,411151,DATOS MODIFICADOS DE 1982-82 A 2018-19 (ANUARIO 19-20)                                              ,601210,4561387,A008,EBRO
9009,HUERMEDA                           ,INT 1995                                                              ,0,7164,9718,465,510.0,1605.0,74,84,45,9280,50067,617175,4581867,617175,4581867,-13556,412245,-13600,412241,,617066,4581658,,EBRO
9010,DAROCA                             ,,1,2202,2597,465,750.0,1605.0,96,107,30,9277,50094,632826,4551974,632826,4551974,-12505,410627,-12510,410623,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,632717,4551765,A010,EBRO
9011,ZARAGOZA                           ,,1,40434,85001,383,201.0,2886.0,98,109,63,9289,50297,676533,4614247,676533,4614247,-5247,413935,-5252,413931,DATOS MODIFICADOS DE 1996-97 A 2006-07 (ANUARIO 15-16)                                              ,676425,4614038,A011,EBRO
9012,ARDISA                             ,,1,2040,4009,247,390.0,3151.0,99,109,57,9322,22905,685725,4671825,685725,4671825,-4505,421033,-4510,421029,,685617,4671615,A012,EBRO
9013,GRAUS                              ,,1,893,1532,250,450.0,3404.0,78,82,55,9589,22117,280944,4676145,776290,4678160,2048,421222,2043,421218,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,776182,4677949,A013,EBRO
9014,HIJAR                              ,,1,1419,2111,441,260.0,1597.0,84,86,44,9356,44122,713736,4561466,713736,4561466,-2707,411032,-2712,411028,,713627,4561256,A014,EBRO
9015,ALCAÑIZ                            ,,1,3476,3892,469,297.0,1997.0,90,97,46,9377,44013,741168,4549056,741168,4549056,-749,410323,-754,410319,,741059,4548846,,EBRO
9016,"GRADO, EL                          ",INT 1974                                                              ,0,2127,9699,288,467.0,3375.0,44,53,12,9574,22115,767753,4670939,767753,4670939,1424,420839,1419,420835,,767645,4670728,,EBRO
9017,FRAGA                              ,,1,9612,9699,387,100.0,3404.0,82,85,42,9626,22112,276862,4603690,777281,4605572,1928,413311,1924,413307,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,777173,4605362,A017,EBRO
9018,JACA                               ,,1,238,8521,176,793.0,2886.0,80,90,54,9166,22130,700812,4717118,700812,4717118,-3311,423447,-3316,423443,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,700705,4716908,A018,EBRO
9019,BOSSOST                            ,,1,440,547,148,700.0,2749.0,43,42,1,9675,25059,311242,4739434,802050,4743467,4133,424700,4128,424656,LOS DATOS DE 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                                       ,801942,4743254,A019,EBRO
9020,PUIGCERDA                          ,,1,153,157,217,1189.0,2921.0,79,84,34,9384,17141,903828,4711283,903828,4711283,15436,422652,15431,422649,DATOS MODIFICADOS DE 2008-09 A 2014-15 (ANUARIO 15-16)                                              ,903720,4711072,A020,EBRO
9021,PUIGCERDA                          ,,1,311,22579,217,1120.0,2909.0,81,86,42,9383,17141,905987,4708819,905987,4708819,15604,422529,15559,422525,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,905879,4708608,A021,EBRO
9022,SEO DE URGEL                       ,,1,559,562,215,697.0,2865.0,94,103,49,9424,25203,372704,4691171,866845,4699632,12715,422142,12711,422138,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,866737,4699421,A022,EBRO
9023,SEO DE URGEL                       ,,1,1233,22579,215,670.0,2921.0,93,93,46,9401,25203,867444,4698760,867444,4698760,12739,422113,12735,422109,"LOS DATOS DE 2007-08, 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                    ",867336,4698549,A023,EBRO
9024,LERIDA                             ,,1,11369,22579,388,150.0,3205.0,82,89,0,9537,25120,301654,4609029,801654,4612625,3711,413627,3707,413623,LOS DATOS DE 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                                       ,801546,4612414,A024,EBRO
9025,SEROS                              ,,1,12782,22579,415,85.0,3205.0,88,92,55,9539,25204,284279,4592313,785473,4594733,2503,412710,2459,412706,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,785365,4594523,A025,EBRO
9026,ARROYO                             ,,1,469,85001,108,812.0,2175.0,96,106,55,9007,39065,413781,4757422,413781,4757422,-40326,425750,-40330,425746,,413674,4757216,A026,EBRO
9027,TORTOSA                            ,,1,84230,85001,522,25.0,3404.0,90,95,52,9662,43155,290895,4521074,796985,4524084,3115,404848,3111,404844,DATOS MODIFICADOS 2011-12 Y 2012-13 (ANUARIO 13-14). DATOS DE 2011-12 PENDIENTES DE REVISION        ,796876,4523874,A027,EBRO
9028,FAYON                              ,INT 1968                                                              ,0,80183,85001,443,70.0,3404.0,41,49,0,9628,50105,278548,4569752,781314,4571820,2126,411453,2121,411449,,781206,4571610,,EBRO
9029,MEQUINENZA                         ,INT 1968                                                              ,0,57442,85001,415,70.0,3444.0,35,43,0,9378,50165,775189,4584110,775189,4584110,1723,412139,1718,412135,,775081,4583900,,EBRO
9030,SANTOLEA                           ,INT 2010                                                              ,0,1002,3892,519,584.0,1997.0,63,63,40,9364,44071,722311,4513402,722311,4513402,-2202,404427,-2206,404423,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,722202,4513193,A030,EBRO
9031,ZORITA                             ,,1,1038,1213,520,570.0,1762.0,52,56,26,9370,12141,740130,4518312,740130,4518312,-916,404648,-921,404644,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,740021,4518102,A031,EBRO
9032,PERALTA DE ALCOFEA                 ,,1,362,362,325,310.0,2077.0,75,80,28,9618,22124,738321,4643896,738321,4643896,-736,415437,-741,415433,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,738213,4643686,A032,EBRO
9033,PERALTA DE ALCOFEA                 ,,1,765,3385,325,310.0,2077.0,76,81,28,9615,22124,738512,4644293,738512,4644293,-727,415450,-732,415446,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,738404,4644083,A033,EBRO
9034,MANSILLA                           ,,1,242,1100,278,860.0,2093.0,80,90,41,9106,26093,507822,4667930,507822,4667930,-25419,420946,-25424,420942,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,507714,4667722,A034,EBRO
9035,VILLOSLADA DE CAMEROS              ,,1,285,692,279,990.0,2168.0,76,86,44,9132,26177,528765,4664016,528765,4664016,-23907,420737,-23912,420733,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,528657,4663808,A035,EBRO
9036,ISLALLANA                          ,,1,573,692,242,565.0,2168.0,80,90,57,9134,26103,539195,4685352,539195,4685352,-23128,421907,-23132,421903,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,539088,4685144,A036,EBRO
9037,GARGANCHON                         ,INT 1978                                                              ,0,64,1243,239,910.0,2131.0,30,40,0,9081,9274,481350,4687950,481350,4687950,-31335,422034,-31340,422030,,481243,4687742,,EBRO
9038,TORREMONTALVO                      ,,1,1090,1100,203,420.0,2202.0,73,78,48,9124,26046,526066,4705363,526066,4705363,-24058,422958,-24103,422954,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,525959,4705155,A038,EBRO
9039,ORTIGOSA                           ,,1,45,47,241,935.0,1772.0,80,89,50,9133,26169,527238,4669027,527238,4669027,-24013,421020,-24018,421016,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,527130,4668819,A039,EBRO
9040,BOLTAÑA                            ,,1,626,718,211,680.0,3355.0,77,77,24,9561,22066,317354,4700803,753305,4703010,4646,422614,4642,422610,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,753198,4702800,A040,EBRO
9041,NAVARRETE DEL RIO                  ,,1,364,465,491,904.0,1496.0,77,88,17,9276,44050,646619,4532671,646619,4532671,-11531,405553,-11536,405549,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,646510,4532462,A041,EBRO
9042,CALAMOCHA                          ,,1,1498,2597,491,883.0,1605.0,76,85,34,9275,44050,643199,4531928,643199,4531928,-11758,405531,-11802,405527,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,643090,4531719,A042,EBRO
9043,SAN PEDRO MANRIQUE                 ,,1,105,365,280,1060.0,1709.0,69,72,27,9237,42165,564440,4652433,564440,4652433,-21318,420114,-21323,420110,,564332,4652224,A043,EBRO
9044,YANGUAS                            ,,1,223,692,280,940.0,1792.0,76,85,56,9158,42218,555320,4661829,555320,4661829,-21951,420621,-21956,420617,,555212,4661621,A044,EBRO
9045,CASTEJON DEL PUENTE                ,INT 1931                                                              ,0,4312,9699,326,277.0,,1,1,0,9600,22082,763081,4651510,763081,4651510,1030,415815,1025,415811,,762973,4651300,,EBRO
9046,LECINA                             ,,1,110,372,249,630.0,1441.0,72,80,40,9599,22051,255951,4678475,751189,4678726,236,421311,231,421307,,751082,4678516,,EBRO
9047,CAPELLA                            ,,1,426,446,250,485.0,2728.0,76,81,46,9594,22080,780464,4677088,780464,4677088,2348,421142,2343,421138,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,780356,4676877,A047,EBRO
9048,ANGUIANO                           ,,1,541,1100,241,630.0,2262.0,76,86,51,9116,26014,518412,4678452,518412,4678452,-24636,421526,-24641,421522,,518304,4678244,A048,EBRO
9049,DEBANOS                            ,,1,150,318,319,920.0,1719.0,72,82,30,9239,42075,587585,4639991,587585,4639991,-15639,415423,-15643,415419,,587477,4639782,,EBRO
9050,CUZCURRITA                         ,,1,698,1243,169,526.0,2085.0,75,85,52,9090,26056,499936,4708206,499936,4708206,-30003,423132,-30008,423128,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,499829,4707998,A050,EBRO
9051,ESCALONA                           ,,1,835,9699,211,530.0,3355.0,56,56,0,9556,22189,265851,4706992,759055,4707873,905,422845,901,422841,DATOS DE 2005-09 PENDIENTES DE REVISION. DATOS MODIFICADOS 2009-13 (ANUARIO 13-14)                  ,758948,4707662,A051,EBRO
9052,BECEITE                            ,,1,48,1727,521,580.0,1339.0,76,86,49,9629,44037,768746,4524361,768746,4524361,1112,404932,1108,404928,LOS DATOS DE 2009-10 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,768637,4524151,A052,EBRO
9053,LODOSA                             ,INT 1931                                                              ,0,12341,85001,205,313.0,,1,12,0,9145,31157,575976,4696974,575976,4696974,-20436,422514,-20440,422510,,575869,4696765,,EBRO
9054,MILAGRO                            ,SIN DATOS                                                             ,0,8495,8521,244,279.0,,0,0,0,9232,31169,602252,4678242,602252,4678242,-14538,421456,-14543,421452,,602145,4678033,,EBRO
9055,MORATA DE JILOCA                   ,,1,2502,2597,437,636.0,1605.0,72,79,27,9277,50176,618695,4567865,618695,4567865,-13460,411510,-13505,411506,"LOS DATOS DE 2005-06, 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                    ",618586,4567656,A055,EBRO
9056,JARABA                             ,,1,537,622,436,756.0,1518.0,56,65,35,9270,50129,594330,4560767,594330,4560767,-15231,411131,-15235,411127,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,594221,4560558,A056,EBRO
9057,EMBID DE ARIZA                     ,,1,207,253,408,778.0,1309.0,75,84,25,9261,50096,585042,4582369,585042,4582369,-15858,412315,-15903,412311,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,584934,4582160,A057,EBRO
9058,JUBERA                             ,,1,196,9718,435,892.0,1309.0,74,85,54,9256,42025,555582,4561001,555582,4561001,-22014,411152,-22018,411148,LOS DATOS DE 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                                       ,555473,4560792,A058,EBRO
9059,STA. EULALIA DE GALLEGO            ,,1,1901,4009,247,427.0,3151.0,77,80,54,9322,50185,685574,4682553,685574,4682553,-4459,421621,-4504,421617,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,685467,4682343,A059,EBRO
9060,GALLUR                             ,INT 2017                                                              ,0,2249,2249,321,230.0,1517.0,45,45,33,9254,50118,640687,4638693,640687,4638693,-11816,415313,-11820,415309,DATOS 2009-10 Y 2010-11 SON PROVISIONALES. EN AVENIDAS DE FEB Y MAR 2015 DATOS PROCEDEN DE EST. 9260,640579,4638484,A060,EBRO
9061,JAVIERREGAY                        ,,1,348,359,176,630.0,2668.0,60,59,33,9175,22902,684393,4716479,684393,4716479,-4512,423441,-4516,423437,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,684286,4716269,A061,EBRO
9062,BINIES                             ,,1,161,271,176,650.0,2366.0,79,88,45,9177,22076,681570,4725183,681570,4725183,-4705,423925,-4710,423921,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,681463,4724973,A062,EBRO
9063,SIGÜES                             ,,1,506,526,175,595.0,2100.0,74,85,52,9185,50245,663062,4723515,663062,4723515,-10039,423846,-10044,423842,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,662955,4723305,A063,EBRO
9064,ASPURZ                             ,,1,396,533,143,547.0,1656.0,78,84,48,9202,31181,650754,4730933,650754,4730933,-10933,424255,-10937,424251,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,650647,4730723,A064,EBRO
9065,LIEDENA                            ,,1,1546,1561,174,412.0,2021.0,80,90,57,9203,31155,639935,4720646,639935,4720646,-11737,423729,-11742,423725,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,639828,4720436,A065,EBRO
9066,ARIVE                              ,,1,236,1561,116,700.0,2021.0,80,88,55,9193,31034,642407,4756508,642407,4756508,-11516,425650,-11521,425646,DATOS MODIFICADOS DE 1980-81 A 2018-19 (ANUARIO 19-20)                                              ,642301,4756298,A066,EBRO
9067,OLAVE                              ,,1,240,270,115,465.0,1296.0,76,86,3,9214,31188,613878,4749813,613878,4749813,-13619,425330,-13624,425326,,613772,4749604,A067,EBRO
9068,ASIAIN                             ,CORRECCIÓN POR POZO SUCIO (DATOS 2013-14)                             ,1,782,823,141,390.0,1494.0,58,66,0,9226,31193,599223,4742854,599223,4742854,-14710,424952,-14714,424948,DATOS MODIFICADOS 2008-09 A 2012-13 (ANUARIO 13-14)                                                 ,599117,4742645,A068,EBRO
9069,ECHAURI                            ,,1,1756,2759,141,376.0,1491.0,76,78,40,9227,31085,599073,4738504,599073,4738504,-14719,424731,-14724,424727,DATOS MODIFICADOS DE 1980-81 A 2018-19 (ANUARIO 19-20)                                              ,598966,4738295,A069,EBRO
9070,ERAUL                              ,,1,309,315,140,946.0,1121.0,61,57,0,9149,31097,578043,4727237,578043,4727237,-20250,424134,-20255,424130,,577936,4727028,A070,EBRO
9071,ESTELLA                            ,,1,943,1461,140,425.0,1438.0,80,88,58,9150,31097,579105,4724962,579105,4724962,-20205,424020,-20209,424016,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,578998,4724753,A071,EBRO
