basin,KGE
1105,0.905207212724458
1106,0.9435005587818204
1109,0.8986321790333455
1295,0.8476725998421839
1343,0.7282983418133027
1363,0.8089942043938758
1369,0.8524927979369121
1378,0.9087499277698305
1395,0.8172197321896153
1414,0.8426512086807276
1427,0.8738824958888378
1431,0.8531269255789768
1441,0.8680270532722071
1443,0.8768722513921863
1485,0.9077967387370244
1520,0.9179509177528429
1522,0.9206654251537516
1552,0.8775433906645246
1585,0.7424244605270887
1605,0.902856199533128
1619,0.8806976759438345
1620,0.8491077420015958
1624,0.950992596432412
1638,0.9188684644628542
1659,0.8645934045049786
1715,0.8784343171476193
1721,0.892177131438361
1723,0.9643938420167187
1725,0.9451572670898074
1726,0.945355014466186
1728,0.9342815503660944
1729,0.8593451794076326
1734,0.8791322973206199
1753,0.9372085543203257
1823,0.7500349474329118
1824,0.8996489281752389
1829,0.8861542075736409
2005,0.9441664112398085
2012,0.8419958869284427
2016,0.8831777885951189
2025,0.8405086360672175
2028,0.8596448686084446
2029,0.8226074459054822
2031,0.9047243350356151
2036,0.9337460396316297
2041,0.868240678378561
2046,0.7954170953291411
2047,0.769032144994431
2050,0.8663272540268555
2055,0.8767657135133504
2056,0.821520463161833
2057,0.8694185320105077
2074,0.9008186563749001
2081,0.9298624079225267
2082,0.8953342648251018
2089,0.9351621127066121
2098,0.8856637885980485
2101,0.8939910396641378
2104,0.874687617932092
2113,0.876827602364344
2114,0.5008088369472632
2115,0.8857058951777903
2116,0.8416820131895548
2121,0.8553683203401208
2125,0.8226870626599772
2126,0.7333623548415299
2131,0.9100684247730646
2132,0.8978315102804852
2139,0.9006675735461704
2141,0.951039925392756
2143,0.8434284954692661
2147,0.9344356737165987
2711,0.8643561300939482
2712,0.6598735122857479
2713,0.8876372489440594
2717,0.8655236399933579
3001,0.93132262431581
3012,0.7303257540462402
3030,0.7318472497896232
3040,0.7876458188807453
3045,0.9312990819135566
3100,0.861160394018361
3161,0.85271545125326
3163,0.9031706021747705
3165,0.87497377329205
3169,0.6074393611220024
3175,0.695093566149861
3180,0.8556664657073758
3186,0.6230619577988683
3193,0.5493099929524168
3198,0.5986375646761286
3200,0.8401381175775106
3213,0.7590946925433739
3217,0.7627027721732531
3218,0.8688259780992009
3220,0.2185249288971206
3221,0.8443284736580803
3222,0.6097230115341729
3234,0.806267790691044
3235,0.8193014712034137
3242,0.9089237322860076
3244,0.8708382845684788
3246,0.6540288404212788
3253,0.5796696711468862
3268,0.8366091693209082
3276,0.7260523214920475
3279,0.86959869059468
8018,0.8733719876376937
8028,0.74253653417765
8060,0.1782576760920498
8087,0.8232279336475905
8091,0.7778520037004789
8104,0.9007518077390871
8118,0.1209017382599562
8120,0.3759201660501773
8134,0.8268476834393262
8149,0.8167475038705543
9003,0.8779547554794941
9020,0.8342276438116463
9021,0.9065171983140223
9030,0.8866612519615203
9033,0.8756453956778409
9040,0.8889671486313043
9041,0.46539623566415556
9061,0.861900085466977
9063,0.88994129986084
9064,0.8866540849673904
9069,0.9276450684235504
9073,0.819699468192233
9074,0.9532852791591706
9075,0.8973866503586323
9087,0.510282381620016
9089,0.8385921310020633
9093,0.8078128841655385
9095,0.8371340681122097
9120,0.8997808215381448
9139,0.771793579171383
9159,0.9359931184062386
9165,0.9277389516518249
9166,0.8973649706497465
9170,0.815121905460708
9177,0.7758144647739313
9184,0.4779794340975263
9187,0.7184083024209936
9188,0.8555464558472202
9189,0.8174546567340341
9197,0.827702770522621
9215,0.494637958371972
9252,0.8453246256522372
9256,0.8258362097668104
9261,0.9199128530930918
9263,0.8919940248753577
9265,0.7954564497915588
9271,0.7351182428347633
9279,0.8698867746121287
9284,0.9377413028407187
9291,0.6868403685673405
9321,0.8084996059831091
9323,0.9027555667368322
9324,0.8964208851994993
9327,0.7826154063193593
