gauge_id,pr_emo1_01,pr_emo1_02,pr_emo1_03,pr_emo1_04,pr_emo1_05,pr_emo1_06,pr_emo1_07,pr_emo1_08,pr_emo1_09,pr_emo1_10,pr_emo1_11,pr_emo1_12,pr_emo1_year,ta_emo1_01,ta_emo1_02,ta_emo1_03,ta_emo1_04,ta_emo1_05,ta_emo1_06,ta_emo1_07,ta_emo1_08,ta_emo1_09,ta_emo1_10,ta_emo1_11,ta_emo1_12,ta_emo1_year,e0_emo1_01,e0_emo1_02,e0_emo1_03,e0_emo1_04,e0_emo1_05,e0_emo1_06,e0_emo1_07,e0_emo1_08,e0_emo1_09,e0_emo1_10,e0_emo1_11,e0_emo1_12,e0_emo1_year,dis_efas5_yrmean,dis_efas5_yrmax,dis_efas5_yrmin
1080,4.920341037584479,4.85071487688703,4.127387052929621,4.060402478622313,3.4115689488637257,2.8389827639543608,1.997236444445352,2.2780642586842,2.986120300452877,3.9426747122462875,6.4642540815884475,4.817272673223319,3.882032385027934,6.13271377872413,6.373522517247205,8.35326894479612,10.06036672962123,13.059594235510396,15.940712560456374,17.865117285222446,18.585084561909134,16.279934490234584,13.5846396646192,9.024250054350873,6.800523726433283,11.86782997555753,0.5425199243541521,0.7388189024723522,1.5046897068768905,2.3189159972914335,3.2010937112656,3.76729338114289,3.880870806096791,3.4182829303921793,2.30739827809043,1.2211388524402103,0.5719072189390788,0.504468625458592,2.004815623115735,2.7422446688441307,17.675664611916815,0.539010524232264
1103,3.9311791290525835,3.717608611037807,3.3024838397322633,2.968680876758399,2.4579595662065543,2.084774986950844,1.3733216975366898,1.5254497543624546,2.0985030780864666,2.866816189288158,4.891333049445229,3.579405052734107,2.892553028809021,6.171348224150575,6.6008598945921335,8.684087848603658,10.419716590574417,13.431074041678457,16.367005802022998,18.35678382232802,18.967336101977526,16.56551389727137,13.740449046133888,9.223046693908072,6.747344786605696,12.135490828551049,0.4682989483279641,0.6870613365911129,1.4826166556197093,2.334771355609784,3.2476018364225268,3.8762085169211202,4.010905773674155,3.499128587916908,2.3108598445858313,1.1580869011638957,0.5096135831962543,0.4313656074205104,2.0083411709415584,1.0202751244610455,6.074768100067509,0.13592208990426943
1105,5.652426578036123,5.600891589945915,4.654887182460901,4.649866186822871,4.064156093208888,3.377853398755375,2.551862115102579,3.0677899285289536,3.7062980566630346,4.6978536673345745,7.343619078043687,5.483958064288925,4.561181654530098,6.624011995725632,6.827607583137593,8.734401794260283,10.37387694737007,13.270200163954755,15.966610658579858,17.90215963251201,18.61585866675626,16.44651502624617,13.93487201781904,9.531313118270074,7.360030733092426,12.161071221181684,0.5717966798225468,0.8001743778790824,1.5780354478003848,2.388025695599359,3.240132078511829,3.708493520747656,3.8298722619607264,3.4190840626982877,2.3947511770782866,1.3113237137722888,0.6237254406892542,0.5647470737798614,2.0423689397239824,2.390871150265255,18.306774736372155,0.4229775865861153
1106,5.360147391565976,5.344206779746753,4.441844921002011,4.409037748323057,3.681069333018709,3.0633736372930693,2.244384026451838,2.4473308844888284,3.2844597492273926,4.2559684339869435,6.755186212198854,5.143254213816086,4.192171476233289,6.523887727414263,6.8297884916114375,8.999250771094516,10.865671461478048,13.978111455915236,16.963136175309103,19.017263569476473,19.651662769253978,17.123264145933444,14.265437068079947,9.559877476687062,7.186117939496655,12.611276019072633,0.49442475627293525,0.7293231108668828,1.5573862142968629,2.442037497991803,3.384955621269574,4.00826191107432,4.173114416198815,3.68850368811636,2.471751348676012,1.2386013813424561,0.5386786358533012,0.4723057907722331,2.107228206341035,3.0508216022261823,20.305413657180615,0.545857016787656
1109,4.596114368490549,4.339185208847914,3.8167153314730173,3.769279665747609,3.1681265850555054,2.8042405589245494,2.012498666064475,2.4450344166683977,3.0010526609190813,3.9767163958133342,6.055760141602723,4.413342377747105,3.692861152878866,6.678428680036172,6.929732805563182,8.796787814045526,10.398625645966366,13.282076328561887,15.984039548895826,17.869900117859295,18.57642444381459,16.462894649308076,13.923102847726247,9.573530310221102,7.319622653709503,12.177661319347163,0.5834142684356908,0.763345087374129,1.5269063799678284,2.3259405092261303,3.2016377552465283,3.7140292837701994,3.7972409303514527,3.341594823939649,2.285948742794085,1.2369123919223652,0.604339294755917,0.549605772781338,2.0007859812629363,1.9527543887123866,12.42438202197494,0.14122907574082338
1163,3.930048377156642,3.7339604408674725,3.200367956724509,2.9221469284744463,2.2774818745336587,1.9302191857664697,1.4212947926706518,1.5262779752652391,2.0994660100423794,3.0590791958192565,5.054122597414561,3.6465572435838753,2.892830841214229,7.516753715066212,7.849180652201175,9.772902967899341,11.41800640204857,14.292008292290472,17.060846127038715,19.02305209994714,19.640132377887593,17.435917031229984,14.849894377227885,10.508557790175251,8.168537056233083,13.156238343061956,0.567199382177467,0.802914932633682,1.6238029038945878,2.4822566494174385,3.3959746302433884,3.9549796178423127,4.072980092948217,3.5847152508007936,2.4429778825015824,1.2973828777024425,0.625964807513459,0.5544363612173647,2.1240623883395995,0.9463472209971765,6.427006961278309,0.11321140344289621
1265,2.88221930299718,3.0004995774596264,2.495081389751632,2.5452766036877046,2.1263616179534077,1.770953853887736,1.322018530092371,1.3157342407262953,1.864336936858467,3.2250565526973576,4.185414155951471,3.2241097148520783,2.4916806928086794,2.6719516649024118,2.927357540053043,4.817469538978868,6.398321916385629,9.287922019024977,12.596333971242794,14.66012102504726,15.073749760764592,12.742765623900366,9.690134097383803,5.460993670531945,3.447837561153464,8.343554526102249,0.2170834807343651,0.45191318450336593,1.216494501366366,2.0597625884516484,2.9575098914750027,3.7158058134988807,3.9146271454744266,3.35044950001497,2.1540028319122877,0.9128959998571302,0.26208529096013455,0.20994811630560806,1.7922474271267625,1.8168315019592924,14.680298726970392,0.04832553235796302
1268,3.014554270094137,3.1027179232915643,2.595625298200354,2.596816946169256,2.1584556651496505,1.8179006846570784,1.3627236132446294,1.3719908113946058,1.9208530797172976,3.201142738003155,4.358612343812315,3.26011879842523,2.558292349431185,3.7650495497162795,3.911498962249607,5.702678739219047,7.217498434138024,10.011409661926338,13.154765827902432,15.218491506523497,15.683605238646104,13.477748465345973,10.622311956625229,6.4951891662403085,4.525948252302032,9.177236873828578,0.2648434280545735,0.48071458710402976,1.24845772938548,2.0821808915713738,2.964481214660161,3.6672790573246177,3.8550807862181022,3.314950353576821,2.154627588044925,0.9492857672680207,0.3036255232274737,0.25690771623390957,1.802161441186341,1.8513823287266717,14.823412005790212,0.04653565424840455
1295,3.0998930399706515,2.94276990180554,2.8675436981481934,2.9280047823738538,2.4123450267098603,2.0118899082184245,1.3047238959362617,1.7247761333590732,2.1891811651327613,3.5937393937336055,4.455606866349806,3.261674980988099,2.7293729194026484,4.34804952966963,4.575259154084389,6.170923558536329,7.507765297814347,10.241726379174413,13.338907987769993,15.330823570523034,15.775137170933775,13.659849028044109,10.824110218494699,6.866851117479047,5.03458767691969,9.49943206930767,0.3227161270518631,0.548583256305627,1.292229574036943,2.095368989171653,2.946361536709167,3.6011291501165807,3.772282225602991,3.284826815592434,2.1517935403471573,0.9524655083196447,0.33083800888866527,0.29373503284781627,1.8059686392532863,1.4656762159733705,16.342646893798523,0.06451218857336284
1302,3.2502408199556414,2.8602564907350247,2.748475753012084,2.9007034611452007,2.413291589291435,1.929304252584042,1.2904534946637098,1.7810182658957008,2.1867509425885148,3.4054263859268046,4.469411416137163,3.4063604633317115,2.7174883272841024,7.52899425325333,7.6851931049147755,9.181305609311954,10.422947818109359,12.948509683067993,15.799634516924277,17.725142900087146,18.265309868452945,16.377408995589946,13.743648615774509,9.931171512055672,8.145719941618445,12.338068519987122,0.49392949292187355,0.7109296472220704,1.4719035098364408,2.286944417723979,3.1000719249447406,3.67760494413047,3.7939881590900484,3.362990838667177,2.2879163843029797,1.1006686206123852,0.4933471708280174,0.4680276942114088,1.943746437701144,1.3629235600748122,17.86882665464147,0.029057535041505485
