gauge_id,pr_emo1_01,pr_emo1_02,pr_emo1_03,pr_emo1_04,pr_emo1_05,pr_emo1_06,pr_emo1_07,pr_emo1_08,pr_emo1_09,pr_emo1_10,pr_emo1_11,pr_emo1_12,pr_emo1_year,ta_emo1_01,ta_emo1_02,ta_emo1_03,ta_emo1_04,ta_emo1_05,ta_emo1_06,ta_emo1_07,ta_emo1_08,ta_emo1_09,ta_emo1_10,ta_emo1_11,ta_emo1_12,ta_emo1_year,e0_emo1_01,e0_emo1_02,e0_emo1_03,e0_emo1_04,e0_emo1_05,e0_emo1_06,e0_emo1_07,e0_emo1_08,e0_emo1_09,e0_emo1_10,e0_emo1_11,e0_emo1_12,e0_emo1_year,dis_efas5_yrmean,dis_efas5_yrmax,dis_efas5_yrmin
1080,4.920378197997775,4.850670731707317,4.127463848720801,4.060298850574712,3.4115684093437157,2.8389885057471265,1.9972080088987765,2.2779977753058955,2.98614499424626,3.942591768631813,6.464206896551723,4.817219132369299,3.8820090634441087,6.132736373748609,6.373719512195121,8.353281423804228,10.06032183908046,13.05959955506118,15.940735632183909,17.865027808676306,18.58503893214683,16.279907940161106,13.584571746384873,9.024333333333333,6.800389321468298,11.867822885196375,0.5426028921023359,0.7389512195121952,1.5046051167964405,2.3189080459770115,3.201078976640712,3.767206896551724,3.8808787541713015,3.418420467185762,2.3073762945914846,1.2212124582869854,0.5719770114942528,0.5044271412680756,2.004835725075529,2.7422177174275104,17.67545454545455,0.5378787878787877
1103,3.93111234705228,3.71759756097561,3.302491657397108,2.9685977011494256,2.457908787541713,2.0847816091954026,1.373392658509455,1.5254949944382643,2.098630609896433,2.8668298109010006,4.891298850574713,3.579399332591769,2.892554758308157,6.171179087875418,6.600914634146341,8.684071190211345,10.419666666666668,13.43117908787542,16.36687356321839,18.35687430478309,18.9673637374861,16.56554660529344,13.740222469410456,9.223183908045977,6.74741935483871,12.135484327794565,0.4682869855394883,0.686829268292683,1.4826807563959956,2.334712643678161,3.247652947719689,3.876206896551724,4.0109899888765295,3.4990767519466077,2.3106329113924047,1.1578976640711902,0.5096091954022988,0.4313459399332592,2.0082930513595167,1.0202857947474055,6.075454545454547,0.1363636363636363
1105,5.6524026696329255,5.600939024390245,4.654838709677419,4.6498850574712645,4.064160177975529,3.3778620689655168,2.551768631813126,3.0678197997775305,3.706271576524741,4.697853170189099,7.3437126436781615,5.483915461624027,4.561178247734139,6.624015572858732,6.827621951219512,8.734315906562847,10.373793103448277,13.270333704115682,15.966632183908043,17.902091212458288,18.615806451612904,16.44644418872267,13.9349276974416,9.53132183908046,7.360077864293658,12.16106495468278,0.5718909899888766,0.8001829268292683,1.578086763070078,2.3880689655172413,3.2402780867630696,3.708505747126437,3.829888765294772,3.419165739710789,2.394867663981588,1.3113348164627363,0.6236206896551724,0.5649833147942158,2.0424291918429005,2.390760028873052,18.306969696969706,0.4236363636363635
1106,5.360189098998888,5.344231707317074,4.441879866518354,4.408919540229886,3.68119021134594,3.0633563218390805,2.244338153503893,2.4474304783092324,3.2843268124280782,4.255939933259177,6.755011494252874,5.143281423804226,4.192158232628398,6.523837597330366,6.829878048780488,8.99928809788654,10.865701149425288,13.978153503893216,16.963172413793103,19.017252502780867,19.65179087875417,17.123187571921747,14.265406006674082,9.559827586206898,7.186062291434928,12.611283043806646,0.4943826473859844,0.7293414634146341,1.5574860956618466,2.442103448275862,3.384905450500556,4.008137931034483,4.1730367074527255,3.688476084538376,2.471852704257768,1.2386318131256953,0.5386781609195402,0.4723470522803114,2.107230929003021,3.0508239692330577,20.306060606060605,0.5457575757575753
1109,4.596117908787542,4.339158536585366,3.8168186874304784,3.769229885057472,3.1680645161290326,2.804287356321839,2.012369299221357,2.444983314794216,3.0010471806674337,3.976763070077864,6.055701149425287,4.413426028921024,3.692853096676737,6.678320355951056,6.929719512195123,8.796774193548387,10.39845977011494,13.282002224694104,15.983873563218392,17.87007786429366,18.576496106785317,16.46302646720368,13.92321468298109,9.57348275862069,7.319699666295884,12.177660498489423,0.5834927697441601,0.763170731707317,1.526952169076752,2.3258505747126432,3.2016129032258065,3.713919540229885,3.797208008898776,3.341390433815351,2.2858573072497124,1.2369966629588431,0.6041839080459769,0.5495995550611791,2.000730740181269,1.952791045694981,12.42393939393939,0.1418181818181818
1163,3.930022246941046,3.733902439024391,3.2002780867630705,2.922103448275862,2.277408231368187,1.930080459770115,1.421345939933259,1.5262513904338153,2.099470655926352,3.05896551724138,5.054172413793102,3.646496106785317,2.892787009063444,7.516818687430479,7.849170731707317,9.772903225806452,11.417988505747129,14.29186874304783,17.060781609195402,19.02315906562848,19.640055617352616,17.43577675489068,14.849933259176863,10.508632183908048,8.168409343715238,13.15621412386707,0.5672413793103448,0.8029390243902439,1.6235928809788656,2.4823793103448275,3.3959065628476086,3.954931034482759,4.073103448275862,3.584660734149055,2.4428193325661685,1.2975417130144604,0.6259540229885057,0.5544160177975528,2.1240540030211483,0.9463660399779706,6.427272727272727,0.1136363636363636
1265,2.882080088987764,3.0006829268292683,2.495050055617353,2.545264367816092,2.1262513904338154,1.7709195402298852,1.3220800889877642,1.3157619577308122,1.8642807825086305,3.225061179087876,4.185436781609195,3.224060066740823,2.491668240181269,2.671924360400445,2.927439024390244,4.8174972191323695,6.398229885057472,9.2880978865406,12.59645977011494,14.660044493882092,15.073637374860958,12.74264672036824,9.689933259176865,5.461034482758621,3.447842046718576,8.343539463746223,0.2172747497219132,0.4519024390243902,1.216596218020022,2.0598275862068967,2.957675194660734,3.715735632183908,3.914660734149055,3.350311457174638,2.154119677790564,0.9130367074527252,0.2620459770114943,0.2098331479421579,1.7922847432024167,1.816831072530324,14.679999999999996,0.0484848484848485
1268,3.014460511679644,3.102621951219512,2.5955728587319244,2.596701149425288,2.1583426028921022,1.8179310344827584,1.3627808676307007,1.3719466073414908,1.920794016110472,3.201134593993326,4.35867816091954,3.260022246941046,2.5582486782477343,3.764883203559511,3.9115,5.702758620689655,7.217356321839081,10.01139043381535,13.154862068965516,15.218498331479422,15.683670745272526,13.477848101265822,10.622191323692991,6.495172413793104,4.525684093437152,9.177204493957705,0.264972191323693,0.4808170731707317,1.248587319243604,2.082287356321839,2.9643826473859844,3.667287356321839,3.855027808676307,3.3149610678531696,2.1545109321058686,0.9494215795328144,0.3036896551724138,0.2570522803114572,1.802208270392749,1.851320974223176,14.823333333333336,0.046060606060606
1295,3.0998887652947715,2.942707317073171,2.867597330367075,2.9281034482758623,2.412358175750834,2.0116896551724137,1.304649610678532,1.724694104560623,2.189182968929805,3.5938598442714125,4.455540229885057,3.261701890989989,2.7293589501510573,4.347997775305895,4.575243902439024,6.170812013348164,7.507643678160919,10.241802002224697,13.338977011494253,15.330823136818688,15.77508342602892,13.659907940161103,10.824137931034484,6.866735632183907,5.034538375973303,9.499408043806648,0.3226473859844271,0.548719512195122,1.2922469410456063,2.095448275862069,2.946407119021134,3.6011609195402303,3.772191323692992,3.2848943270300333,2.151634062140391,0.9524249165739712,0.3307471264367816,0.293670745272525,1.8059563821752265,1.4656554106369877,16.342424242424244,0.0642424242424242
1302,3.2501890989988875,2.86019512195122,2.7484983314794214,2.900528735632184,2.413270300333704,1.9293448275862068,1.290389321468298,1.7810122358175753,2.1868239355581127,3.4053948832035594,4.469402298850575,3.406284760845384,2.7174584592145017,7.529121245828699,7.685085365853659,9.181490545050057,10.42305747126437,12.948509454949944,15.79971264367816,17.72527252502781,18.26516129032258,16.377376294591485,13.743704115684094,9.931229885057473,8.145684093437152,12.338104229607248,0.4938375973303671,0.7108658536585367,1.4719688542825362,2.286919540229885,3.100066740823136,3.677632183908046,3.793959955506118,3.3629699666295885,2.2879401611047183,1.1006451612903223,0.4932528735632184,0.4680645161290322,1.943730173716012,1.3628891504499543,17.86848484848485,0.0290909090909091
1343,3.376540600667409,2.968487804878049,2.726740823136818,2.917505747126437,2.478298109010011,1.939103448275862,1.3934037819799778,1.8132591768631807,2.15867663981588,3.285061179087876,4.549609195402299,3.310511679644049,2.7398517749244715,8.751301446051167,8.947634146341462,10.461701890989987,11.604,14.012180200222469,16.65273563218391,18.58896551724138,19.162180200222476,17.41384349827388,14.861290322580643,11.089977011494254,9.309499443826471,13.42886990181269,0.5405116796440489,0.769329268292683,1.5379977753058958,2.3487701149425284,3.1149944382647385,3.5971839080459773,3.7034037819799774,3.3148498331479423,2.3237859608745683,1.153381535038932,0.5462183908045978,0.5153837597330367,1.9615747734138973,1.6328613775321934,17.747878787878786,0.0369696969696969
1353,3.012625139043382,2.382,2.23091212458287,2.341172413793104,2.2764516129032257,1.661448275862069,0.9986763070077864,1.1497886540600668,1.6823820483314154,2.9654949944382647,4.004436781609195,3.0405784204671864,2.3104956570996977,3.635272525027809,4.1453292682926834,6.108075639599555,7.6610919540229885,10.404071190211344,13.59228735632184,15.724616240266965,15.999466073414906,13.750345224395856,10.470734149054506,6.199344827586208,4.126573971078977,9.345501321752266,0.2724360400444938,0.5074512195121952,1.2997997775305896,2.161344827586207,3.023804226918798,3.725977011494253,3.958131256952169,3.4533036707452727,2.204775604142693,0.9351167964404894,0.3050804597701149,0.2348609566184649,1.847241314199396,1.3135981587610377,12.373636363636365,0.0
1363,3.3276084538375974,3.432951219512195,3.1115016685205785,3.6010919540229884,3.07412680756396,2.339471264367816,1.4070189098998886,1.703526140155729,2.3842922899884926,4.055850945494995,4.881045977011494,3.753681868743048,3.0845279456193357,3.656551724137931,4.008560975609756,5.73281423804227,7.264298850574713,10.057953281423805,13.288689655172414,15.220055617352614,15.558008898776418,13.50655926352129,10.522591768631814,6.153436781609195,4.334026696329254,9.135907288519636,0.3385094549499444,0.6070121951219513,1.343503893214683,2.197609195402299,3.0172191323692994,3.7352528735632182,3.874783092324805,3.3222914349276973,2.205143843498274,1.0187319243604005,0.3675747126436781,0.3688987764182425,1.8728908610271904,1.886338835337557,16.060303030303032,0.0
1365,3.219733036707453,3.1112682926829267,3.006651835372636,3.3994137931034487,2.826941045606229,2.149011494252874,1.2899221357063404,1.7362513904338155,2.299332566168009,3.873481646273637,4.629103448275862,3.585216907675194,2.923777379154078,3.6982647385984415,4.050878048780488,5.780745272525027,7.282551724137931,10.050300333704117,13.238436781609192,15.232958843159066,15.60646273637375,13.51210586881473,10.510667408231368,6.214574712643678,4.3474860956618455,9.154328738670694,0.3237597330367074,0.5744634146341464,1.3289655172413792,2.153977011494253,2.978654060066741,3.6791379310344823,3.849065628476085,3.326785317018909,2.1955696202531643,0.98587319243604,0.3423333333333333,0.3154282536151279,1.84443164652568,1.692673201389788,15.4169696969697,0.0
1369,3.3161067853170185,3.237975609756097,3.0018798665183537,3.3999655172413794,2.8741601779755284,2.1998160919540237,1.3916685205784205,1.7558398220244715,2.3132796317606443,3.82364849833148,4.752344827586208,3.5775417130144604,2.9662717145015107,4.710333704115684,5.033121951219513,6.720033370411568,8.147689655172414,10.831056729699668,13.892471264367815,15.82888765294772,16.235761957730812,14.263521288837744,11.381523915461626,7.161241379310345,5.336251390433817,9.98827416918429,0.3620355951056729,0.6163170731707317,1.3671968854282537,2.1959885057471262,2.9945494994438264,3.645298850574712,3.781802002224694,3.280533926585094,2.203843498273878,1.0200333704115685,0.3802873563218391,0.3661179087875417,1.8575490936555887,1.7261410372119472,15.304545454545456,0.0078787878787878
1378,3.5321802002224696,3.0379634146341465,2.8484315906562845,3.041528735632184,2.630289210233593,2.0152988505747125,1.4785761957730812,1.8729032258064515,2.216179516685846,3.433070077864293,4.681494252873564,3.382280311457175,2.8446100830815717,6.824816462736374,7.039182926829267,8.530845383759733,9.693528735632183,12.08420467185762,14.721977011494252,16.645305895439378,17.21689655172414,15.47439585730725,12.944382647385984,9.15980459770115,7.389877641824249,11.501223564954683,0.4156395995550611,0.6522195121951219,1.4063626251390433,2.196793103448276,2.936206896551724,3.406850574712644,3.531401557285873,3.1453281423804222,2.1703337169159957,1.0320133481646274,0.4219080459770115,0.3941045606229143,1.8150641993957704,1.5999420657714771,15.909999999999998,0.0
1395,3.531479421579533,2.768841463414634,2.590411568409344,2.7381494252873564,2.2673971078976645,1.86716091954023,1.3496551724137933,1.773837597330367,2.1233947065592638,3.2936929922135705,4.520747126436782,3.4410344827586203,2.686920317220544,7.09091212458287,7.148878048780488,8.47781979977753,9.531425287356322,11.847563959955504,14.39780459770115,16.278320355951056,16.94510567296997,15.200886075949368,12.870589543937708,9.41977011494253,7.679154616240266,11.430760007552868,0.4463181312569522,0.6529756097560976,1.396106785317019,2.1767471264367817,2.9139488320355955,3.36435632183908,3.500222469410456,3.155450500556173,2.1371461449942464,1.0275750834260289,0.4392758620689655,0.4215461624026697,1.808699018126888,1.3705838874016287,15.55969696969697,0.0669696969696969
1404,2.885806451612903,2.15209756097561,2.0391768631813125,2.105862068965517,2.1405228031145715,1.4677816091954023,0.845650723025584,0.9135150166852056,1.504349827387802,2.8606340378198,3.652540229885057,2.927730812013348,2.1238576283987918,3.1590989988876528,4.001768292682927,6.253170189098999,8.006586206896552,10.87262513904338,14.357471264367817,16.525628476084538,16.647897664071188,14.16609896432681,10.46987764182425,5.9270919540229885,3.5814238042269184,9.525710913897282,0.2350166852057842,0.5004390243902439,1.3560845383759732,2.275850574712644,3.1928921023359287,4.035735632183909,4.306985539488321,3.737931034482759,2.3505063291139243,0.94734149054505,0.2767816091954022,0.1939154616240266,1.958460158610272,0.7317277869031594,5.752727272727271,0.0006060606060606
1414,3.604660734149055,2.829512195121951,2.566340378197998,2.799183908045977,2.507041156840934,1.727126436781609,1.1830033370411568,1.545706340378198,2.0040736478711163,3.558309232480534,4.774609195402299,3.5592324805339266,2.719682779456193,7.732647385984427,7.83589024390244,9.192680756395994,10.316149425287357,12.658120133481647,15.369689655172415,17.24115684093437,17.810689655172414,16.041116225546606,13.610355951056729,10.168712643678164,8.389577308120133,12.220892182779457,0.4901334816462736,0.6885243902439024,1.4288987764182426,2.247264367816092,3.0119799777530583,3.5742413793103447,3.672347052280312,3.276952169076752,2.1934177215189874,1.0529699666295884,0.4827011494252873,0.4575750834260289,1.887623678247734,1.535924597846681,7.565454545454545,0.6851515151515152
1424,3.841357063403782,2.9679024390243907,2.7979866518353727,3.214931034482759,2.691201334816463,1.6255632183908046,1.0456840934371523,1.1766295884315907,1.893878020713464,4.015617352614015,4.706379310344828,3.706229143492769,2.805249244712991,5.552736373748609,6.060085365853659,7.819221357063404,9.24525287356322,11.875928809788654,14.94609195402299,16.83536151279199,17.26981090100111,15.154131185270424,12.1074638487208,8.195137931034484,6.121535038932147,10.95739425981873,0.3029699666295884,0.5765243902439025,1.3780311457174637,2.2251379310344825,3.0991434927697443,3.802908045977011,3.936273637374861,3.5021690767519464,2.24698504027618,0.9651946607341492,0.3316896551724138,0.2634149054505005,1.8926907099697887,1.3810083705688978,14.744242424242422,0.0648484848484848
1427,3.81833147942158,2.952804878048781,2.7616462736373752,3.1446321839080458,2.688542825361513,1.6411724137931036,1.0561735261401557,1.2358064516129033,1.903693901035673,3.9475305895439377,4.728712643678161,3.6961290322580647,2.7962405589123867,6.3777530589543945,6.791341463414634,8.461902113459399,9.84003448275862,12.41154616240267,15.429666666666666,17.307953281423803,17.744393770856504,15.70849252013809,12.781123470522802,8.97541379310345,6.973392658509455,11.592053436555892,0.3721023359288097,0.6338536585365854,1.427219132369299,2.278379310344828,3.1381646273637376,3.830241379310345,3.951256952169077,3.517452725250278,2.283118527042578,1.0163737486095663,0.3940919540229885,0.3342046718576196,1.9381127265861025,1.2993174035690724,14.091212121212124,0.0545454545454545
1431,3.838309232480534,2.8748536585365856,2.706696329254727,3.036149425287356,2.611457174638487,1.6134827586206897,1.06440489432703,1.236340378197998,1.9244303797468356,3.817441601779755,4.711793103448276,3.712558398220245,2.7609186178247733,7.304026696329254,7.587682926829268,9.098487208008898,10.309816091954024,12.744193548387097,15.621793103448274,17.42053392658509,17.883036707452725,16.078285385500575,13.360044493882093,9.785494252873562,7.946195773081201,12.11885574018127,0.4288431590656284,0.7025365853658536,1.498820912124583,2.3315172413793106,3.167107897664071,3.8531839080459775,3.953637374860956,3.5272191323693,2.3358457997698503,1.074972191323693,0.4573793103448276,0.409888765294772,1.9849811178247727,1.4680805923321476,19.58,0.0699999999999999
1433,3.764293659621802,2.7583658536585367,2.6056284760845383,2.896597701149425,2.492880978865406,1.5320689655172417,1.053715239154616,1.2206896551724138,1.9229344073647876,3.655083426028921,4.57003448275862,3.6162625139043376,2.6728710347432023,8.117686318131257,8.350402439024391,9.77440489432703,10.876563218390803,13.22213570634038,15.99774712643678,17.755361512791993,18.265027808676308,16.570345224395858,13.984137931034482,10.55157471264368,8.799110122358176,12.71182401812689,0.5421913236929922,0.8264146341463415,1.6263626251390433,2.446333333333333,3.2671190211345937,3.9408390804597695,4.037830923248054,3.6216129032258064,2.450886075949368,1.1807341490545051,0.5728850574712643,0.5372413793103449,2.094004909365559,1.211279093395172,16.893333333333334,0.0551515151515151
1438,3.787152391546162,2.7035121951219514,2.5997330367074527,2.830919540229885,2.373559510567297,1.4138965517241378,1.0301557285873193,1.2123470522803117,1.912508630609896,3.5586874304783094,4.480298850574713,3.599232480533926,2.6242749244712997,7.58344827586207,7.792463414634146,9.155650723025584,10.175781609195402,12.43579532814238,15.104195402298853,16.821779755283647,17.35896551724138,15.797479861910242,13.299276974416015,9.978551724137931,8.292825361512792,12.005359705438067,0.4588765294771968,0.765219512195122,1.5760066740823135,2.368264367816092,3.1767074527252506,3.8346321839080457,3.924816462736374,3.515250278086763,2.3823245109321056,1.1158175750834258,0.4901954022988506,0.4601334816462736,2.012021336858006,1.3406959440799484,17.395454545454548,0.0642424242424242
