gauge_id,p_mean,pet_mean,aridity,frac_snow,moisture_index,seasonality,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur
1080,3.5615550282898383,6.545158788100033,1.8377250207033415,0.0,-0.35453107634793724,0.884612173215649,0.03695929914217923,1.208955223880597,0.5114984486220113,3.1630925507900676
1103,3.2678353714181214,8.166193648475994,2.4989611532762632,0.0,-0.5371909111321144,0.6391215657384098,0.0385106771308633,1.2091690544412608,0.5274685161525826,3.284090909090909
1105,4.053903997079743,7.15944697937579,1.7660622907037624,0.0,-0.3700745714681371,0.7520650816534632,0.035590436210987404,1.196319018404908,0.4999087424712539,3.1628175519630486
1106,3.879793757985023,4.967572549735353,1.2803702618242443,0.0,-0.13594982298031724,0.978018066528585,0.036776784084686986,1.213855421686747,0.5088519802883738,3.2589129164231445
1109,3.69647198393865,10.989852162803414,2.973065185007449,0.0,-0.6268632385151277,0.46481888069411403,0.03705055667092535,1.215568862275449,0.5082131775871509,3.1374647887323945
1163,3.2792872787004748,6.035325789377627,1.8404382649175288,0.0,-0.3816826971741787,0.833652194420799,0.040062055119547364,1.2262569832402235,0.5279248037963132,3.2776203966005664
1265,3.7887698485124774,3.7247809819310067,0.9831109122116263,0.0,0.09464009012780156,1.1532795927755415,0.026555940865121374,1.1686746987951808,0.4569264464318306,2.998203592814371
1268,3.8735699945245456,3.425208979740836,0.8842512164702104,0.0,0.1572711278621516,1.0568823400941207,0.026647198393867495,1.168,0.4453367402810732,2.872277810476751
1295,3.877962219383093,4.577381821500256,1.1803575080286437,0.0,-0.0425814131023114,1.1878065273129204,0.03057127212995072,1.213768115942029,0.4750866946523088,3.039112667834209
1302,3.804537324329254,3.523591896331439,0.9261551657802842,0.0,0.10563283616469499,1.1310645815668656,0.03695929914217923,1.208955223880597,0.4876802336192736,2.9541182974018794
1343,3.6285645190727913,3.550295674393154,0.978429804880626,0.0,0.06946812461775564,1.134367074820526,0.039788282533308995,1.231638418079096,0.5026464683336376,2.9501874665238352
1353,3.535039240737337,3.647354444241664,1.031771982107022,0.0,0.06012217999682248,1.5160917549067117,0.0372330717284176,1.2401215805471124,0.5392407373608322,3.9498663101604277
1363,3.0731091440043596,3.8352600839569235,1.2480064664932327,0.0,-0.03648810268678165,1.3759753988742789,0.03422157327979558,1.1867088607594938,0.5187990509217011,3.3980872683801553
1365,3.2573909472531155,7.224821135243653,2.2179779007908715,0.0,-0.4015950495484751,1.0037701381972621,0.032487680233619275,1.2027027027027026,0.5070268297134514,3.2171395483497394
1369,3.284906004745392,4.824581127943044,1.4687120791198987,0.0,-0.16398409192703536,1.204432013443275,0.03340025552108049,1.2159468438538206,0.5018251505749224,3.171280276816609
1378,3.55976090527467,3.5142261361562355,0.9872084754200869,0.0,0.06997690980167166,1.2002086266453844,0.03486037598101843,1.190031152647975,0.49196933747034133,3.016787912702854
1395,3.588024274502647,3.9670423434933126,1.1056341986546907,0.0,-0.020721134266514545,1.2120624066546568,0.0372330717284176,1.182608695652174,0.5086694652308815,3.154499151103565
1404,3.6853422157327778,3.621358824603017,0.9826384125586451,0.0,0.0825085372608655,1.588624732110361,0.039149479832086144,1.239884393063584,0.5469976273042526,4.159611380985427
1414,3.3069492608140147,4.409627669282699,1.3334427962155238,0.0,-0.15059007597149413,1.1988632763626357,0.039788282533308995,1.2077562326869806,0.5325789377623654,3.457345971563981
1424,3.366160795765626,3.682575287461229,1.0939986265937232,0.0,0.009638649841808391,1.5150156324023625,0.03933199488957839,1.2140845070422535,0.5618726044898704,4.284620737647877
1427,3.2690390582222766,3.7506515787552552,1.1473254102980595,0.0,-0.022191840377036975,1.435310702642302,0.03750684431465596,1.1878612716763006,0.5421609782807082,3.8855461085676914
1431,3.5517475816754738,3.9949060047454017,1.1247719363156083,0.0,-0.01520053909569379,1.3294509806175083,0.036685526555940866,1.1652173913043478,0.5358642087972257,3.7377466581795034
1433,3.5286201861653383,4.293379266289475,1.2167303477780147,0.0,-0.07386077846140772,1.2697547145820527,0.035955466325971894,1.1588235294117648,0.5296586968424895,3.701530612244898
1438,3.61514783719655,4.317467603577257,1.1942713819762727,0.0,-0.06341777304275752,1.2992383836873036,0.03787187442964045,1.1756373937677054,0.5287461215550283,3.784454604833442
1441,3.666246577842651,4.471483847417406,1.219635327978563,0.0,-0.08438388053659333,1.297282502713538,0.03942325241832451,1.1771117166212535,0.5264646833363753,3.8953409858203916
1443,3.8361708340937883,4.502942142726786,1.173811682917533,0.0,-0.06785987347966553,1.3179571219881079,0.040062055119547364,1.1769436997319034,0.5303887570724585,4.061495457721873
1464,3.623539879540065,3.6664774593903977,1.0118496225452838,0.0,0.0395089173347573,1.5349605739419467,0.04498996167183793,1.1995133819951338,0.5691732067895602,4.549234135667396
1485,3.503714181419938,3.9943429457930133,1.140031046760281,0.0,-0.05521924606089973,1.4183355224911753,0.047818945062967695,1.2271662763466042,0.5682606315020989,4.555230431602048
1512,3.7081356086876913,3.8428034312830865,1.0363168548312758,0.0,0.009739546971216845,1.5167743847555233,0.04918780799415952,1.2682352941176471,0.5748311735718197,4.830521472392638
1520,3.303141996714701,3.6624329257163772,1.108772474619325,0.0,-0.0044001556382769385,1.5421135434352298,0.047453914947983206,1.2064965197215778,0.5852345318488775,4.760950259836674
1522,3.400555758350032,3.7172695747399156,1.093135898628392,0.0,-0.0061862882069617,1.5196133272637211,0.04918780799415952,1.239080459770115,0.581127943055302,4.748695003728561
