ref_ceh;nom_embalse;serv;comentario;muni_id;hoja_id;xutm;yutm;xutm30;yutm30;long;lat;longwgs84;latwgs84;mna;mnne;num_cuenca;nae;naem;xetrs89;yetrs89;cod_saih
1627;BELESAR;1;LOS DATOS DESDE 1962 EN ADELANTE ESTAN EN PROCESO DE REVISION                                                           ;27016;155;605695;4720600;113659;4730564;-74240;423747;-74245;423743;330;330;1408;58;59;113548;4730358;E001
1629;PEARES, LOS;1;RESERVA MODIFICADA DESDE 1955 (REFERENCIA RESPECTO VOLUMEN TOTAL). SALIDAS DEL 10/2000 AL 01/2003 PROVISIONALES         ;27041;188;605020;4702424;111695;4712451;-74321;422759;-74327;422754;194.2;194.2;1410;63;66;111584;4712244;E002
1631;VELLE;1;LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 SUJETOS A REVISION. DATOS RESERVA MODIFICADOS DESDE 08/1982 AL 09/2008      ;32054;188;594674;4690377;100534;4701144;-75101;422136;-75105;422129;108.4;108.4;1467;51;51;100423;4700937;E030
1634;CASTRELO;1;LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 SUJETOS A REVISION. DATOS RESERVA MODIFICADOS DESDE 08/1982 AL 09/2008      ;32069;225;572962;4682849;78272;4695155;-80654;421737;-80659;421733;88;88;1473;51;51;78160;4694948;E031
1637;ALBARELLOS;1;LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 SON PROVISIONALES SUJETOS A REVISION                                        ;32040;186;566619;4694677;72768;4707428;-81126;422403;-81131;422359;0;265;1476;48;49;72656;4707221;E032
1641;FRIEIRA;1;LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 SUJETOS A REVISION. DATOS RESERVA MODIFICADOS DESDE 08/1982 AL 09/2008      ;36014;262;566810;4667614;71047;4680359;-81129;420925;-81134;420921;67;67;1491;51;51;70935;4680152;E033
1704;ROZAS, LAS - MATALAVILLA (SIST.);1;;24116;101;716447;4754107;226629;4756139;-62055;425429;-62100;425425;0;959.5;1414;49;50;226517;4755932;E003-E005
1709;BARCENA;1;LOS DATOS DE 2008-09 ESTAN PENDIENTES DE REVISION                                                                       ;24115;158;700347;4717002;207924;4720255;-63332;423443;-63337;423439;620;620;1414;60;60;207814;4720049;E007
1710;FUENTE DEL AZUFRE;1;LOS DATOS DE 2008-09 Y 2013-14 ESTAN PENDIENTES DE REVISION                                                             ;24115;158;698546;4715224;206001;4718608;-63453;423347;-63458;423343;538.9;536.1;1414;59;59;205891;4718402;E008
1711;CAMPAÑANA;1;LOS DATOS DE 2008-09 A 2010-11 Y 2013-14 ESTAN PENDIENTES DE REVISION                                                   ;24041;191;683385;4707716;190337;4712187;-64606;422958;-64611;422953;0;525.8;1976;52;52;190226;4711981;E350
1712;PEÑARRUBIA;1;;32073;191;679440;4702987;186064;4707745;-64904;422728;-64909;422723;394.9;394.4;1432;52;52;185953;4707539;E011
1713;SANTIAGO;1;;32088;190;658268;4696617;164474;4702882;-70437;422418;-70442;422414;303;303;1436;52;52;164363;4702676;E570
1716;PUMARES;1;;32018;190;676257;4696970;182461;4701963;-65130;422415;-65135;422411;359;359;1434;50;50;182350;4701757;E571
1718;MONTEARENAS;1;LOS DATOS DE 2008-09 ESTAN PENDIENTES DE REVISION                                                                       ;24115;158;701187;4714515;208586;4717713;-63258;423322;-63303;423318;549.9;549;1419;52;52;208476;4717507;E009
1740;SAN MARTIN;1;;27050;190;650490;4694958;156589;4701775;-71018;422330;-71023;422326;0;290;1436;63;63;156478;4701569;E013
1741;SAN SEBASTIAN;1;LOS DATOS DE 2008-09 Y 2009-10 ESTAN PENDIENTES DE REVISION                                                             ;49162;266;669709;4668146;173920;4673646;-65646;420849;-65650;420843;0;1198;1437;61;61;173809;4673439;E014
1743;BAO;1;;32015;228;651325;4678986;156296;4685766;-70957;421452;-71002;421447;654;652;1441;61;61;156185;4685559;E018
1744;MONTEFURADO;1;;27050;189;646750;4694914;152880;4701995;-71301;422334;-71305;422327;290;290;1453;63;63;152769;4701789;E023
1745;PIAS O SAN AGUSTIN;1;;49154;266;666263;4663320;170139;4669069;-65921;420616;-65925;420609;0;1040;1437;60;60;170028;4668862;E015
1748;GUISTOLAS;1;;32063;189;640090;4689632;145855;4697190;-71757;422047;-71801;422040;700.5;700;1452;63;63;145744;4696983;E022
1751;SEQUEIROS;1;;27050;189;643902;4701530;150475;4708805;-71500;422707;-71505;422703;256;255.1;1454;63;63;150364;4708599;E024
1768;SAN ESTEBAN;1;;32052;188;611177;4696829;117481;4706423;-73855;422457;-73859;422450;229;229;1462;63;63;117370;4706216;E027
1769;SAN PEDRO;1;;27041;188;605875;4701032;112452;4710999;-74245;422713;-74250;422709;132;130;1466;61;62;112341;4710792;E029
1770;PORTAS, LAS;1;;32092;265;648157;4664265;152096;4671287;-71228;420657;-71234;420653;884;882;1438;47;48;151985;4671080;E016
1780;EDRADA-MAO;1;SALIDAS DEL 10/2000 AL 01/2003 Y DATOS DE 2008-09 A 2010-11 Y 2013-14 A 2014-15 PENDIENTES DE REVISION                  ;32057;188;621976;4688295;127637;4697135;-73110;422012;-73115;422008;806;806;1974;41;41;127526;4696928;E026
1781;EDRADA-CONSO;1;;32092;265;646432;4667592;150607;4674731;-71341;420846;-71345;420841;890.5;888;1440;41;41;150496;4674524;E016B
1782;CENZA;1;;32092;227;645024;4673105;149589;4680336;-71437;421145;-71442;421141;1341.9;1341;1973;27;28;149478;4680129;E017
1790;CHANDREJA;1;;32029;227;633174;4680434;138298;4688491;-72307;421553;-72311;421546;910;910;1452;63;63;138187;4688284;E021
1791;PRADA;1;;32083;228;661653;4686352;167129;4692394;-70219;421843;-70224;421839;845;845;1448;61;61;167018;4692187;E019
1792;SANTA EULALIA;1;;32015;190;659579;4690505;165351;4696687;-70345;422059;-70350;422055;0;525;1450;52;52;165240;4696480;E020
1794;VILL / MAO /REGUEIRO;0;INT 1976                                                                                                                ;32049;189;622741;4689033;128454;4697818;-73036;422035;-73041;422031;0;751;1461;4;6;128343;4697611;
1795;LEBOREIRO-MAO;1;LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 SON PROVISIONALES SUJETOS A REVISION                                        ;32049;226;621803;4687290;127394;4696143;-73118;421939;-73123;421935;860.8;860;1461;50;51;127283;4695936;E025
1796;VILASOUTO;1;DATOS RESERVA MODIFICADOS DE 09/1980 Y DATOS MODIFICADOS DE 10/1985 A 02/1987 RESPECTO A PUBLICADOS                     ;27024;156;629414;4724709;137648;4732984;-72515;423948;-72521;423943;474.2;473;1464;43;43;137537;4732778;E028
1807;SALAS, LAS;1;LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 Y LOS DATOS DE 2009-10 Y 2015-16 ESTAN PENDIENTES DE REVISION               ;32051;301;587768;4642117;90204;4653398;-75629;415531;-75634;415527;0;834;1512;48;49;90092;4653191;E036
1808;CONCHAS, LAS;1;LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 Y DATOS DE 2013-14 SON PROVISIONALES SUJETOS A REVISION                     ;32041;301;580122;4644259;82712;4656076;-80200;415644;-80205;415640;549;549;1511;63;63;82600;4655869;E035
