indroea;lugar;comentario;serv;suprest;suprcnc;hoja_id;alti;altimax;naa;naam;naai;num_cuenca;muni_id;xutm;yutm;xutm30;yutm30;long;lat;longwgs84;latwgs84;observ1;observ2;observ3;observ4;observ5;xetrs89;yetrs89;cod_saih
1622;LUGO                               ;;1;2210;17026;72;378;;13;13;0;1390;27028;615201;4764737;126304;4773983;-73510;430133;-73515;430129;;;;;;126193;4773777;N001
1624;PARAMO, EL                         ;;1;831;831;97;355;;14;13;0;1401;27043;620399;4747858;130291;4756750;-73134;425223;-73139;425219;LOS DATOS DE 2007-08 Y 2008-09 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;130180;4756544;A015
1625;SARRIA                             ;;1;160;309;124;438;;13;13;0;1396;27057;630046;4737351;139178;4745567;-72437;424637;-72443;424633;LOS DATOS DE 2008-09 Y 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;139067;4745361;N002
1626;SARRIA                             ;INT 2009                                                              ;0;129;309;124;443;1463;40;40;30;1396;27057;632315;4735195;141291;4743252;-72259;424526;-72304;424521;;;;;;141180;4743046;
1628;PUEBLA DE SAN JULIAN               ;;1;307;309;98;376;;13;13;0;1398;27043;627324;4746606;137119;4755005;-72629;425138;-72635;425134;LOS DATOS DE 2008-09 SON PROVISIONALES PENDIENTES DE REVISION                                       ;;;;;137008;4754799;A014
1629;PEARES, LOS                        ;INT 1960                                                              ;0;4578;17026;188;120;2188;10;10;0;1410;27041;605011;4702543;111695;4712571;-74322;422803;-74327;422758;DATOS MODIFICADOS DE 1951-52 A 1954-55, 1956-57, 1957-58, 1959-60 (ANUARIO 13-14)                   ;;;;;111584;4712364;
1631;ORENSE                             ;;1;12958;17026;187;95;;11;11;0;1471;32054;592726;4688980;98459;4699886;-75227;422049;-75233;422044;DATOS 2013-14 NO EXISTE RELACION DIRECTA Y UNIVOCA ENTRE VARIABLES DE ALTURA Y CAUDAL               ;;;;;98348;4699679;N010
1637;ARENTEIRO                          ;INT 1972                                                              ;0;347;671;187;110;1055;5;5;0;1478;32013;570214;4694424;76343;4706920;-80849;422353;-80854;422349;;;;;;76231;4706713;
1638;CARBALLINO                         ;;1;133;184;187;378;;14;13;0;1479;32019;575683;4698887;82126;4710994;-80447;422616;-80453;422612;LOS DATOS DE 2007-08 SON PROVISIONALES PENDIENTES DE REVISION                                       ;;;;;82014;4710787;A037
1639;LEIRO                              ;;1;575;671;187;83;;13;13;0;1480;32040;572673;4691749;78612;4704072;-80702;422226;-80708;422222;LOS DATOS DE 2008-09 Y 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;78500;4703865;N012
1640;RIBADAVIA                          ;;1;671;671;187;79;;14;13;0;1480;32069;570847;4682567;76137;4695023;-80826;421729;-80832;421725;                                                                                                    ;;;;;76025;4694816;N013
1641;P. FILGUEIRA                       ;INT 1967                                                              ;0;14943;17026;224;57;;43;53;1;1487;36014;566928;4674018;71616;4686753;-81121;421253;-81126;421249;;;;;;71504;4686546;
1642;SALVATIERRA DE MIÑO                ;;1;15678;17026;262;24;;13;13;0;1495;36050;542082;4659057;45719;4673545;-82928;420454;-82934;420450;;;;;;45607;4673338;N015
1644;MONDARIZ                           ;;1;155;411;224;68;;13;13;0;1496;36030;544872;4676448;49735;4690739;-82722;421417;-82728;421413;LOS DATOS DE 2008-09 Y 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;49623;4690532;N016
