indroea;lugar;comentario;serv;suprest;suprcnc;hoja_id;alti;altimax;naa;naam;naai;num_cuenca;muni_id;xutm;yutm;xutm30;yutm30;long;lat;longwgs84;latwgs84;observ1;observ2;observ3;observ4;observ5;xetrs89;yetrs89;cod_saih
2152;ROBLA, LA (C. TERMICA)             ;INT 1996                                                              ;0;343;1174;129;940;2181;8;8;7;2275;24134;284770;4742805;284770;4742805;-53756;424824;-53801;424820;;;;;;284661;4742599;
2153;FUENTONA, LA                       ;;1;32;79;348;1022;;8;8;0;2055;42045;511951;4620065;511951;4620065;-25123;414354;-25127;414350;;;;;;511842;4619857;
2154;UCERO                              ;;1;366;1035;348;959;;8;8;0;2054;42189;495918;4618563;495918;4618563;-30257;414305;-30301;414301;;;;;;495809;4618354;
2155;VEGALATRAVE                        ;;1;494;656;339;695;;7;7;0;2321;49233;739801;4620731;240530;4621417;-60705;414205;-60710;414201;DATOS MODIFICADOS 2014-15 (ANUARIO 15-16)                                                           ;;;;;240420;4621210;
2156;SAN FELIX DE LA VEGA               ;;1;781;1383;193;804;;11;11;0;2300;24131;257126;4698618;257126;4698618;-55705;422404;-55709;422400;;;;;;257016;4698412;
2157;REMOLINA                           ;;1;14;16;105;1047;;7;6;0;2967;24060;330381;4754905;330381;4754905;-50442;425538;-50447;425534;LOS DATOS DE 2014-15 SON PROVISIONALES PENDIENTES DE REVISION                                       ;;;;;330273;4754699;
2158;AREVALO                            ;;1;1246;5275;455;808;;7;7;0;2214;5016;356824;4543947;356824;4543947;-44211;410200;-44216;410156;;;;;;356715;4543740;
2159;QUINTANADUEÑAS                     ;;1;328;350;200;839;;7;7;0;2179;9907;440144;4693331;440144;4693331;-34338;422321;-34343;422317;;;;;;440036;4693124;
2160;CASTRELO DO VAL                    ;;1;196;272;303;411;;6;6;0;2386;32021;629142;4650603;132146;4658964;-72627;415946;-72632;415942;;;;;;132035;4658757;
2161;SALIDA EMBALSE DE LAS VENCIAS      ;;1;1125;1450;402;809;2262;35;34;21;2110;40092;419272;4587598;419272;4587598;-35758;412607;-35803;412602;;;;;;419163;4587391;
2162;TARDAJOS DE DUERO                  ;;1;1717;97620;350;977;2315;27;27;14;2023;42149;550619;4612776;550619;4612776;-22331;413952;-22336;413948;;;;;;550511;4612568;
2163;ALMAZAN                            ;;1;2959;97620;407;935;;24;24;12;2029;42020;540984;4594543;540984;4594543;-23032;413003;-23037;412959;;;;;;540875;4594335;
2164;TARDESILLAS                        ;;1;375;2409;350;1015;;4;4;0;2016;42094;545490;4631159;545490;4631159;-22708;414949;-22713;414945;;;;;;545382;4630951;
2500;SALIDA EMB CASTRO DE LAS COGOTAS   ;;1;856;5275;506;1000;;7;7;0;2214;5049;357008;4509978;357008;4509978;-44135;404339;-44140;404335;;;;;;356899;4509771;
2501;ZAMARRA                            ;;1;166;178;526;670;;8;8;0;2369;37378;716280;4485642;207759;4488227;-62653;402933;-62658;402929;;;;;;207650;4488020;
2502;ROBLEDA                            ;;1;263;2409;550;780;;7;7;0;2362;37269;697461;4470876;187969;4474765;-64028;402152;-64033;402148;LOS DATOS DE 2014-15 SON PROVISIONALES PENDIENTES DE REVISION                                       ;;;;;187860;4474558;
2503;SALIDA EMBALSE DE IRUEÑA           ;;1;468;2409;550;710;;8;8;0;2364;37303;705833;4480172;196959;4483477;-63423;402646;-63428;402641;;;;;;196850;4483270;
2505;SAELICES EL CHICO                  ;;1;1609;2409;525;590;;8;8;0;2372;37272;697859;4502733;190534;4506544;-63936;403904;-63941;403860;;;;;;190425;4506336;
2507;LERMA                              ;INT 2016                                                              ;0;1700;5380;276;815;;3;3;0;2165;9194;437286;4653668;437286;4653668;-34527;420155;-34532;420150;;;;;;437178;4653461;
2508;PINEDA DE LA SIERRA                ;;1;59;2659;239;1160;;8;8;0;2170;9266;474963;4675062;474963;4675062;-31812;421336;-31817;421332;;;;;;474856;4674854;
2510;CASCANTES                          ;;1;406;1174;129;920;;8;8;0;2275;24061;284400;4737700;284400;4737700;-53805;424539;-53810;424535;;;;;;284291;4737494;
2511;CARDAÑO DE ARRIBA                  ;;1;45;64;106;1300;;8;8;0;2195;34199;356476;4755243;356476;4755243;-44532;425608;-44537;425604;;;;;;356368;4755037;
2512;TRIOLLO                            ;;1;118;3407;106;1295;;8;8;0;2195;34185;363416;4754527;363416;4754527;-44025;425549;-44030;425545;;;;;;363308;4754321;
2514;SALIDA DEL EMBALSE DE CASARES      ;;1;26;98;103;1250;;7;7;0;2274;24901;274750;4756250;274750;4756250;-54536;425529;-54541;425525;;;;;;274641;4756045;
2516;VALDERAS                           ;;1;1819;2015;271;718;;8;8;0;2283;24181;296447;4661975;296447;4661975;-52739;420458;-52744;420454;;;;;;296338;4661768;
2517;AGUILAFUENTE                       ;;1;576;2525;430;820;;8;8;0;2112;40004;408536;4569931;408536;4569931;-40531;411630;-40536;411626;;;;;;408427;4569724;
2518;MEGECES                            ;;1;2250;2525;400;720;;8;8;0;2116;47087;368771;4586345;368771;4586345;-43413;412502;-43418;412458;;;;;;368662;4586138;
2519;BOISAN                             ;;1;145;302;192;1060;;8;8;0;2301;24090;723370;4695094;229350;4696764;-61714;422231;-61719;422227;;;;;;229240;4696558;
2520;VELILLA DE LA VALDUERNA            ;;1;248;302;231;915;;8;8;0;2301;24044;735228;4689970;240820;4690815;-60843;421933;-60848;421928;;;;;;240710;4690609;
2522;VADOCONDES                         ;;1;7323;97620;375;795;;8;8;0;2067;9400;452348;4610651;452348;4610651;-33420;413844;-33425;413839;;;;;;452240;4610443;
2524;SAUCELLE-DUERO                     ;;1;75163;97620;449;133;;6;6;0;2357;37160;683337;4544704;178900;4549444;-64909;410156;-64914;410152;;;;;;178790;4549236;
2525;VALSAIN                            ;;1;80;2968;483;1120;;8;8;0;2217;40181;414000;4527277;414000;4527277;-40115;405329;-40120;405325;;;;;;413891;4527070;
2526;SALIDA EMBALSE PONTON ALTO         ;;1;165;2968;483;1056;;8;8;0;2217;40155;411722;4530759;411722;4530759;-40254;405521;-40259;405517;;;;;;411613;4530552;
2527;COCA-ERESMA                        ;;1;2528;2968;428;740;;8;8;0;2229;40057;369381;4569386;369381;4569386;-43333;411553;-43338;411548;;;;;;369272;4569179;
2528;TORRE DE ESGUEVA                   ;;1;677;998;344;782;;8;8;0;2209;47169;400567;4624311;400567;4624311;-41146;414549;-41151;414545;;;;;;400459;4624104;
2529;LIEGOS                             ;;1;120;16081;80;1120;;8;8;0;2260;24001;330922;4766270;330922;4766270;-50431;430146;-50436;430142;;;;;;330814;4766065;
2530;BRETO                              ;;1;14420;16081;308;685;;8;8;0;2318;49025;270600;4639498;270600;4639498;-54551;415224;-54556;415220;;;;;;270490;4639291;
2532;SENA DE LUNA                       ;;1;317;755;102;1120;;8;8;0;2285;24164;258000;4757400;258000;4757400;-55756;425548;-55801;425544;LOS DATOS DE 2014-15 SON PROVISIONALES PENDIENTES DE REVISION                                       ;;;;;257891;4757195;
2535;VEGACERNEJA                        ;;1;79;87;80;1110;;8;8;0;2966;24025;336512;4767660;336512;4767660;-50025;430236;-50030;430232;;;;;;336404;4767455;
2536;SAN SALVADOR DE CANTAMUDA          ;;1;144;15828;107;1095;;8;8;0;2124;34904;378729;4757714;378729;4757714;-42913;425742;-42917;425738;;;;;;378621;4757508;
2538;LANGUILLA                          ;;1;364;1082;404;950;;7;7;0;2096;40109;464550;4588800;464550;4588800;-32528;412657;-32532;412653;;;;;;464443;4588593;
2539;VENTANILLA                         ;;1;34;90;106;1050;;8;8;0;2129;34056;370930;4750107;370930;4750107;-43450;425331;-43455;425327;;;;;;370822;4749901;
2541;CAMARZANA DE TERA                  ;;1;1418;2409;307;750;;6;6;0;2315;49033;745208;4652802;248160;4653028;-60224;415918;-60229;415914;;;;;;248050;4652821;
2542;GETINO                             ;;1;117;482;103;1100;;8;8;0;2276;24037;291837;4757752;291837;4757752;-53305;425636;-53310;425632;;;;;;291728;4757547;
2545;ENCINAS DE ABAJO                   ;;1;3807;7257;479;788;;6;6;0;2340;37121;291194;4534483;291194;4534483;-52848;405603;-52853;405559;;;;;;291084;4534276;
2546;LEDESMA                            ;;1;5263;7257;451;735;;7;7;0;2340;37170;248422;4553710;248422;4553710;-55943;410542;-55948;410538;;;;;;248312;4553503;
2547;QUINTANILLA DEL CASTILLO           ;;1;39;1383;128;1010;;8;8;0;2292;24123;737837;4728804;246170;4729372;-60551;424027;-60556;424023;;;;;;246060;4729166;
2548;BENEGILES                          ;;1;3187;3558;369;645;;8;8;0;2256;49022;280850;4611500;280850;4611500;-53750;413728;-53755;413724;;;;;;280740;4611293;
2549;BURGOS-VENA                        ;;1;151;177;200;870;;8;8;0;2177;9059;442717;4688455;442717;4688455;-34144;422044;-34148;422040;;;;;;442609;4688248;
2550;BOCA DE HUERGANO                   ;;1;197;289;105;1010;;8;8;0;2261;24020;343271;4759595;343271;4759595;-45519;425820;-45524;425816;;;;;;343163;4759389;
2552;SALIDA EMBALSE DE LINARES          ;;1;759;1082;375;912;;8;8;0;2098;40115;453840;4597950;453840;4597950;-33312;413152;-33317;413148;;;;;;453732;4597743;
2710;VILLALOBAR                         ;;1;3980;16081;194;757;2408;23;23;11;2280;24028;289744;4697148;289744;4697148;-53316;422351;-53321;422347;;;;;;289634;4696942;
2711;BENAMARIEL-2                       ;;1;3980;16081;194;757;2408;21;21;9;2280;24212;288912;4693889;288912;4693889;-53348;422204;-53353;422200;;;;;;288802;4693683;
2712;ALCONADA                           ;;1;439;1117;479;830;;14;14;2;2333;37012;301038;4532025;301038;4532025;-52150;405448;-52145;405452;;;;;;300928;4531818;
2713;SANTIAGO DE LA VALDUERNA           ;;1;290;302;231;786;;14;14;2;2301;24010;258896;4688464;258896;4688464;-55536;421833;-55531;421837;;;;;;258786;4688258;
2714;LASTRAS DE CUELLAR                 ;INT 2013                                                              ;0;631;2525;430;838;2209;10;10;5;2112;40110;403618;4571889;403618;4571889;-40904;411731;-40909;411727;;;;;;403509;4571682;
2716;CAMARZANA-REGATO                   ;;1;257;269;307;730;;13;13;1;2969;49033;747097;4654107;250140;4654204;-60100;415958;-60105;415954;LOS DATOS DE 2014-15 SON PROVISIONALES PENDIENTES DE REVISION                                       ;;;;;250030;4653997;
2717;VILLAVEZA DE VALVERDE              ;;1;186;204;308;710;;14;14;2;2316;49272;263925;4648150;263925;4648150;-55058;415653;-55053;415657;;;;;;263815;4647943;
2718;GENESTACIO                         ;;1;285;307;232;744;;13;13;1;2306;24124;264789;4675597;264789;4675597;-55055;421147;-55100;421143;;;;;;264679;4675390;
2719;BRIME DE URZ                       ;;1;243;294;269;720;;11;11;0;2995;49028;262337;4658357;262337;4658357;-55217;420226;-55222;420222;;;;;;262227;4658150;
2818;RABAL                              ;;1;719;3310;303;366;;51;50;14;2388;32053;630019;4634370;131881;4642697;-72602;415059;-72607;415055;;;;;;131770;4642490;
2900;MUEDRA, LA                         ;INT 1918                                                              ;0;546;97620;350;1060;2315;5;5;0;2009;42215;524755;4636455;524755;4636455;-24206;415244;-24211;415240;;;;;;524647;4636247;
2903;MUELAS                             ;INT 1931                                                              ;0;16020;16081;368;730;2408;2;2;0;2322;49135;250440;4601935;250440;4601935;-55928;413146;-55933;413142;;;;;;250330;4601728;
2908;ZUZONES                            ;INT 1920                                                              ;0;7313;97620;376;836;2315;7;7;0;2067;9421;461115;4607400;461115;4607400;-32800;413660;-32805;413656;;;;;;461007;4607192;
2969;ALMUZARA                           ;INT 1945                                                              ;0;275;482;130;953;2043;2;2;0;2276;24098;295560;4742000;295560;4742000;-53000;424809;-53005;424805;;;;;;295451;4741794;
